,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.334891473506559,0.318237272286474,0,0.0738387037615851,0,-0.0907028951201621,0,0,0.18374818871005,0,0,0,-0.0405367956836841,0,-0.081981651328863,0,0,0,0,0,0.03302222930385,0,0,0,0,0.0111954688618562,-0.038205712264199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701332769282926,6.93889390390723e-18,-0.102535738930985,-0.0739758175968984
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.208713305891907,0.0261745032661018,0,0.313344063334668,0,0,0,0,0,0,-0.0227015675124901,0,0,0,0,-0.0262085836151968,0,0,0,0,0.058343263866519,0,0,0,0,0,0,-0.292251954192127,0.208015261329035,0,0,0.249593241965676,0,0,0,0.0444777040427631,0.0585830599575581,0,0,0
X601939.CH.EQUITY,0.436675316260732,0,0,0.0892525341234037,0.114492329970601,0,0,0,0,0,0,0,0.140310192311031,0,0,0,0,0,0,0,0.132080180158951,0,0.0114216200127744,0.0319521813244035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328094695199134,0,0,0,-3.46944695195361e-18,0.00722770925383944,0,-0.174735025377961,0,0,0,0,0
X601288.CH.EQUITY,0.413470370592924,0,0.189509702872036,0,0.151905315099535,0.0574919820816625,0,0.0379746310720424,0,0,0,0,0,0.0100540037518811,0,0,0,0,0,0,0,0,0,0,0,0,0.0554146794302496,0,0,0,0,0,0,0.0620229833283173,0,0,0,0.089413671180901,0.142022200498525,0,0,0,0,0.0603977232330923,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.263029435148099,0,0.130336591583044,0,0,0.0849768745631547,-0.0977338473565638,-0.098883485200992,0,0.381143522282956,0,0,0.203074167977381,0,0,0,0.305600435639943,-0.0760621649410651,0,0,-0.246613407836944,0,0.41176392427049,0,0,-0.00651955663414393,0,0,0,0,0,0,0,0,0,0,0,0.0144280249980305,0,0.18591162394866,0,0,0,0,0,0,0,0,0.0776603527384273,0
X601988.CH.EQUITY,0.075857063833611,0,0.189465777228002,0.141015885914043,0,0,0,0.0829418117229211,0,0.119626732966343,0.256487536948347,0,0,-0.318378209174596,0,0,0,0,0,0,0.0248897351314359,0,0,0,0,0,0.07509890693957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437108046150875,0,0,0,0.139396920394701,0,0,0,0,0.00863055637545734,0.0834274530208594
X600036.CH.EQUITY,0,0.248542479254106,0,0,0,0,0,0,0,0,0,0,0.201920192482392,0,0,0,0.108773841430537,0,0,0,0,0,0,0.111494871904643,0,0,-0.0114127304305435,0,0,0,0,0.204745261919172,0,-0.0163765156503382,0,0,0,0,0,0,0.0992749095864602,0.0740629051517634,0,0,0,0,0.0798604682720727,0,0.13152129574384,0.0626519676022173,0
X601628.CH.EQUITY,0,0,0,0.184612698110127,0,0,0,0,0,0.0806178864177018,0,0,0,0,0,0,0,0,0,0.232091840114954,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0825594254953042,0,0,0,0,0,0,0.157475896544304,0,0,0,0,0,0,-0.0813971845224629,0.00564572727192721,0.155689231881324,0.0812991494287198
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638563610708552,0,0,0,0.19981789760837,0.0167670271818147,0,0,0.112075536751865,0.187536141766105,0,0,0,0,0,0,0.346745983562993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697478017130767,0,0,0.0199389766154605,0.0228292641040348,0
X601166.CH.EQUITY,0,0,0,0,0,0.185400967912706,0.0895716991018048,0.0718278362796687,0,0,0,0,0,0,0.157035903053466,0,0,0,0,0,0,0,0,0,0,0,0.0547521534802887,0,0,0,0,0.401902078908602,0,0.137283649397815,0,0,0,0,0,0.0719915726580852,-0.00222314345835594,0,0,0,0,0,0,0,0,0,-0.119655246232171
