,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.292842223163159,0,0.330219042189822,0,0.0166691184326944,0,0,0.0910464646193038,0,0.0598929373630045,0,0,0,0,0,0,0,0,0,0,0,0,-0.10598167457008,0,0,0.0463879951560896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977346357552989,0,0.117734739803777,0
X601939.CH.EQUITY,0.46026895554872,0,0,0.152939874416479,0,0,-0.160602553095206,0,0,0,0,0,0.18894703818341,0,-0.0607851978139952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256021454443365,0,0,-0.0799985787004609,0
X601318.CH.EQUITY,0,0,0,0,0.22293029084622,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.047251481686904,0,0,0,0,0,0,0.196567441164418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239102325383929,0,0,0,0,0.212081920345115,0,0,0,0,0,0,0.0760830145673651,0,0
X601288.CH.EQUITY,0.500900435241258,0,0,0,0.198596536111118,0,0,0,0,0,0,0,0.0745687045534014,0,0,0,0,0,0,0.0127880629636253,0.116971453303358,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502196744113918,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-6.93889390390723e-18,0,0.541983163728477,0,0,0,0,0,0.25939232988899,0,0,0,0,0,0.257873265605314,0,0.0171747549765658,0,0,0,0,0,0,0,0,0.0933505870841957,0,0,0,0,0,0,0,0,0,-0.379194115254524,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.202990472407351
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.300686705191929,0,0,0,0,0,0.0724604689350727,0,0,0,0,0,0.00853626591015676,0,0,0,0,0,0.0441994807917676,0.186446478193822,0,0.0788253616536151,0,0,0,0,0.00294248937629493,0,0,0,0.180418140618874,0,0,0,0,0.111096686992425,0,0.0165711700927363,0,0,0
X1299.HK.EQUITY,0.0764873549204212,0,0,0,0,0,0,0,0.135196917181157,0,0,0,0.101687729470003,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0102378065896125,0,0,0,0,0.226861120936151,0,0,0,0,0,0,0,0.176029791193032,0,0,0,0,0,0,0.0714898829370892,0,0,0,0.107195789796523,0,0,0,0,0
X5.HK.EQUITY,0,-0.0365084972711505,0,-0.17682677927415,0,0,0,0,0,0,0,0,0,0,-0.00546395660084463,0,0,0,0,0,0.0546509794892372,0,-0.583357726068112,1.0678467474923,0,0,-0.0324166491786008,0,0.460527892676176,0,0,0,0,0,0,0,0,0,0.435625382451661,0,0,0,0,-0.130460333960045,0,0,0,0,0,0,0.0983969883247101,0
X601628.CH.EQUITY,0.0596588315784497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146641825784629,0,0,0.0661166470549113,0.134366293801771,0,0,0.0170247203628575,0,0,0.125263617396527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110794124895854,0.0135330100996889,0.0175814326441407,0,0,0.0831324198711823,0.0213098391541431,0,0.0841588207327752,0.0183661538888334
X601658.CH.Equity,0,0,0,0.0690437463486773,0.0713133425928902,0,0,0,0,0,0,0,0.254142772521638,-0.039017276573537,0,0,0,0,0,0,0.0156483227315706,0,0,0,0,0,0.210735341511546,0.121746711248307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361969070796224,0,0,0,0
X601328.CH.EQUITY,0.122762645052166,0,0,0.299485524266538,0,0,0,-0.0956614626834263,0,0,0,0,0,0.160257333432123,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292425849490907,0,0,0,0.169063656081839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688665904881029,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.431296965192967,0,0,0,0,0.0355388037495441,0,0.00708564177995389,0,0,0,0,0.0297390683675758,0,0,0,0,0,0,0,0,0,0,0,0,0.220563838647806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402707367434603,0.0372529270796859,0.105446842303771,0.0471613435850057,0,0,0
X600000.CH.EQUITY,0.193664974406862,0.103981182437583,0,0,0.0941912366218687,0,0.0128504015415009,0,0.0277843564523197,0,0,0,0,0,0,0,0.0448301668026672,0.0858832012726184,0,0.0211109375021722,3.46944695195361e-18,0.1049926490485,0,0,0,0,0,0.0735685521712479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680112201840839,0,0,0,0,0,0,0,0,0
