,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.465196885659756,0,0,0,0.0665746642856387,0,0,0.00887965115446585,0.117651374058218,0,0,0.165045831511985,0,0,0,0.07312384756243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588840277281033,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0293819499637627,0.0982992457867919,0.265117138380099,0,0,0,0,0,0,0.0531210438831544,0,0.325176806934293,0.0889710900613006,0,0.064834591341192,0,0,0,0,0.0250941855825635,0,0,0,-0.0396394875886043,0,0,0,0,0,0,0,0,0,0.0508054306524646,0,0.0019488727351645,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.135621828341096,0,0,0.495806474261904,0.0910276818630135,0.0745378536041348,0,0,0,0.0668569599549009,0,0,0,0,0,0,0,-0.0336725945443417,0,0,0,0,0,0,0,0,0,0.199335152397184,0,-0.0106407638596492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454170722338434
X601288.CH.EQUITY,0,0,0.159507738711312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288739967382839,0,0,0.124304316308125,0,0,0,0.0767876712528006,0,0,0,0.053316620019418,0,0,0,0,0,-4.33680868994202e-19,0.0855606723534506,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565622136387271,0,0,0.206141223003812,0,0.206666707709706,0,0,0,0.211960149320188,-0.00845857252623477,0,0,0,0,0,0.195448616107551,0,-0.242523118854592,0,0,0,0,0.0447062099258789,0,0,-0.0597749346062204,0,0,0,0,0,0.19641620924075,0,0,0,0,0.0805564223062296,0,0,0,0,0,0,0.171776237966243,-0.00758635584181282,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.263878952671799,0,0,0,0.107570096579663,0,0,0,0,0,0,0.0353642459287231,0.109209408847552,0,0,0,0,0,0,0,0.0891463380070469,0,0,0,0,-0.192154406153936,0,0.0607140347427568,0,0,0,0,0,0,0,0,0,0.080348100050058,0,0,0,0,0,0,0,0.151724825974296,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141732474175714,0,0,0.123309717772097,0,-0.106510484237026,0,0,0,0,0,0.502285522922184,0,0,0.0796212293481565,0,0,0.0932238284540789,0.124173181463057,-0.065579263646607,0,0,0,0.0596992805102167,0,0,0,0,0,0.264169010601329,0,0,0,0.129793357419905,0,0,0,0.0655196655004434
X1299.HK.EQUITY,0,0,0,0,0.133669576921494,0,0,0,0,0,0,0,0,0.0460849962710931,0,0,0.191460473128756,0,0,0,0,0,0,0,0,0.0375637405776884,0.159778161918141,0,0.153399170484681,0,0.0480915033648143,0,0,0,0.111358817002751,0,0,0,0,0,0,0,0,0,-0.0944452084283093,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.182525665456424,0,0.16481232023163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682341713328087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755380589041735,0,0,0.386992240889357,0,0,0.0348806394466366,0.0187134115888048,0,0.133400497031641,0,0.0563584457870636,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.36241572304853,0,0,0,0,0,0,0,0,0.412065892220632,0,0,0,0,0,0,0,0,0.0239440816336602,0.0716922336119034,0.13249728150043,0,0,0,0,0,0,0,-0.0077322599058639,0,0,0.0109565016590098,0,0,0,0,0,0.0897954307107956,0,-0.0516293042515909,0.213448765591888,0,0,0,0.0798622713596766,0,0,0,0
