,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.258181653093221,0.219220936019502,0,0.19222859233781,0,-0.112783121817514,0,0,0.0770600501628123,0,0,0,0,0,0,0.0270913554357442,0,0,0,0,0,0,0,0,0,0.147329635243716,-0.0848299949600353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361099955414385,0,0,-0.0398225644584391,-0.0345146814990996,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.201918179867628,0,0,0.268957311239908,-0.00207734669224351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601567947993978,0,-0.00964563335748262,0,0,0,0,-0.257311347195738,0.274494571106983,0,0,0.201544822061745,0,0,0,0,0,0.0623065714746434,0,0
X601939.CH.EQUITY,0.460118401230681,0,0,0.0444987516364173,0.101924379523524,2.77555756156289e-17,0,0.04229939757396,0,0,0,0,-0.00209734735037132,0.148298288293222,0,0,0,0,0,0.135859281531453,0.0322886924418275,0,0.0124050396675702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300713450915985,0,0,0,0,0,0,-0.136968665383005,0,0,0,0,0
X601288.CH.EQUITY,0.408187151292844,0.0620487903589973,0.0666293590664726,0,0.0394376050947546,0,0,0,0,0,0,0,0,0,0,0,0.0241198433256846,0,0,0.0299642546057927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10289908037968,0,-0.0419111763186417,0,0.14163055580116,0.0984836030216374,0,0,0,0.142150975205921,0.117316525177304,0,0.0030227645510435,0,0,0,0,-0.0425936163917821
X5.HK.EQUITY,-0.0663153869473424,-0.288802748478361,0,0.154103892067875,0,0,0.106379351392331,-0.0406580667657814,-0.241878135704879,0,0.316708794134654,0,0,0,0,0.218389440340385,0,0.431644752356491,0,0,0,-0.175808015211796,0.350961864323132,0,0,0,0,0,0,0,0,0,0,0,0,-0.0612841625331024,0,0,0,0,0.165546588771804,0,0,0,0,0,0,0,0.11053990413913,0.0276816403434379,0
X601988.CH.EQUITY,8.67361737988404e-19,0,0.175806465470025,0.289466689443486,0,0,0,0.00910606703575584,0,0.19633432812329,0.144072567033956,0,0,0,0,-0.0973053629750528,0,0,0,0,0,0,0,0.133067741155912,0,0.0366386125786734,0,-0.0422261418118873,0,0,0,0,0,0,0,0,0,0,0,0,0.129658677483999,0,0,0,0,0,0.0369931605700948,0,0,0.00840320735642469,0.170415362476727
X600036.CH.EQUITY,0,0.173063493270437,0,0,0,0,0,0,0,0,0,0.0350788068404109,0,0.0844203754210902,0.0884819769517567,0,0,0,0.0331859072991728,0.00243009070160531,0,0,0.0982722001624386,0,0,-0.0248517748487855,4.33680868994202e-19,0,0,0,0,0.368106225558758,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.131330546363944,0.169635469435749,8.67361737988404e-19,0.0398690799753491,0
X601628.CH.EQUITY,0,0.0712871339341125,0,0.437924653037707,0,0,0,0,0,0,0,0,0.0952613606288784,0,0,0,0,-0.0241057644865555,0,0,0,0.0228596694317735,0,0,0,0.058391441580154,0,0,0,0,0,0,0,0.113915142760273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970619834621756,0.124760442852923
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081488264564853,0,0,0.0357706623788696,0.0547704458613301,0.186790577549804,0.106216037948185,0,0.188755848611691,0,0,0,0,0,0,0.268021162179641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690534801884456,0,0,0.0550856456696871,0.0446002907680701,0
X601166.CH.EQUITY,0,0,0.0296372179049506,0,0,0.160335137292218,0.049191571147884,0.072492185609561,0,0,0,0,0,0,0.157929834903018,0,0,0,0,0,0,0,0,0,0,0.0328682969505896,0,0,0,0,0,0.41382078435957,0,0.189547680373534,0,0,0,0,0,0.0500956311459681,0,0,0,0,0,0,0,0,0,0,-0.120292484957442
X601328.CH.EQUITY,0,0,0.0578603551431814,0,0,0.110535510381563,0,0,0,0,0,0.363353765902496,0.100358231575432,0,0,0,0,0,0,-0.032820333729811,0.222526631883106,0.137044953186003,0,0,0.104727651475301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174201760261373,0,0,0,0.0188038768583411,0,0,0,0
X600000.CH.EQUITY,0,0.0912582406811354,0,0,0,0.0882619404170426,0.298948423261964,0,0,0,0.258168661071885,0,0,0.210380731150062,0,0,0,0,-0.0599142074945466,0,0,0,0,0.0259248233754874,0,0,0,0.130867140589333,0,0,0,0.00180557866897161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304499129824169,0,0,0,0,0.0948985824508016
X601319.CH.EQUITY,0,0.00533312965990951,0,0,0,0,0,0.266637992835709,0,0,0.0543421668497246,0,0,0,0,0,0,0,0,-0.0771613542253938,0,0,0,0.0718005873330571,0.112794975306099,0,0,0.0630564205454015,0,0,0.124273817266258,0,0,0.0755254653673484,0,0.293481333950189,0,0,0,0.0139673041067231,0,0,0,0,0,0,0,0,0,0.0561148735204416,0
X000001.CH.EQUITY,0,0.0362284810309842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355675743111377,0,0,0,0,0.0952242524300372,-0.106613083716069,0,-0.0937971544795187,0.229301189036805,0,0,0.273892736266119,0,-0.0601327819920798,0,0,0,0,-0.00553559816626252,0.0675880448640259,0,0.243347361712957,4.33680868994202e-19,-0.149490728581068
