,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.411753124013506,0.00411092615398209,0,0,0,0,0,0,0,0,0,0,0.0905580886942299,0,0.116869789052507,0,0,0,0,0,0,0,0.0650591750807529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472809044937687,0,0,0,0,0,0,0,0,0,0.0754894636659642,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.106433330293589,0.310365968457304,0,0,0,0,0,0,0,0.262622082417913,0,0,0.0869524190972494,0.0598329438993957,0,2.71050543121376e-20,0,0.00343019902372335,0.0949107162011864,0,0,0,0,0,0,0,0,0.00916588189324274,0,0,0,0,0.0308397121201988,0,0.0104528911129093,0,0,0,0,0,0.0158714013647516,0,0,0
X601939.CH.EQUITY,0.0312444448982681,0,0,0.605375132760141,0,0.0664000181843446,0,0,0,0.116786687273403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418965770867455,0,0,0,0,0,0,0,0.12230133153723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.174166587454418,0.153684107536011,0,0.36920571199818,0,0,0.0532285174327324,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.196821915238091,0,0,0,0,0,0.110821552994988,0.00304989663444764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.144133162478185,0,0.35365997839317,0,0.0756163677994821,0.0313037482254903,0,0,0,0,0,0,0,-0.0182072445646318,0,0,0,0,0,0,0.010890942966816,0,0,-0.159270246008934,0,0,0,0,0,0,0,0.115390177853054,0,0,0.260721516641763,0,0,0,0,0,0,-0.0991576365341255,0,0.0475968338052817,0,0
X601988.CH.EQUITY,0,0,0,0,0.356605334831629,0,0,0,0,0,0,0,0,0,0,0,0,0.0658495919326101,-0.0829921128535367,0,-0.0526650354815321,0,0,0,0.280293012880915,0,0,0,0,0,0,-0.236962838447906,0,0,0,0,0,0,0,0,0,0.151500312443853,0,0,0,0,0,0,-0.0257120938172385,0.137270372840531,0
X600036.CH.EQUITY,0,0.120886329627278,0,0,0,0,0,0,0,0.421895454502874,0,0,0,0,0,0,0.153619092274332,0.0593361387364763,0,-0.12985664852391,0,0,0,0,0.0759199869412506,0,0,0,0,0,0.214280108696435,0,-0.0380299837213378,0,0,0,0,0,-0.0692001298790642,-0.165546311314384,0,0.124602474721331,0,0,0.198827010500858,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.196178709652569,0,0,0,0,0,0,0,0,0,0.0109602770349835,0,0,0.138211655612992,0,0,0.0759183484601408,0,0,0,0,0.0231932115675226,0,0,0.0470637314146602,0,0.0995635521515944,0,0,0,0,0,0.463405000147121,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0309263346968798,0,0,0,0,0,0,0,0.132884003177436,0,0,0,0,0.404377751637632,0,0,0,0,0,0,0,0.00352129021622243,0,0,0,0,0,0,0,0,0,0.0668289893732258,0,0,0.180059297753872,0,0,0.185600378090782,0,0,0.0733977172547569,0.0478336870241724,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.207958583992277,0,0,0,0.417758931374088,0,0,0,0,-0.0416082495160212,0.499203395870618,0,0,0,0,0,0,0,0.0471396023621327,0.147604016227228,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0366808739018276,-0.0484343412473981,0,0,0,0,0,0,0,-0.116781064273576,0,0,0,-0.122248148393041,0,0,0,0,0
