,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.525078660505665,0,0,0,0.143669636153813,0,0,0.0657139166966468,0.0214164256349074,0,0,0,0.171063891083173,0,0.0317635928640048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233732328504963,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.136717854235621,0.261810005399989,0,0,0.0340758105788578,0,0,0,0,0.308416376979123,0,0.0887535238211244,0,0.0629411133416458,0,0,0,0,0.0431798994458245,0,0,0,0,0,-0.0479049469538307,0,0,0,0,0,0,0,0.0673231211864362,0,0,0,0,0.00439115441090591,0,0,0,0,0,0.00262769859848753
X601939.CH.EQUITY,0.464035752432228,0,0,0.250696168873438,0.154989711393704,0.0182149454182559,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.00245526054234824,0,0,0,0,0.193101799423233,0.116453859872715,0,0,-0.170226208927302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178932112664082,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.319833867940349,0,0,0.836476838250929,0,0,0,0,0,0,0,0,-0.036775155675025,0,0,0,0,0,0,0,0,0,0,0,0,0.10784836364873,0,0,0,0.0301442196038614,0.127947659052534,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0316627256894019,0,0,0,0.183241313221393,0,0.288036934147039,0,0.0979882550808534,0,0,0,0,0,0,0,0,0.0327307346548621,-0.0655216186824277,0,0,0,0,0,0.0153216417340262,0,0,-0.146319250033455,0,0,0,0,0,0,0,0,0.149511341088245,0,0.276452136023999,0,0,0,0,0,0,0,-0.124767013081977,0.0867805468327535,0,0
X601988.CH.EQUITY,0,0,0,0,0.329520180431357,0,0,0,0.0272478584212123,0,0.0105727380121761,0,0,0,0,0,0,0.0716255989220547,0,-0.0664958893780058,-0.0469339803970934,0,0,0,0.240829920217029,0,0,0,0,0,0,-0.216249450651292,0,0,0,0,0,0,0,0,0.159604210981462,0,0,0,0,0,0,0,-0.0225678411449718,0.136734625336491,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107283368933841,0,-0.0372223495440835,-0.0520421138788374,-0.0151057258956526,0,0.0979860568974063,-0.105200304872191,0,0,0,0,0,0.522122429540701,-0.0384511971079737,0,0.0788171290481367,0,0,0.133367916465256,0,0,0,0,0,0.0199700728844412,0,0,0,0.0348466156349952,0,0,0.240472670276663,0,0,0,0,0.0995857339734743,0,0
X1299.HK.EQUITY,0,0,0,0,0.237407146642467,0,0,0,0,0,0,0,0,0,0,0,0,0.122223267141738,0,0,0,0,0,0,0,0,0.0596932325923242,0,0.0604967360045612,0,0.0255202470724571,0,0.25716497209335,0,0,0,0,0.154982243854537,0,0,0,0,0,-0.168226105994911,-0.050346001783143,0.083599270323408,0,0,0,0,-0.0150494969484485
X601628.CH.EQUITY,0,0,0,8.21341925206706e-05,-0.0307568761322047,0,0.00487469813599753,0,0,0,0,0.139744427033122,0,0,-0.0377781775707673,0,0.324093930322884,0,0,0,0,0,0,0,0,0,0,0,0,0.00695196916896652,0,0,0,0,0.0496054111190264,0,0.198760085495186,0,0,0,0,0.243634472378964,0,0.088453852046137,0.0747193730923032,0,0,0,0,0,0
X601328.CH.EQUITY,0.0912271826247286,0,0.38960869367146,0,0,0,0,0,0,0,0,0,0.424980151738814,0,0,0,0,0,0,0,0.0197721915176891,0.211709205206796,0,0,0,0,0,0,0,0,-0.00828172183955321,0,0,0,0,0,0,0.00542257371119625,0,0,-0.0999559180354955,0,0,0.197926460019075,0,0,0,0,0.0137607262205731,0,0
X601166.CH.EQUITY,0.0621376295117506,0,0,0.179845042491427,0,0,0,0,0,0,0,0,0.385430170866512,0,0,0.040251515853599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118250010776899,0
X601319.CH.EQUITY,0,0,0,0,-0.214717389870943,0,0,0,0,0.142946465412661,0,0,0,0,0,0,0,0,0,0.21200844250758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291226346196849,0.0745303031481906,0,-0.0349939036766404,0,0,0,0.107727127466701,0,0,0,0,0.142514430425027,0.0975354192324678,0,0.117058418990206
X600000.CH.EQUITY,0,0,0.0797642244934932,0,-1.38777878078145e-17,0,0,0,0,0,0.809513761361269,0,0,0,0,0,0,0,0,0,0.0604791444480727,0,0,0,0,0,0.07047556142458,0,0.0375865128842863,0,0,0,0,0,0,0,0,0,-0.0430243010455058,0.034016546493013,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.289765034258615,0,0,0,0,0,0,0,0,-0.123438481478277,0,0.0603043946924453,0,0,0.233590540210836,0.230096878703915,0,0.162982612589308,0,0,0,0.637173950986664,0,0,0,0,0,0,0,0,0,0,-0.0403914148545657,0,-0.0187601748863586
