,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.443887386687932,0.0634583401356755,0,0,0,0,0,0,0,0,0,0.130832017065173,0,0.0899543283277805,0,0,0,-0.120393753056424,0,0.0104052371724162,0,0,0,0,0,0,0.0476216006539724,0,0,0,0,0,0,0,0.0413774668951373,0,0,0,0,0,0,0,0,0,0.121315914430488,0.137850920241379,0,0,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0,0,0
X601939.CH.EQUITY,0.163258685817787,0,0,0,0,0,0,0,0,0,0.170602220774308,0,0,0.288581219212177,0,0,0,0,0.0431508677035223,0.17769699203589,0,0,-0.0326238704112177,0,0,0,0,0,0,0.0187517312720254,0,0,0,0,0,0.0878696867575951,0,0,0,0,0.0368269507453073,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0
X601288.CH.EQUITY,0.347012406157306,0,0.0192459376083767,0,0.502089654120917,0,0,0,0,0,0.0113327570046159,0,0,0,0,0,0.0453316295379521,-0.0268043571610956,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0893680815639286,0,0,0
X601988.CH.EQUITY,0,0,0,0.115340073510561,0,0,0,0,0,0,0,0.475436451610298,0,0.015449400778887,0,0,0,0,0,0,0,0,0,0.0388145264150541,0,0,0,0,0,0,0,0,0,0.0895251527444931,0,0,0,0,0,0,0.0892998847770861,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.190650540936683,0,0,0,0.00383836436468091,0,0,0,0.256330377472477,0,0.269402400065159,0,0,0.414975406447794,-0.599813656703877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.327465127373672,-0.14851333573659
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797063715207515,0,0,0,0,0.0946931091993588,0.168236053603543,0,0,0,0,0,0,0.0497383361243054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267158904102977,0,0,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.224637042718623,0,0,0,0,0,0.0806910514283665,0,0,0,-0.11148293317498,0,0,0,0,0,0,0.450401471077031,0,0,0,0,0,0.146989040036272,0,0,-0.166233470531527,0,0,0.139596571466847,0,0,-0.022030142151382,0,0.575284338308422,-0.207908134459702,0,0,0,0,0.513038074561419,0,-0.230579649838237,0,0,0
