,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.347802513838577,0.082185545780222,0,0,0,0.128455599379794,0,0,0,0,0,0,0.263229409947476,0,0,0,-0.0310729075863416,0,0,0,0,0.0367111790761013,0,0,0,0.0763837644890467,0,0,0,0,0,0,0,0.013217299192594,0,0,0,0,0,0,0,0,0,0,0.0199936817224758,0.0358318458553741,0,0,0
X601939.CH.EQUITY,0.0414996523470417,0,0,0.0546059566598986,0,0,0,0,0,0,0,0.0473917796899345,0,0.193009660188409,0,0.405980256818065,0,0,0,0,0,0,0,0,0,0,0,0,0.000819891886749659,0,0,0,0,0.106886012786612,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.136909834353497,0,0,0,0,0
X601318.CH.EQUITY,0.0177545263416957,0,0,0,0,0,0.187283139055509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108891609891059,0,0,0,0,0,0,0,0,0.153821510720285,0,0.104311727383616,0.0181798576683118,0,0,0,0,0.106221727744446,0,0.256308362711705,0,0.0266486857412509,0,0,0,0,0,0,0,0,-0.0351335584690572
X601288.CH.EQUITY,0.376372502758681,0,0,0,0.402382935556888,0,0,0,0,0,0.0636058155574617,0,0,0,0,0.00348015703922539,0.0712725734579553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360054648787572,0,0,0,0,0,0,0,0,0,0,0,0.000163412046995659,0,0,0,0,0,0,0.0232627291588773,0,0
X601988.CH.EQUITY,0,0,0,0.226762078918582,0,0,0,0,0,0,0.091923057711766,0,0,0.187739297792984,0,0,0,0,0,0,0.104215862058048,0,0,0,0,0.0232223530094077,0,0,0,0.0954602746147701,0,0,0,0,0.108285839915763,0,0,0.0936670973864815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.183625428904939,0,0,0,0.0618988426223132,0,0,0.136488416796647,0,0,0,0,0,0.367620272181421,-0.358440769068945,0,0,0,0,0,0,0,0,0.486741744698698,0,0,0,0,0,0,0.356639424927321,0,0,0,0,0,0,-0.214089098471119,0.112970461370223,-0.0425002082850244
X600036.CH.EQUITY,0.133663682355313,0,0.0815823072193101,0,0,0,0,0.0289210684031454,0,0,0,0.0815634749375826,0,-1.38777878078145e-17,0,0.0724723454321033,0,0,0,0,0,0.18892251702439,0,0,0.0159428664848916,0,0,0,0,0,0.0612343599782343,0,0,0,0,0.170239568763099,0,0,0,0,0,0,0,0,0,0,0.00581178441039481,0,0,0.0214533672775042,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.145637559847036,0.174117194371068,0,0.00300539347559533,0,0,0,0,0,0,0,0.27949616054252,0,0,0.266617839152399,0,0,0.217163611123661,0,0,-1.0842021724855e-19,0,0,0,0.143519794820706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0811135163652267,0,0,0,0,0,0,0.0187969989113246,0,0,0,0.260316029522922,0,0,0,0,0,0,0,0,0.24809211654812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520554082819873,0,0,0.0383836684600007,0,0,0.0940128589824149,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.118560582394914,0,0,0,0,0,0.112470176561464,0,0,0,-0.142167181010762,0,0,0,0,0,0,0,0,0,0,0,0.082525815507482,0,0,0,0,0.103340739087092,0,-0.38512063093725,0,0,-0.107370713722788,0,0.305878135684955,-0.0776322136397452,-0.0785678329058729,0,0,0,1.23631895275578,0,0,0,0,-0.0555849930285376
