,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.129841689098408,0,0,0,0,0,0,0,0.0564276931241415,0,0,0,0,0,0,0,0,-0.0696594406051422,-0.187857539856164,0,0,-0.190403642260794,0.0135438677725673,0,0,0.0222214834300528,0,0.62329681228382,0,0,0.19850414534326,0,0,0,0,-0.00757658541323362,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142693678755484,0,0.111459362284593,0,0,0,0,0,0,0.0568104248559495,0,0,0,0,0,0,0.0932254126648791,0,0,0,0,0.0681309794978861,0,0.0242236619196603,0.0130769454770084,0,0,0,0,0.340062411623078,0,0,0,0,0,0,0.0300048998023208,0,0.0160150992915883,0,0.0237874127701689,0,0,0,-0.0335960539377862
X601939.CH.EQUITY,0.220020485529097,0,0,0,0.0434118636021745,0,0,0,0,0.190348549209708,0,0,0,0,0,0,0,0.0992711658483117,0,0,0.00676173874122054,0,0,0,0,0,0,0,0,0.111222264092531,0,0,-0.148088864464319,-0.052527131367155,0,0,0,-3.46944695195361e-18,0.0624473536541178,0.422006073195819,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.362654339949306,0.158077458382383,0,0.579524155373395,0,0,0,0.330353422587282,0.111464902188883,-0.279247009340123,0,0,0,0,0,0,0,-0.191564268930398,0,0,0,0,0,0,0,0,-0.599790531697932,0,0,0,0,0,-0.0394975965583579,0,0.271836824085034,0,0,0,0,0,0.277837443205655,0,0,0
X5.HK.EQUITY,-0.0476101566769947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490964776755522,0,0,0.447998687745317,0,0,0,0,0.0530308801835223,0.092180656519074,0,0,-0.112835514656408,0,-0.0272380088899424,-0.164244155734762,0,0,0,0,0,0,0,0,0,-0.0723562451850032,0,0.174922631202285,0,0,0,0,0,-0.125167289626419,0,0
X601988.CH.EQUITY,-0.245564947025628,0,0,-0.0252790745029572,0.451415909594474,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0.652804498537847,0,-0.0935632313302981,0,0.0361399378796891,0,0,-0.501532330686608,0,0,0,0,0,0,0,0,0,0,0.11908883737386,0,0,0,0,0.106045781228524,0,0,0,0,0
X600036.CH.EQUITY,-0.0866821989733507,0.631456149176833,-0.0244573677130502,0,0,0,0,0,-0.142425254121203,0.191359497340008,0,0.453720100541677,0,0,0,0,0.0453739230154311,0.0287635218405914,0,0,-0.251103502568372,0,-0.170407694453249,0,0.216120705371334,0,0,0,0.0872322002749677,0,0.136322830461168,0,-0.137986378324428,0,0,0,0,0,0,0,0,0.0664089794229888,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0620536845078357,0.000255495846887612,0,0.179558332753141,0.00145407948145573,0,0,0,0,0,-0.0256007727688022,0,0,0.104165528539823,0.00687684673977611,0,0,0,0,0,0,0,0,0,0.219825080502386,0,-3.46944695195361e-18,0,0,0,0.155679559643262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0448320986687147,0,0,0,0,0,0,0,0.0814120883559174,0,0,0.341908682165696,0,0,0,0,0,0,0,0,0.0290506375930766,0,0,0,0,0,0,0,-0.00644392539338759,0,0,0,0,0.183647259354313,0.129058717232206,0,-0.00957078702937514,0,0,0,0,0,0,0.00521653605099225,0,0,0,0,-0.156186935157172
X601328.CH.EQUITY,0,0,0.0227385235353602,0,0,0,0.0801136312306485,0,0,0,0,0.328890038880495,0,0,0,0,0,0,0,0,0,0,0,0,0.256823969291424,0.100062505804687,0,0,0.052792298976701,0,0,0,0,0,0,0,0,-0.223366479506655,0,0,0,0,-0.0809881760336763,0.149630933675276,0,0,0,0,0,0,-0.372252463506887
X601166.CH.EQUITY,0,0,0,0.223666870646802,0,0,0,0,0,0,0,0,0,0.480029346284299,0,0,0,0,-0.0764339330903153,0,0,0,0,0,0,0,0,0,-0.0172514571502455,0,0.121901746378715,0,0,0,0,0,0,0,0,0.129210216777816,0,0,0,0,0,0,0,0,0,0,-0.0978483211990787
X600000.CH.EQUITY,0.00120553136235757,0,0,0,0,0,0.538679641843672,0,0,0.0145814108729442,0,0,0,0,0,0,0,0,0,0,0,0.0186531170383075,0,0,0,0.328543536328823,0,0.109587070607141,0,-0.0289159002373243,0.037455044140559,0,0,0,0,0,-0.152168665741014,0,0.0822850266344613,0,0,0,-0.365200220531547,0,0,0,0,0,0,0,0
