,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.182873836758733,0.239935037559157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430156589379663,0,0.0740827967330669,-0.416519257241019,0,0,0,0,0.685900069179232,0.13335131577491,0,-0.21051652621624,-0.0233577523630844,0,0.168822142641626,-0.0353088358490005,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.140124130057525,0,0.00795771652784499,0.00448824751704071,0,0,0,0,0.0485961447977009,0,0,0.168088512737049,0,0,0,0,0.0581072691151573,0,0,0,0,0,0.0636227931601769,0,0,0,0,0,0,0,0,0,0,0.575912705555721,0.0365685819555238,-0.0759017875356732,0,0,0,0,0,0,-0.0308534937931486,0,-0.0398050652965045
X601939.CH.EQUITY,0.230519068224808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125040788623542,0,0,0,0,0,0,0,0,0.0470431771854666,0,0,-0.00548451144316009,0,0.374467645250528,0,0,0,0,-0.0182088430008026,0,0.0732297696383187,0,0,0,0,0.0438364783856378,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.239260481289262,0,0,0,0,0,0,0.0897706312870992,0,0,0,0,0,0,0.131795328500655,0,0,-0.0284796448011935,0,0,0,0,0.114835645944982,0,0,0,0,0,-0.0714538905822991,0,0,0,0,0,0.251858946842443,0,0,0,0.174673463480057,0,0,0,0,0.0825042015369122,-0.00253755656619229,-0.0189698445693832
X5.HK.EQUITY,-0.204555601011874,-0.0833789831418934,0,0.120736612219337,0,0,0,0,0,0,0,0,0,0,0.269085291843417,0,0.342544889377293,0,0,0,0,0.168767564132146,0,0,0.276441663559477,-0.0330059385084797,0,0,-0.202938826553767,0,0,0,0,-0.168125830756148,0,0,0,0,0,0,0.220027857096934,-0.172007232418279,0.0341295856968974,0,0,-0.00457159181162533,0,0,-0.120874890626398,0,0
X601988.CH.EQUITY,0.238699079283638,0,0,0.572963728527815,0,0,0,0,0,0,0.119108782539912,0,0.141798920756485,0,-0.065735064334859,0,0.0832049013513792,0,0.00915411910892208,0,0.0177484752703083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374254668977947
X600036.CH.EQUITY,0,0.696078878524134,0.039289714493315,0,0,0,0,0,-0.188036479082659,0,0,0,-0.0164108196961282,0,0,0,0,0,0.152758395790286,0,0,0,0,0,0,0.0417136636470519,0,0,0.0327192459780495,0,0,0,0,0,0,0,0,0,0,0,0.264897901493653,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296648830543042,-0.0971908123725369,0.0243668531504655,0.145025859090441,0,0,0.14147584818319,0,0,0.235124720332581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621358342398203
X601628.CH.EQUITY,0,0.129930268660052,0,0.129692663757728,0,0,0,0,0,0,0.0369591375736945,0,0,0.251290314400626,0,0,0,0.0364600740631451,0,0,0,0,0.111485285146717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195663368861255,0,0.0186079467196133,0,0,0,0,0,0,0,0,0,-0.00702496315949562,0
X601328.CH.EQUITY,0,0.0992750009750516,0.120877317266777,0.320778849642942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499715459751154,0.0829445663563849,0.0064531057300909,0,0.0191687492720275,6.93889390390723e-18,0,0,0.180971383753656,0,0,0,-0.0237978977428888,0,0,0,0,0,0,0,0,0,0,0,0,0.105770894720482,0,0,0,-0.0368685782267532,0,0,-0.248671744193581
