,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.41333052700107,0.0763935879288269,0,0,0,0,0,0,0,0,0,0,0.0519841001661625,0,0,0.0763730163228673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052153182085428,0,0,0,0,0,0,0,0,0,0.0786634549694618,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0766553121279124,0.246944481854512,0,0,0,0,0,0,0,0,0.327847643364969,0,0.0906285861742868,0.0574180456608737,0,0,0,0,0.0921474161629186,0,0,0,-0.0128884608374193,0,0,0,0,0,0.0267390461274847,0,0.00909264805168823,0,0.0425975026468861,0,0,0,0,0,0,0,0,0.0119313020779856,0,0
X601939.CH.EQUITY,0,0,0,0.661930466838023,0,0.0545582852059008,0,0,0,0.261795599349879,0,0,0,0,0,0,0,0,0,0,0.058771283070606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158141357154977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363957017110311
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.259408072412826,0.0343880857653995,0,0.757317577242052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13201861088046,0,0,0,0.112546923917141,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17
X5.HK.EQUITY,0,0,0,0,0,0.154171888388541,0,0.306775374259703,0,0,-2.77555756156289e-17,0,0.0445053450421087,0,0,0,0,0,0,0.0211653454598714,0,0,0,0,0,0.0149512090510289,0,-0.144299956889724,0,0,0,0,0,0,0,0,0.112304481663249,0,0,0.291270850906581,0,0,0,0,0,0,-0.0588670143248377,0,0.0602280692143311,0,0
X601988.CH.EQUITY,0,0,0,0,0.355771944448316,0,0,0,0,0,0,0,0,0,0,0,0.065706490293486,0,-0.082955730175252,0,-0.0506923021382273,0,0,0,0.280180670208407,0,0,0,0,-0.236918428744389,0,0,0,0,0,0,0,0,0,0,0,0.151235877479274,0,0,0,0,0,0,-0.0259356251319308,0.13741460210835,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.441156442537665,0,0,0,0,0,0,0,0.187279538368148,0,-0.115035069639396,0,0,0,0,0.204542539929629,0,0,0,0,0,0.176381103999049,0,0,-0.0112271755087264,0,0,0,0,-0.0124930411476055,-0.198443515984454,0,0.152867723882142,0,0,0.125948905487773,0,0,0,0,0,0.0102501765563789
X1299.HK.EQUITY,0,0,0,0,0.213275922740261,0,0,0,0,0,0,0,0,0,0,0,0.194350141078268,0,0,0,0,0,0,0,0,0.0672722930917723,0,0.0940828460994403,-0.0749626796712985,0.000604037771101157,0.09998347687332,0,0,0,0,0,0.414598276257391,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475458667120081
X601628.CH.EQUITY,0,0.179734127386359,0,0.00454612587360609,-0.11147215544989,0,0,0,0,0,0,0,0,0,0,0,0,0.176346800168167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177795572819215,0,0.352375521502993,0,0.0386537966528344,0.15552955243512,0,0.0797176468431213,0,0.0980803800609336,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.179044844228748,0,0,0,0.374853831911441,0,0,0,0,-0.00354470850888314,0.459796723278157,0,0,0,0,0,0,0,0.0481109063568933,0.186591308037198,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0389801437077589,-0.0920296750328849,0,0,0,0,0,0,0,-0.0433036471525306,0,0,0,-0.0970423920493869,0,0,0,0,0
