,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0598130775554113,0,0.196962000054274,0.0427369284038179,0.0298037563505419,0,0,0,0,0,0,0,0,0,0,0.20770648348097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0688233812847104,0.0353229547092705,0,0,0,0.00625677797057413,0,0.107189586856928,-0.0317049623176774,0
X601318.CH.EQUITY,0,0,0,0.160158710862822,0,0,0,0,0.127782707202466,0,0.0524808625847051,0,0.115886475540979,0,0,0,0,0.0668052951075042,0,0.262128777735777,0,0,0,0,0,0,0,0.0216795398621213,0.00122413583915005,0,0.135555217903577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318644062724319,0,0,0.0784335810908894
X601939.CH.EQUITY,0,0,0,0,0.126099228436752,0,0,0,0,0,0.095588971959463,0,0,0.101427665194836,0,0,0,0,0,0,0.0013168663124308,-0.030332185421854,0.535919344920514,0,0,0,0.167154286349811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.201327588985516,0,0,0,0,0.135926099216085,0.108131032708548,0,0,0,0,0.18334958093906,0.0943933064744904,0,0,0,0,0,0,0,0,0,0,0.26192774764017,0,0,0,1.73472347597681e-18,0.0714054383523905,0,0,0,0,0,0,0,0,0,0.0251562978977446,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0795061547187351,0.124579371941578,0,0,0.104438195867523,0,0.366449365252601,0,0,0.0611111167417652,-3.46944695195361e-18,0,0,0,0.0591772148325719,0,0,0,0,0,0,0,0,0,0,0,0.0700625192653093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976889108017236,0,0,0,0,-0.069491266202982
X601628.CH.EQUITY,0,0,0,0,0.0636864248730521,0,0,0,0,0,0,0.0808618059455739,0,-0.0998600977759951,0,0,0,0,0,0,-0.024680906716247,0.0317872460675031,0,0,0,0,0,0,0,0,0,0,0,0,0.688606936846833,0,0,0,0,0,0,0,0.0718459303943639,0,0,0,0.166606323743722,0,0,0,0,0.22459187399218
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0474282206838853,0,0,0,0.208029476174166,0,0,0,0.013577889858414,0,0,0,0,0,0,0,0,0,0.142686344671387,0,-0.0950332098059556,0,0,0,0.0828490546815658,0,0,0,0,0.0101279474481221,0,0,0.124048359063121,0,0,0.137650531102992,0.273835402981558,0.0485679476907539,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0300086775768904,0.207904718672034,0.21645643842245,0,0,0,0,0,0,0,0.0210562350042295,0,0,0,0,0.240213178926477,0,0,0.0159545980930005,0,0.018816333633403,0,0.122843532320957,0.163633665282744,0,0,-0.00833896282161141,0,0.163311636514171,0,0,0,0,0,0.0440341053147327,0,0,-0.028360467732305,0,0,0,0,0,0,0,0.0368064609350583,0,0,0,0
X5.HK.EQUITY,0,0.0522936941631846,0,0,0,0.0461820191174714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123943018871668,0,0,0,0.105095003108742,0,0.121685042385823,0,0,0.00767404175879981,0,0,0,0,0,0,0,0.0447181206779669,0,0.273725433881483,0,-0.0583713507933724,0,0,0.158562587795482,0,0,0,0,0.095922548571253,0,0,0
X601166.CH.EQUITY,0,0,0.0447667919933873,0.0234896385309724,0,0.00837341159089203,0,0,0,0,0.0274580550823207,0,0.125523884746776,0.0835911886956175,0,0,0,0,0,0,0,0,0,0,0.165128183744439,0,0,0.400648394421607,0,0,0,0,0,0,0.0344729013498273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.352870100603383,0.0842078412921655,0.0175710754688769,0,0.0420871062832973,0,0,0,0,0.293429813073212,0,-0.03610203139286,0,0.168375580370502,0,0,0,0,0,0,-0.0141277911299514,0,0,0,0,0,0,0.169508941326865,0.0556788951182316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120367662227437,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.121256859564761,0,-0.196794836563619,0.18906215280856,0,0,0,0,0,0,0,0.161195457716163,0,0,0,0.0693219063761093,0,0,0.446479161965071,0,0,0,0.103049513316275,0,0,0,0,0,0,0.0676645644751827,0,0,0,0,0,0,-0.0478438823808455,0.0926413121466878,0,0,0,0.0293361086820551,0,0,0,-0.0271454664307841,0,0.0343252191707938,0
X000001.CH.EQUITY,0,0.0820226300603427,0,0.392108884892874,0,0,0,0,0,0,0,0.0672961533212121,0,0,0,0,0,0,0,0.0607980677268084,0,0.0217872099864734,0,0,0.406369403435492,0.251197067881144,0,0,0,0,-0.269223474849765,-0.103582112222489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131955811633094,0,0.0815243790000303,0
X000002.CH.EQUITY,0,-0.111724721410742,0,0,0,0,0,0,0,0,0.0974309782242681,4.33680868994202e-19,0,0,0,0,0,6.24668203779952e-05,0,0.0418604153966251,0,0,0,0,0,0.0176001627696359,0,0,0.731619865730562,0,0,0,0,0,0.0702492151508861,0,0,0,0,-0.00672417613814236,0,0,0.012973663271356,0,0,0,0,0,0,0,0,0.0349666780075728
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.0356867432157487,-0.00692807544077815,0,0,0,0,0,0,0,0,0.388970448850444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836919612972328,0,0.182434949289472,0,0.0188912751787007,0,0,0,0.326739039314317,0,0.00183736620228247,0.0510164923781002,0,0.0322609883019317,0.0307590169526759,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0.129488673506545,0,0,0,0,0,0,-0.0317998448725267,0.321563146421238,0,0,0,0,0.0747733218133433,0,0.160741387184877,0,0,0,0.0981368953481364,0,0,0,0.0185410448540355,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0767138528789987,0.0297310381130623,0,0,0,0,0.0687881200264061
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114714717250957,0,0.256173951524876,0,0,0,0,0,0,0,0,0.336055423726214,0,0.0229952405385554,0,0,0,0,0,0,0,0.0333513485703274,0.0240248717789449,0,0,0,0,0.0214471734397025,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0629269538763236,0,0,0,0,0,0,0.0543121400712459,0,0,0.0407840871874223,0,0,0.426506111968278,0,0,0,0,0,0.144442998830126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634150242652735,0,0,0.0505268640131533,0,0,-8.67361737988404e-19,0,0.082389373381313,0,0,0,0,0.0192864411085295,0,0.0202080888625994
X601066.CH.EQUITY,0,0,0.10224552779495,0,0,0,0,0,0,0,0,0,0,0,0.356381175247498,0,0,0,0,0,0,0,0,0,0,-0.0768328733764824,0,0,0,0,0,0,0.201970198394314,0,0,0,0,0,0,0,0.177092182251942,0,-0.0313425106206204,0,0,0,-0.0333376138369757,0.176090195338281,0,0,0,0.135470833794967
X601319.CH.EQUITY,0,0.0241460933355334,0,0,0,0,0,0,0,0,0,0,0.0944665441850306,0,0,0,0,0,0,0,-0.0431032715955668,0,0,0,0,0,0,0,0.0406527172201799,0,0,0,0,0,0.400987671620453,0.133618801740203,0,0,0,0,0,0,0,0,0,0.390525520642058,0,0.0165048482861157,0,0,0.04585258646871,0
X16.HK.EQUITY,0,0,0,0,0,0.0987005131559662,0,0,0,-0.0174264186743842,0,0,0,0,0,-0.075392673899825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198095233826885,0,0.0675880883016623,0,0,0,0,0,0,0,0.40897956204117,0,0,0,0.189992813292313,-0.530463822599265,0,0.0987827943262075,0,-0.0585130443476085,0,0,-0.00333143838071525
X300059.CH.EQUITY,0,0.080854712251738,0,0,0,0.0307870884661712,0,0,0,0,0,0.113075009592073,0,0,0.311780372259888,0,-0.114531099242433,0,0.0168490883183989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241116629868143,0,0,0,0,0,0.0348735831819927,-0.0299829505754992,0,0.195764004657398,0,0,0.388899136478677,0,0,0,0.0132430412344593
X601998.CH.EQUITY,0,0,0.0313608054403333,0,0.149709361351092,0,0,0.12668473492756,0,0,0,0,0,0.039635716419911,0,0,0.247515904654831,3.46944695195361e-18,0.0865726839524085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122578547394372,0,0,0,0,0,0,0,0,0,0,0.241481515959948,0,0,0,0,0,0.0815960249015045
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.134990342852786,0,0.222255764606077,0,0,0.0654339312534593,0,0,0,0,0,0,0.0811417416930323,0,0,0,0,0.0734962316068566,0,0,0,0,0,0,0,0,-0.195670391629298,0,0.022518590102051,0,0,0,0,0,0.163362155804484,0,0,-0.0905558018345757,0.295173776081269,-0.100623243841044,0,0,0,-0.145962969813677
X002142.CH.EQUITY,0,0,0,0.451487821302458,0,0,0,0.064351916220148,0,0.0669155476526185,0,0,-6.93889390390723e-18,-0.0358006275956186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630093014256973,0.0393412198861244,0,0,0.190342077653658,0,0,0,0,0,0,0,-0.0423619326431606,0.00414461627407015,0,0.0608113098108869,0,0,0,0,0,-0.0386243264304263
X11.HK.EQUITY,0,0.0133509883597381,0,0,0.145315822669286,0,0.00994848596799776,0.0226497665596054,0.600731817437532,0,0,0.096082540192358,0,0,0,0,0,0,0,0,0,0,0,0.182416553076793,0,0,0,0,0,0.0576730022905616,0,0.0523803275322135,0,0,0,0,0.084790581578637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756036078390777
X600016.CH.EQUITY,0,0,0.232211324693318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102612080135624,0,0.124478353735346,0,0,0.696216985808222,0,0,0,0,0,0,0,-0.452932496539379,0,0,0,0,0.329504277107068,0,0,0,0,0
X601818.CH.EQUITY,0,0.218559844852047,1.73472347597681e-18,0,0.0860020529101829,0,0,0,0,0.388553691549335,0,-0.034357503217737,0,0,0,0,0,0,0,0,-0.0670588946770716,0,0,-0.0124321099026506,0.0749832592685471,0,0.00241099781366877,0,-0.0253213596307065,0.0229546228698213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104561152492939,0.118845121298325,0,0,0,0,-0.153844823361769
X600048.CH.EQUITY,0,0,0,0.0964953488470195,0,0,0,0,0,0,0,0.152651061832206,0,0.50599882450561,0,0,0,0.106308831420876,-0.0841470704334432,0,0,0,0,0,0.142185027873012,0,0,0,0,0,0.0249721979464106,0,0,-0.0711498618445692,0,0,0.264458674559896,0,0,0,0,0,0,0.0311807261157161,0,0,0.0765791713223972,0,0,0,0,0
