,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.485198320417415,0.124163105868035,0.0320005161563229,0,0,0,0,0,0,0,0,0,0,0.0753895317631985,0,0,0,0,0,0,0,0,0,0.0654247096637969,0,0,0,0,0,0,0.131488572834634,0,0,0,0,0,0,0.0139621292835011,0,0,0,0,0.0923738123013182,0.0909939561679154,0,0.138582368185777,-0.202294988591779,0.065668065145657
X601318.CH.EQUITY,0,0,0.0482032379344688,0.154569169215588,0,0,0,0,0.126923857838788,0,0,0.0649979262316963,0.0223179744598292,0,0,0.019271328061618,0,0.123807543822672,0,0,0.181854638447437,0,0,0.119931772232731,0,0,0,0,0,0,0.0572494518028187,0,0,0,0.00564923223542275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120332628307926
X601939.CH.EQUITY,0,0,0,0,0.211281180411954,0,0,0,0,0,0,0.123000659843698,0,0.112671257787957,0,0,0,0,0.128771640803962,0,0,0,-0.00177640560692793,-0.15413408487657,0.470578327090634,0,0.165648294114091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107660154049291,0,0,0,0,0
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.111520133012295,0,0.101802361955259,0,0,0.144663746282133,0,0.341360635851812,0,0,0,0.0871972786169829,0,0,0,0.0874062658076874,0,0,0,0,0,0,0,0,0,0,0,0,0.0531843894066201,0,0,0,0,0,0,0,-0.0129775427103035,0,0,0,0,0.0437891213034451,0,0,0.0800250889021932,0,0,0,0,0,0.111102044917702,-0.111498407364867
X601628.CH.EQUITY,0.133456738452366,0,0,-0.0328239168237088,0.0337648540080019,0,0,0,0,0.13699150989758,0,0,0,-0.110725702338533,0,0,0,0,0,-0.0526025335235574,0,0,0,0.0721933876263293,0,0,0,0,0,0,0,0,0,0,0,0.656171864906926,0,0,0,0,0,0,0,0,0,0,0,0.107887396858017,0,0,0,0.144046744279314
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.145264835012001,0,0,0,0,0,0,0,0,0,0,0,0,0.10374181086915,0,0,0,0,0,-0.267781402518307,0,0,0.00125482778264466,0,0,0,0,0,0,0.0780168696584075,0.301273539253622,0,0.160631636436086,0.0689726585262731,0.106961739526103,0,0.0521498744005684,0,0,0,0,0,0
X601988.CH.EQUITY,0.0341373107827433,0,0,0.197050814802163,0.450559583381358,0,0,0,0,0,0,0,0.106606785249662,0,0,0,0,0,0,0.0994140326997654,0,-0.0582191408021668,0.169204134224884,0,0,0.249670873297645,0,-0.0863507257179763,0,-0.0748249339756827,0.128094048773998,0,-0.10566356156312,0,0.0855577655096393,0,0,0,0,0,0,0,0,0,0.0217637116091804,0,0,0,0.186113706001026,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0158688453905198,0,0.0406609685766514,0,0.0184207532501813,0,0,0,0,0,0,0,0,0,0,0.203902292547599,0.107847850720724,0.15778358999456,0,0,0,0,0,0,0.0311240294777957,0,0,0,0,0.00374736680150132,0,0,0,0.245040117950575,0,-0.0700346500158777,0,0,0.18935792792641,0,0,2.16840434497101e-19,0.0594120355155879,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.127676595707862,0,-0.106133201605193,0.169344057806319,0,0,0,0,0,0.00811548612800221,0,0.425781873200453,-0.109515737902577,0,0,0,-0.116463594232754,0,0,0.170567617875119,0.221017747044802,0,0,0,0,0,0.0236269682048122,0,0,0.170668974624649,0,0,0,0,0,0,-0.0165579082871215,0.00612133749996965,0,0,0,0,0,-0.143804137951503,-0.0413434086703053,0,0,0.151265685313874,0
