,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0548518083694285,0,0.132119867319188,0.172596785874061,0,0.353281683504239,0,0,0,0,0,0.1266751767471,0,0,0,0,0,0,0,0,0,0.0229939413215799,0,0,0,0,0.107677726956382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.257020246723948,0,0,0,0,0,0,0,0.201872397953917,0,0,0,0,0,0.0860313269243535,0.207099493056006,0,0.218175245355187,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0602639718779314,0,0,0,0,0,0.0451195790401559,0.00639504968076453,0,0,0,0,0,0,0,0.0420205315398121,0,0,0,0,0,0
X601939.CH.EQUITY,0.26987986380553,0,0,0,0,0,0,0,0,0,0,0,0,0.415289866536635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184537577613269,0,0.109170800124856,0,0,0.0130116845713685,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.344322645495611,0,0.0229175134609518,0,0,0.490796127479609,0,0,0,0,0.00449413666419885,0,0,0,0.0329314145504736,0,0,-0.0236088574880193,0,0,0,0,0.00950568526762129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103694988461784,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.103958440595292,0,0,0,0,0.190984386953577,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.734252706589876,0,0,0,0.161210668035923,0,0,0,0,0,0,0.123720385299869,0,0,0.10343411320426,0,0,0,0,0,-0.222141204835476,-0.126587301794838,0,0,0,0,0,0,0,1.73472347597681e-18
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800617507317629,0,0.271036134201389,0,0,0,0.0790189392377367,0,0,0,0.413496539088675,0,0,0,0,0.00357122754719465,0,0,0.0536906161380103,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0113410717849091,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.135629812815608,0,0,0.276184272512047,0,0,0,0,0.143059889048744,0,0,0,0,0,0,0,0,0,0,0.023713986236167,0,0,0.148688510064762,0,0.0571604410280123,0.153259982143609,0,0,0,0,0,0.032261068692133,0,0,0,0,0,0,0,0,0.0379376384616542,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.110436494468978,0,0,0,0.151641812095584,0,0,0,0,0.274472767096556,0,0.106121641970176,0,0,0,0,0,0,0.00362023026633531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.389402520305812,0.110858471823055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142271206087116,0,0.154294221856091,0,0,0,0.118547259553854,-0.0300063940556059,0,0,0,0,0.203172550306669,0,0,0,0,0.0782132000076241,-0.0637964498414327,0,0.0143608370990299,0,0,0,0,0.018492252896723,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.204636042455837,0,0,0,0,0,0.219225707937533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134269454623317,0,0,0,0,0,0,0,0,0.734044174996976,0,0,0,0,0,0.464290217696133,0,-0.206835414603507,0,0
