,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0342693692097334,0,0,0.12610166469509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268859919084489,0,0.675137495038796,-0.09372300312559,0,0.142680913827562,0,0,0,0,0,0,0.0691631015695075,0,-0.226580665609414,0,0,0,0,0,0,0,0,0,0,-0.368652295634469,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0545177334867914,0.182875047948687,0.0773336701667549,0,0,0,0.0574676009113884,0,0,0,0,0,0,0,0,0.284748850823536,0,0,0,0,0,0,0,0,0,0.155070173686642,0,0,0,0,0,0,0,0,0,0,0.189632774864582,0,0,0,0,0.0147128867849264,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.849036105543126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773405818015074,0,0,0,0,0,0.0172816665286913,0,0,0,0,0,0.122500895305307,-0.0929805008651927,0,0,8.67361737988404e-19,0,0,0,-0.00672941408375586,0,0,0,0.0151356366891076,0,-0.0676104875325318,0,0.00422726832819816,0,0,0.0328542611372357,0,0,0
X601288.CH.EQUITY,0,0,0.845983969755003,0,0.0952480777833812,-0.0738701248073012,0,0,0,0,0,0,0,0.0134632216647971,0,0,0.0575253219885401,0.115045057847611,0,0,-0.00569022847401665,0,0,0,0,0,-0.090384216692686,0.00969615851069958,0,0,0,0,0,0,0,-0.0209977369336885,0,0,-0.116625780705932,0,0,0,0,0,0,0,0,0,0,0,-0.00480865591373118,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0721325371968812,0,0,0.303735159541311,0,0,0,0,0,0,0,0,0,0,0.24484483689911,0,0,0,0.0433541103109325,0,0,0,0,0,0,0,0,0,0,-0.126411345612699,0,0,0,0,0,0.11767006879976,0,0,0,0,0,-0.0161075088599093,0.231780771808053
X601628.CH.EQUITY,0,0,0,0,0,0,0.285568989627353,0,0,0,-0.0193853598947309,0,0,0,0,0,0,0,0,0,0,0,0.0363922351409413,0,0,0.0484597410384238,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.202983733831077,0.121119982606795,0,0,0,0,0.0799646820133694,0.0757558717324036,0.0805530375994675,0,0.0496439410870528,0
X600036.CH.EQUITY,0,0,0.159978981147689,0.228515942369534,0,0,0,0.0390783541692365,0.0138263592387553,0,0,0,0,0,0,0.117407296289669,0,0,0,0.0329152706457798,0,0,0,0,-0.0298564394290024,0,0,0.169197108860144,0,0,0,0,0,0.243631470690958,0,0,0,0,0,0,0,-0.0395740367730164,0,0,0,0,0,0.0305914124535714,0,0,0.109423182699978,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.00799014764674479,0,0,0,0,0,0,0,0,0,0,0,0.173191949988231,0.0511345473192806,0,-0.0611908626218189,0,0,0,0,0,0,0.230204245480922,0,0,0,0,0,0.0620707549760206,0.0846005607786402,0,0,0,0.131884277389079,-1.38777878078145e-17,0,0,0,0.0116983766380505,0.448730282472438,0,0,0.142779147802752,0.071154145776598
X5.HK.EQUITY,0,0,0,0,0,-0.247642895039347,0,0,0,0,0.0264989214481798,0,0,0,0,0,0.342003709028709,0,0,0,0,0.0834748612164083,0,0,0,0.285570388574258,0.128300396747603,0,0.151708952903814,0.176449739353501,0.125753598750472,0.0306877069159101,0,0,0,0,-0.112946583792359,0,0,0,0,0,0,0.222620868583201,0,0,0,-0.121345240163988,0,0,0.22170937103861,0
X601658.CH.Equity,0,0,0,0.225237456858062,0,0,0,0,0,0,0,0,0.0345284523111241,0,0,0,0,0.168044633667098,0.138375374791876,0,-0.222769922538511,0,0,0,0,0,-0.141707355012592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467195188361478,0,0,0,0.0491338533050305,0,0,0,0,0
X388.HK.EQUITY,0,0.214532180882075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859086884367901,0,0,0,0,0.307669040046762,0.144173148333253,0,0,0,0,0,0.191716152076122,-0.130989982680954,0,0,0,0,0,0,0,0,0.133332922378145,0.0508757637211417,0,0,0,-0.352532776536913,-1.73472347597681e-18,-0.197127697543506,0.0380454886131564,0,0,0,0,0.00874713839350869,0
