,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.270331121380789,0,0.0656498087696471,0,0,0.419790502143085,0,0,0,0.0743366588902028,0,0,0,0.0100551226999441,0,0,0,0,0,0,0,0,0,0.0987379557437334,0.0165831899449415,0,0,0,0,0,0,0,0,0,0,0.108591955598225,0,0,-0.000288771573862028,0,0,0,0,0,0,-0.0231449370740169,0,0,0,0
X601318.CH.EQUITY,0,0,0.186539895423567,0,0,0,0,0,0.175362513903677,0,0,0.0125473892756159,0.0945741523865154,0,0.0403277356436916,0,0,0.0354881202688618,0,0.191670458720527,0,0,0,0,0,0,0,0,0,0,0,0,0.00648274958126056,0,0,0,0,0.0484262780726144,0,0,0.0580404826216152,0,0,-0.0937632404199852,0,0,0,0,0.0658264005198625,0,0,0.0960883366953617
X601939.CH.EQUITY,0.277794468185468,0.148482560479402,0,0.273919753222806,0,0,0,0,0,0,0,0.0202110836379496,0.0645614156222758,0,0,0,0,0,0.262360875283854,0,0.00339558692998935,-0.239469487983538,0,0,0,0.135726521534296,0,0,0.071365321557633,0,0,0,0.244626006338989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.115319607401728,0.0691376935583466,0.0441108476566653,0,0,0.118602378434558,0,0.459069695391206,0,0,-0.0289665031853889,0.023670648616259,0,0,0,0,0.0436754183698899,0,0,0,0,0,0.0492231594050947,0,0,0,0,0,0.0418210905057094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624809108615437,0,0,0.0249271082959447,-0.0881586812289765
X600036.CH.EQUITY,0,0.1144688181474,0,0,0,0,0.219038934631876,0,0,0,0,-0.0180424069962348,0.211591915833917,0,0,0.181506773372058,0,0,0.026617413726186,0,0,0,2.16840434497101e-19,0,0,0.165965297421558,0.243422302897282,0,0,0,0,0,0,0,0,0,0,0,0,0.0787242157216011,0.0478400229579387,0,0,0,0,0,0,0,0,0,-0.0686092245546523,0
X601628.CH.EQUITY,0,0,0,0.0874919985518741,0,0,0,0,0,0,0,0,0,0,0,-0.194610707643735,0,0,0.0322649931033552,0,0,0.0472177185674974,0,0,0,0,-0.0286890231271152,0,0,0,0,0,0,0.0444410754991912,0.633665406137813,0,0,0,0,0,0,0,0.0152868074679569,0,0,0,0,0.057508882815993,0,0,0,0.195118109503643
X1299.HK.EQUITY,0,0,-0.0309740382446137,0,0.012685211997091,0,0,0,0,0,0.0860138809931055,-0.0291717311327045,0,0,0,0,0,0,0,0,0.125651133539189,0,0.196667459702909,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201051118076327,0,0,0.0497560237726916,0.10892817823985,0,0.11661150374844,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0374663223731688,0.0154890804375582,0.580592300911867,0.133334897362417,0,0,0,0,0,0,0,0.172200377597342,0,0,0,0.0403516331095038,0,0,0,0,0,0.0213817662745289,0,0,0,0,0,0,0.0074035456107007,0,0.116093555445699,0,0,0,0,0.00331823956047093,0,0,0,0,0,0,0.0499075482268446,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.106620128156325,0,0,0,0,0,0,0,0,0.00187868152895389,0,0,-0.0325613870220422,0,0,0,0,0,0.225830269552826,0,0,0.192695565387476,0,0.129363622175522,0,0,0,0,0,0,0,0.06369826443385,0,0,0,0,0,-0.0794659714229262,0.160037125160899,0,0,0.055935539248726,0.310353937144472,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0646659774609292,0,0.124015235912882,0,0,0,0,0,0,0.0370821739470393,0.0794467500904341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15813498883377,0.0251009334447022,0.347221560174306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
