,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.287905806639869,0.022023391507101,0.0336786804485174,0,0,0.43561689036322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101669265103246,0,0.0426347163077704,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0794887272339592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.200350322054382,0,0,0,0,0,0.141702675506087,0,0,0,0.0940180044302441,0,0.039729146751648,0,0,0.0332023602760984,0,0,0.169291018964895,0,0,0,0,0,0,0,0,0,0.0330846110518366,0,0.064450921126935,0,0,0,0,0.074961723373347,0,0,0,0,-0.0340860327677892,0,0,0,0,0.0328432587672335,0,0,0,0.0770881196808307
X601939.CH.EQUITY,0.454753054072754,0.131297092966389,0,0,0,0,0,0.243593056891494,0,0,0,0,0,0,0,0,0.011709760170491,0,0,0,0,-0.137377810260871,0,0,0,0,0,0,0.159866723178649,0,0,0,0.117935782946824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117295253947175,0.159906179027338,0
X600036.CH.EQUITY,0,0,0,0,0,0.208739937108145,0,0.100493503776805,0,0,0,-0.0690371397588605,0.177439755672609,0,0,0.0770257558068196,0,0,0,0,0,0,0,0,0.0655357392793779,0,0.0898147117627623,0,0.0608249660987713,0.041762382342334,0,0,0,0,0,0,0,0.00552991401163745,0,0,0,0,0,0,0,0,0,0,0,0.38329795477127,-0.0489804941819427,0
X601288.CH.EQUITY,0,0,0.010730061484451,0,0,0,0.091476118836208,0.459828115449874,0,0,-0.0929720027154011,0.146670268308348,0,0,0.0356521547517835,0,0,0,0,0,0,0,0.0139896240320628,0,0.0384198626177081,0,0,0,0.051622649533913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567396090944305,0.0429301742250729,0,0,-0.0431449516280366
X1299.HK.EQUITY,0,0,-0.0796744444692921,0,0,0,0,0,0,0,0.120604058370814,0,0,0,0,0,0,0,0,0.175501718887009,0,0,0.178706562410508,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.018396564618886,0,0,0.183900747688217,0,0.0808086876803274,0,0.178664947905344,0,0,0,0.143443446349568,0,0,0,-3.46944695195361e-18,0
X601628.CH.EQUITY,0.0944513968387694,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0803818554443756,-0.0704115599323735,0,0,-0.249353182365651,0,0,0,0,0,0,0,0,0,0,-0.027908232985763,0,0,0,0,0,0,0.0786760982315595,0.637447410412445,0,0,0,0,0,0.0047051362674539,0,0,0,0,-0.00634113625840353,0,0,0.043053306830256,0,0,0.185791663210785
X601988.CH.EQUITY,0.0495169269502849,0,0.090668330893196,0,0.358113554004328,0,0,0,0,0,0,0,0.213223006861553,0,0,0,0.141683094235591,0,0.0199396340692338,0,0,0,0.0117081265088727,0,0.0251618125209716,0,0,0,0,0,0.12266619522163,0,0,0,0,0,0,0,0,0,0,0,0.0084620467085981,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123354382781699,0,0,0,0,0,0,0,0,0,0,0.00282602213921806,-0.0944947884792775,0,0,0,0,0,0,0.233923381912089,0,0.190221997892085,0.140204404282309,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0600364332264497,0,0,0,0,0,0.197784435603996,-0.0632198964382246,0.0620916405028418,0,0.257929591648269,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0266769438909766,0.0258913268602952,0,0,0.0741891269624287,0,0,0,0.00245947962110354,0.0691990026039829,0.127061709680561,0,0,0.0993466283027671,0,0,0,0,0,0,0,0,0,0,0.141685661454473,0.00425827637477048,0.424100159109749,0,0,0,0,0,0,0,0,0,0,0,0.00753906257456975,0,0,0,1.73472347597681e-18,0,0,0,-0.0458578107200895,0,0,-0.0762873907831936
X388.HK.EQUITY,0,0,0,-0.135769517352778,0,0.350287771214233,0,0,0,0,0,-0.0538234104131121,0,0,-0.00547405258555778,0,0,0,0,-0.163702805730614,0,0.358851244342769,0,0,0,0,0,0.0393104974229203,0,0,0,0,-0.153649769069411,0,0,0,0,0,0,0.15723566959036,0.0937876789826901,0,0,0,0,0,0,0,0,0,0.137621329911329,0
