,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.136474998948896,0.13441704618421,0,0,0,0,0,0,0.432122018023246,0,0,-0.0555909019689964,0,0,0,0,0,-0.0508583541520937,0,0,0,0,0,0,0,0,0,0.678885189520144,-0.0450552816758955,0,0,-0.0570922506466255,0,0,0,0,0,-0.0685322463124764,-0.0272394301981625,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.117406525926092,0.046155600290175,0.158004908606062,0,0,0,0,0,0,0.0987780097688425,0,0,0.111179028892272,0.0132298544219028,0.101939375089417,0,0,0,0,0,0,0,0,0,0.0421477700541575,0,0,0.0468056665262689,0,0.0634352812092938,0,0,0.172697753502692,0,0.0891825983534079,0,0,0,0.080639098518374,0,0,0,0,0,0
X601939.CH.EQUITY,0.338661589975412,0,0,0,0,0,-0.025099589037213,0,0,0.0434252036387194,0,0,0,0,0,0,0,0,0,0,0,0,0.113073246942482,0,0,0,-0.251342657561571,0,0,0,-0.0273829646554924,0,0,0,-0.0407316533006028,0,0,0,0.0250927656875876,0.0563753463027141,0.593127620335992,0,0,0,-0.0179544978244384,0,0,0,0,0,0.105579677195348
X601288.CH.EQUITY,0,0,0,0,-0.167196116695429,0,0,-0.00718163351865226,0,0,0.430838508832327,0,0,0.359443805794959,0,0,-0.0597850910022151,0,0,-0.15404430021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146550959949821,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.140149496557306,0,0.166797212934086,0,0,0.131481610414221,0,-0.00859486755563347,0.224925883324901,0,0,0,0.0992949183653775,0,0,0,0,0,0,0,0,0,-0.170633725622105,0,0,0,0,0,0,0,0,0,0,0.0603469976834964,0.132442838173927,0,0,0,0,0,-0.0389716673811565,0,0,0.149051457458204,0,0
X601988.CH.EQUITY,0,0,0,-0.0464234570390215,0.368895300012922,0,0,0,0,0,0,0,0,0.0518207845171242,0,0,0.0304799278884066,0.0468337833834032,0,-0.161255687654933,0,0,0,0,0.279654524704226,0,0,0,0,0,0,-0.369328503476531,0,0,0,0,0,0,0,0,0,0,0,0,0.025763089429927,0.104675553128486,0,0,0,0.00956704232060375,0
X600036.CH.EQUITY,0,0.278447837653967,-0.0689638143849136,0,0,0,0,0,0,0.404775118554159,0,0.0687675743654726,0,0,0,0,0.0775580549658259,0,0,0.288397516146015,0,0,0,0,0,0,0,0,0.158137450297809,0,0,0,0,-0.138325776288502,0,0,-0.179540083021779,0,-0.0258304494821597,-0.0281713788686837,0,-0.103608526498946,0.273529061750236,0,0,-0.0484129010930611,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.310782088194991,0,0,0,0,0,0,0,0,0,0,0,0,0.0586582611413419,0.0818423032908753,0,0,0,0,0,0,0,0.184498298320858,0,0,0.0749306925274207,0,0,0,0,0,0,0,0,0,0,0,0,-0.15606237880755,0,-0.131823454228289,0,0,0.10173042279436,-0.0145601846463698,0,0
X601628.CH.EQUITY,0,0.04647761465098,0.0296779631975489,0.0750126515862771,0,0,0,0,0,0,0,0,0,0,0,0.357535979005604,-0.021098964932944,0,0,0,0,0,0,0,0.124402901449911,0,0,0,0,0,-0.0118298384879977,0,0,0,0.158541495073865,0,0.0579026098227654,0,0,0,0,0.201893092904159,0.0559143748262785,0,0.0884762807340299,0,0,0,0,0,-0.0714866955027242
X601328.CH.EQUITY,0,0,0,0,0,0,0.68480220546907,0,0,0,0,0,0,0,0.0641279996662554,0,0,0.0330474051842058,0,0.173378431824173,0,0,0,0,0,0,0.103187837928955,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829595408532744,0,0,0.0462055445768106,0,0,-0.235047378201864,0,0,0,0,-0.0448929009228944
