,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.308348080382363,0,0,0,0,0.368185725722995,0,0,0,0,0,0,0,0.0349692774097194,0,0,0,0,0,0,0,0.131255192317038,0,0,0.0292583852395082,0,0,0,0,0,0,0,0,0,0,0.105990703971563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.21070220031588,0,0,0,0,0,0.223564213171136,0,0,0,0.0119903334190009,0,0.177684918843893,0,4.33680868994202e-19,0.0837412829653818,0,0,0.0614256057980152,0,0,0,0,0,0,0,0,0,0.0768117214403365,0,0,0,0,0.0686314110272662,0,0.0378567738152355,0,0,0,0,0,0,0.0542113459285775,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.476094063395189,0.142380818442459,0,0,0,0,0,0.244805383380386,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179573489180912,0,0,0,0,0,-0.0101937933405086,0,0,1.38777878078145e-17,0,0.120988626381316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146994954109407,0.200910797132985,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.558517604603173,0,-0.079525956300692,0,0.0411341827576574,0,0,0,0,0,0.0183171581207758,0,0,0,0,0.0607956608891842,0.135265075949219,0,0,0,0,0,0,0.112870833591713,0,0.0559381324890834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340081612069462,0,0,0,0.0190660672965891,0
X600036.CH.EQUITY,0,0.115794480788197,0,0,0,0.0795175438908323,0,0.0884128743655789,0,0,0,0,0.107293983272469,0,0,0,0,0.00205669512627194,0,0,0,0,0.0134133596922197,0.0939988394537568,0,0,0,0,0,0,0.0791143290051292,0,0,0,0,0,0,0.040336994687414,0,0,0,0,0,0,0,0,0,0,0,0.345422615597759,-0.216503497871911,0
X1299.HK.EQUITY,0,0,-0.271318903559533,0,0,0,0,0,0,0.173184663793103,0,0,0,0,0.104714109009435,0,0,0,0,0,0,0,0.0710882481474352,0.0128172883033147,0,0,0,0,0,0,0,0,0.228604066630654,0,-1.73472347597681e-18,0,0,0,0.188243708526651,0,0.0347260845058024,0.0931712075597425,0.308335570378106,0,0,0,0,0.218389110192688,0,0,0,0
X601628.CH.EQUITY,0.160702369757529,0,0,0,0,0,0,0,0,0,0,0,-0.0368784025720426,0,0,-0.265416712544589,0,0,0,0,0,0.112211156993628,0,0,0,0,-0.059975027555644,0,0,0,0,0,0,0.13732792421393,0.573069293317927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466188922977569,0,0.0269468883473747,0.153495488769782
X601988.CH.EQUITY,0.0457911879828177,0,0.0888131304002592,0.365574690076327,0,0,0,0,0,0,0,0,0.194094557928228,0,0,0,0.153860377376612,0,0.0106203353049482,0,0,0,0,0.0289016239230421,0,0,0.00758950620451599,0,0,0.107449298817883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.382341821709645,0,0,0,0,0,0,0,0,-0.0380726556925622,0,0,-0.272157052395985,-0.113037530183959,0,0,0,0,0,0,0,0.214326924288847,0,0,0.162015088000351,0,0,0,0,0,0,0.0128382810347367,0,0,0,0,0,0,0,0.297821686328608,0,0.0815218166729688,0,0,0,0.0783402210377456,0,0,0,0.00819692812340436,-0.0753870669601385
X388.HK.EQUITY,0,0,0,0,-0.208526230468722,0.335188609290016,-0.00869048361036996,0,0,0,0,0,0.0517003824042852,0,-0.0434612499938275,0,0,0,0,-0.197876720898706,0,0.235769390198452,0,0,0,0,0,0,0.105246357877561,0,0,0,-0.0869758151611796,0,0,0,0,0,0.0577142674241033,0.0707603512296491,0,0,0,0.234937304057059,0,-0.0591268504546361,0,0,-0.0377590192606932,0,0.17703668345944,-0.0933781058987529
X601166.CH.EQUITY,0,0,0.0329555011921119,0,0,0,0,0,0.00371385768493598,0,0,0.0451371535213392,0.180110091241477,0,0,0.111187580666473,0,0,0,0,0,0,0,0,0,0,0.197156441257145,0,0,0,0.381677264975031,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146576724990549,0,0.0158771863688015,0,0,0,0,-0.0706522966514947
X601658.CH.Equity,0,0,0,0.244914904947752,-0.0376578622203195,-0.0107443118146346,0,0.187289714538159,0,0,0.307704940687687,0,0.0728842282808894,0,0,0.0496362569813109,0.452996160916049,0,0,0,0,0.290186407449276,0,0,0,0,0,0,0.0212507486469401,0,0,-0.316850899350289,0,0,0,0,0,0,0,0,0,-0.039384304145569,0,0,0,0.0454308823907446,0,0,0,-0.403245154923207,0,0
X000001.CH.EQUITY,0,0.109222819777543,0,0,0.11971131114122,0,0,0.239861032520018,0,0.0511445228419935,0.326467482407971,0,0,0,0,-0.0283221114863387,0,0,0,0,0,0,0.176580900475998,0,0,0,0.257981039105102,0,0,-0.0408628549592782,0,0,-0.300790506615458,0,0,0,0,-0.0900605309603731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0708422181636948,0,0,0,0,0,0,0,0.147356542184265,0,0,0.160227762851467,0,0,0,0,0,0,0,0,0,0.0774437371321506,0,0.259656268458886,0.0984040114974059,0.00764751951773284,0,0.0570170882543724,0,0,-0.00628210630430189,0,0,0.273504349138311,0.0422067036862889,0.0531013556005989,0,0,0.032504274646625,0,0,0
X601601.CH.EQUITY,0,0.402753378351959,0,0,0,0,0.0915226760063384,0.0863349621598926,0.057599999236248,0,0,0,0.132416951016212,0,0,0,0,0,0,0,0.143179423037252,0.124050342603636,0,0,0,0,0.0530284273852092,0,0,-0.0280507364566329,0,0,0,0,0,0,-0.0871595043930998,0,0,0,0,0.214843498912929,0,0,0,0.0419989182213451,0,0,0,0,-0.0737934046422861,0
X000002.CH.EQUITY,0,0,0,0,0.0637020945893785,0,-0.130009816607587,0,0,-0.0286475404209487,0,0.1535436283025,0,0,0,0,-0.0403968076477066,0,0,0,0,0,0,0.336303896337797,-0.0581230583476756,0,0,0,0.370253866727352,0.00144121565196813,0,-0.107408572592027,0.105216198974564,0,0,0,0,0,0,0,0,0,0,0.170452299885314,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.0169177081258114,0.028476206610449,0,0,0,0.165825733399355,0,0,0,0,0,0.328567900795456,0,0,0,0,0,0.0219143397802445,0.104326242954553,0,0,0,0,0.105815548604937,0,0.000604479692472473,0,0,0,0.0744897553506005,0.0251003303217021,0.0900732309620998,0,0,0,0,0,0.0304877659619681,0,0,0,0,0,0,0.0656199299756311,0
X600000.CH.EQUITY,0,0,0,0,0.1897655321062,0,0,0,0,0,0,0.0085578840633669,0,0,0,0,0.464529048604342,0,0,0,0,0,0,0.0639492282274699,0,0,0,0,0.00283452668118092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0274443931071383,0,-0.173114820148814,0,0,0,0,0,0,0.0362087185152555,0,0.661751124275899,-0.0203139669005069,0,-0.0967965918520686,0,0,0,0,0,-0.115556510417684,0.299763822803117,0,0,0,0,-0.0247172808081608,0,0,0,0,0,0,0,0,-0.0827326051626089,0,0.255047972312567,0,0,0,0,0,0.0106581703649994,0,0,0,0,0,0.0230462506575803
X16.HK.EQUITY,0,0,0,0,0,0,0.0521327721749486,0,0,0,0,0,0,0,-0.0092028478105047,0,0,0,0,0,0,0,0,0,0.0180176113975769,0,0,0.0266213907803539,0,0,0,0,0,0.0272338814971913,0,0,0,0,0.0303543674989126,0,0.496182428631568,0.353733917642537,0.172491039447011,0,-0.0618554119911362,0,-0.167435557996276,-0.448462762175824,0.0252479048403369,0,0,0
X601319.CH.EQUITY,0,0.109442336023929,0.178167018952679,0,0,0,0,0.0304370394090846,0,0,0,0,0,0,0,0.0328175124800493,0,0,0,0,0,0.125170594231607,0,0,0.0433822575339164,0,0,0,0.0421709988941426,0,0,0,0,-8.67361737988404e-19,0.195693679543692,0.0275674916008606,0,0,0,0,0,0,0,0,0.110337059537246,0,0,0,-3.46944695195361e-18,0.0240352749023288,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.0102975550780832,0,0,0.0717489921406381,0,0.0901212163042986,0,0,0,0,0,0,0.287757662660955,0,0,0,-0.0071507647713338,0,0,0,0,0.017205979893867,0,-0.0877581131016245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337400809729728,0.0581792419298759,0,0,0.273277198737565,0,0,0,0
X11.HK.EQUITY,0,0,-0.0702602090656686,0.0602235755797197,0,0,0,0.0029889639091068,0.716410941237735,0.10188635816534,0,-0.0128139188586861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252595523270746,-0.00303300378297306,0.0729070782844339,0,0,0,0,0,0,0,0,0,0.215911283515449,0,0.022187446835076,0,0,0,0,0,0,0,0,-0.0810493647208045,0,-0.0441596280950434,0
