,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0600547869021629,0,0.437554127829329,0.119414085258105,0.0665888908687374,0,0,0,0,0,0,0,0,0,0,0.174498299880659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098983441152896,0,0,0,0,0.0285384452587206,0,0,0,0.0912258712153004,0,0,0.0372040644662017,0.066404677184474,-0.155808983410356,0.0470773783888259
X601318.CH.EQUITY,0,0,0.0377180100034288,0.137348228026382,0,0,0,0,0.12697608215391,0,0,0.0546674387147112,0.0386426775413207,0,0,0.0249443966969375,1.73472347597681e-18,0.130870388423684,0,0.185616695456589,0,0,0.121956538414718,0,0,0,0,0,0.0203547940227123,0,0.0745134138678035,0,0,0,0,0,0.0060131860761826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113141766967492
X601939.CH.EQUITY,0,0,0,0,0.228632418197359,0,-0.0463969344529461,0,0,0,-0.0294329822028633,0.143887790194388,0,0.0637735756621834,0,0,0,0,0.178395855547266,0,0.0245104028914205,0,-0.144750472520601,0,0.450903617765407,0,0.151239299935542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.194009043742133,0,0,0,0,0.137157887815871,0.0921935422666757,0,0,0,0,0.192130666744351,0.0969470370194535,0,0,0,0,0,0,0,0,0,0,0,0.259590872052428,0,0,0,0.0608054780344217,0,0,0,0,0,0,0,0,0,0.0295138267134189,0.00512732000052659,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.18003324190804,0,0.075683142084491,0,0,0.107154599691093,0,0.312281157556187,0,0,0,0.10929360156612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873995024797854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428678103009796,0,0,0,0,0.111900923298213,0,0,0,0.0859854102798585,-0.0873353216135992
X601628.CH.EQUITY,0,0,0,-0.052042036438942,0.0183113655845999,0,0,0,0,0,0.0672120503915122,0,0,-0.0842133143788325,0,0,0,0,0.0611547123756186,0,-0.0209941663666396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710408257646925,0,0,0,0,0,0,0.172478831037402,0,-0.0288619694221437,0,0,0.192410394669638,0,0,0,0,0.196007766518174
X1299.HK.EQUITY,0,0,-0.079214543864862,0,0,0,0,-0.045349262989456,0,0,0.140584150233106,0,0,0,0,0,0,0,0,0,0,0,0.0500168095649478,0.10849049094874,0,0,0,-0.243821238314576,0,0,0,0.0189967682722756,0,0,0,0,0,0,0,0.265606327549823,0,0.236706990346294,0.116459322885819,0.225241009100904,0.0273011584882681,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0854600233863175,0,0,0.452601454540469,0.13466832288107,0,0,0,0,0,0,0,0,0,0,0,0,0.146205779902232,0,0,0,0,0,0.144093296220908,0.146949672400454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.032146221120311,0,0,0.0103014074677241,0.0189013463422781,0,0,0,0,0,0,0,0.207599086803685,0,0.0996052406443025,0,0.128273031648801,0,0,0,0,0.0295972702911569,0,0,0,0,0,0,0,0.0128488436550135,0,0.243995882573833,0,-0.0669167623757041,0,0,0.191377943664872,0,0,0,0,0.0830235573181247,0,0,0
X601166.CH.EQUITY,0,0,0.0502885362378167,0.0572499078494511,0,0.0276183981047714,0,0,0,0,0,0.0193902462062028,0.106099226696941,0.0682129416385951,0,0,0,0,0,0,0,0,0,0,0,0.16380531911417,0,0.368978257347712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00490691111362534,0,0,0,0
