,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.258839028656787,0,0,0,0.262696061097833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170053189524356,0,0,0,0.0916014007502996,0.0353468111542901,0,0.0097831744998175,0.0601883032598579,0,0.0800784080245158,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325245390097748,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.154854543164742,0,0,0,0.0318710605808237,0.0948952753393853,0,0.0633583924977094,0,0.19472088422953,0,0,0,0,0,0,0.199044100581285,0,0.0535240346983097,0,0,0,0,0,0,0.19055909655895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114159436976454,0,0,0.0484117335419655,0,0,0.127157914907181,0,0.0442774414335021
X600036.CH.EQUITY,0,0.0719601981094346,0,0,0,0.114135801633222,0,0,0,0,0,0,0.152409426506484,0,0,0,0,0,0,0,0,0,0,0,0.1143230686844,0,0,0.0863686086384127,0,0,0,0,0.135367210959985,0,0,0,0,0,-0.0502958491135242,0,0,0,-0.0377095601091601,0,0,0,0,0,-0.0707857615018418,0.37485293018418,-0.0268447858525502,0
X601939.CH.EQUITY,0.62722388213725,0.175493247774161,0,0,0,0,0,0,0,0,0.0911030084495359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782219038811702,0,0,0,0,0,0,0,0,0,0,0.176244481882428,0,0,0,0,0,0,0,0,0,0,0.0946421414758457,0.0114036804148944,0
X601288.CH.EQUITY,0,0,0,0.1496314695339,0,0,0.0575394926067926,0.564477992051101,0,-0.00865307107275735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069536563538731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106397249591186,0,0,0,8.67361737988404e-19
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.110467025918995,0,0.145918832402317,0,0,-0.00721799764686817,0,0,0,0,0,0,0,0,0,0.167771181644106,0,0,0,0,0,0,0,0,0,0.0505013696327781,0,0,0,0.0317574703196376,0,0,0.250710982176769,0.0940160274349869,0,0.0575487040169839,0,0,0,0,0.282764714804434,0,0,-0.1114047106439,0
X601628.CH.EQUITY,0,0,-0.0549872587312437,0,0,0,0,0,0,0.161289937777199,0,0,0,0,-0.0679494032628362,0.13511505082063,0,0,0,0,-0.0325318378762132,0,0.133876706234568,-0.0667640340170925,0,0,0,0,0,-0.0258309577944774,0,0,0,0,0,3.46944695195361e-18,0,0.399279688970136,0,0,0,0,0,0.0101803666161633,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.405085712039371,0,0,0,0,0,0,0.0857533042395138,-0.00801557281961338,0,0,0,0,0.212799198066632,0,0,0,0,0,0,0.0650169969302846,0,0,0,0,0,0,0,-0.117629618785862,0,0.00969143531563531,0.0695156597878992,0,0,0,0,0.0836819870541451,0,0,-0.0597668449038878,0,0.0992242429007717,0,0,0,0,0,-0.107057413065011
X5.HK.EQUITY,0,0.195859194193344,0,0.0674989986346483,0,0,0,0,0,-0.0930082553297753,0,0.0859153918021689,0,0,0,0,0,0,0,0,0,0,0.0749579207919055,0,0,0,0.144983434114008,0,0,0,0,0,0.0420148107175441,0,0,0,0,0,0.279151621552532,0,0,0,0,0,0,0,0.0285922887083417,0,0,0,0,-0.078617872797309
X388.HK.EQUITY,0,0,0,-0.191088941893343,0,0,-6.50479403120958e-05,0,0,0,0,0,0,0,0,0,0.0865923550023458,0,0,0,0,0,0,0,0,0,0,0,0.0893273886124347,0,0,0,-0.189325748114447,0,-0.157144268495879,0,-0.136988567364066,0.23793524913722,0,0,0.167079260148808,0.0206751949816221,0,0,0.264564928944396,0,0,0,0,0,0,0
