,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.608331941285068,0,0.0373463490428359,0,0,0,0,0,0,0,0.0829644061659259,0,0,0,0,0.0978752856688657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177076773626254,0,0,0,0.0870205848131135,0,0,0,0.0326022410164318,0,0,-0.00434671346592412,-0.0191003563446346,0,0.0461376771084665,0,0.0271333723159842
X601318.CH.EQUITY,0,0,0,0,0,0,0.151202775185118,0,0.0885602947550923,0,0,0,-0.00739286843857221,0,0,0,0.0726401782826161,0.255886657421022,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117226573458073,0,0,0.0435563318235678,0,0,0,0,0.17996167015826,0,0,0.0427255389302468,0,0,0,0,0,0.143596382949292,0,0,0
X601939.CH.EQUITY,0,0,0,0.411207409948429,0,0.231722075125732,0,0,0,0.0281075389319641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168419082672188,0,0,0,0.0116513712644813,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0208076402682607
X601288.CH.EQUITY,0.118640439137256,0,0.257078093373245,0,0,0,0,0,0,0.132237995260685,0,0,0,0,0,0,0,0.14227600884874,-0.00809935293825514,0,0,0,0,0,0.14265710503893,0.0489662537300836,0,0,0,0.107242990872204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.299011925209049,0,0.444007568154156,0,0,0,0,0,0,-0.154169202194198,0.226775733992029,0.0989488967608272,0,0.0137948395022294,0.163852066484722,-0.277591633650843,0,0,0,0,0.156416672191959,0,-0.0245495042653507,0,0.302606303799813,0,0,0,0,0,0,0,0,0,0,0,0.055055334567724,0,-0.0105750215143072,0,-0.417188638446479,0,-0.153851127955643,0,0.0452566340945667,0
X601988.CH.EQUITY,0.0707740865556973,0,0.0511311989178448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580574192201174,0.00886813264923042,0,0,0,0,0,0.143907133881736,0,0,0,0,0,0,0,0,0.0644846194514598,0,0,0,0,0,0.0287392318496474,0,0,0,0,0.0882793071966834,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0397125102878311,0,0,-0.0195773910958342,0,0,0,0,0,0.060023383007935,0,0,0,0,0,0,0.683598171258237,-0.00584452269627659,0.0443139891922052,0,0,0.102694146099689,0,0,0,0,0,0,0,0,0,0,0,0,0.0686119543850435,0.0487698376426306,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.263255928178576,0,0,0,0,0,0,0,0.224199221196051,0.0212619058678165,0,0,0,0,0,0.0544844099687609,0.0481174681304875,0,0,0,0,0,0,0.0824473384440585,0,-0.0483160527055601,0,0.322620497619824,0.199191399791162,0,0,0,0,0,0,0,0,0,0,-0.0755258490639372,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.215115040611806,0,0,0,0,0.0308198581985367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505216459533725,0,0,0,0,0,0,0,0,0,0,0,0,0.404381077121482,0,0.232085800015961,0,0,0.0295635704792854,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.064311793404985,0,0,0,0.139508183993974,0,0,0,0,0,0,0.204223147296152,0,0,0,0,0,0,0,0.247158431875138,0,0,0,0,0.075962630661699,0,0,0,0,-4.33680868994202e-19,-0.00694946854706813,0.0484795369334888,-0.00363384613869282,0,0,0.0107056265935441,0.24793100510585,0,0,0,0,0.0419633535922493,0,0,0,0,0.0205755607497336,0,0
