,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.232861795185286,0,0.129563292886213,0,0,0,0,0.252023091866709,0.0618511627723612,0,0.132393300685682,6.93889390390723e-18,0,0,0,0,0,0.0959799924360637,0,0,0,-0.0775823448013116,0,0,0,0,0,0,0,0.00234502051660383,0,0,0,0,0.0731029917660938,0,0,0,0,0,0,0,0,0,0.0180463899116474,0.0265696123179027,0,0,0,0,0
X601939.CH.EQUITY,0.457685195332254,0,0,0.0182179237994096,0,0,-0.0318920664810095,0,0,0,0.1925896410663,0,0.226745913425496,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852066278246172,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0481442064181158,0,0,0,0,0,0,0,0.25844907149789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204051232043489,0,0,0,0,0,0,0,0.0620227935644613,-6.93889390390723e-18,0.0429541085380557,0,0,0.206542388454345,0,0,0,0,0
X601288.CH.EQUITY,0.472556418869849,0.0317358114985439,0,0,0.171237759515206,0,0,0,0,0,0,0,0.0722705913365066,0,0,0,0,0,0,0,0.0672570271249163,0.0535967989674266,0,0,0,0,0,0,0,0,0.0365602219355288,0,0,0,0,0,0,0,0,0,0,0.0465553605933945,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.342454927801404,0,0,0,0,0,0,0,0,0,0,0,0,0.165343558111156,0,0.0104162618144846,0,0,0,0,0,0,0.38789977395515,0,0,0.0988669022811377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105032193836194,0
X600036.CH.EQUITY,0,0,0.0217004927686636,0,0,0,0,0,0,0,0,0.415787387798557,0,0,0,0,0,0,0,0,0,0,0.0541268768839023,0.125025997639801,0,0,0,0,0,0,0,0,0,0,0,0,0.0850053623497114,0,0,0.0599456293014874,0,0,0,0,0,0,0,0,0,0.26975884155883,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.113917535178264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535725376463684,0,0,0.200474036796035,0,0.0540238558997268,0,0,0.193865248362339,0,0,0,0,0,0,0,0,0.00135893816383665,0,0,0,0.190132764641602,0,0,0,0
X5.HK.EQUITY,0,-0.333980794809795,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0956334950930195,0,0,0,1.27827811119218,0.163375248305214,-0.858969769176776,0,-0.00956980477508415,0.356354812160741,0,0,0,0,0,0,0,0,0,0,0,0,0.429659875852092,0,0,0,0,0,0,0,0,0,0.123148763106991,-0.0655947834081573
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118907033623948,-6.93889390390723e-18,0,0,0,0,0,0.0904443934287624,0,0.148683835773218,0.158787135434685,0,0,0,0.196262374553129,0,0,0,0.0500833493801204,0,0,0,0,0,0.0222982639613478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516608835051528,0
X601658.CH.Equity,0,0,0,0.568371866165113,0,0,0,0.00409515277872582,0,0,0,0,0,0,-0.374052428456521,0,0,0,0,0,0,0,0.104635597443159,0.034927207556506,0,0,0,-0.00929016817605615,0,0.947874637082074,0,0,0,0,0,0,0,0,0,0,-0.113115905073508,0,0,0,0,0,0,0,0,-0.130296389874433,0,0
