,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.294935003227462,0,0.0288302763512325,0,0,0.431664547504967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10779446310209,0,0.0237422184178982,0,0,0,0,0,0,0,0,0,0,0.0889349792900795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.198223016412818,0,0,0.0608975209064996,0,0,0,0,0,0,0.0342850619029672,0,0,0.258476299170291,0,0.00961975088284594,0,0,0.098115976371023,0,0,0,0,0,0,0,0,0,0.166898378060388,0,0.093504552685322,0,0,0.00091662397096199,0,0,0,0,0,0,0,0,0,0,0.0300500815621212,0,0,0,0,0
X601939.CH.EQUITY,0.470065656038841,0.148917166970316,0,0,0,0,0,0.256235162173193,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17762320920721,0,0,0,0,0,0,-0.00282897527044493,0,0,0,0.116581426773929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137366070977546,0.195461138016918,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0233654478153374,0.493005629356115,0,-0.109831757067558,0,0.115084519232144,0,0,0,0,0,0,0,0,0,0,0.0513416478595348,0,0.0357200193596597,0,0,0,0,0,0.0594102847995593,0,0.0646548216395033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498514669576012,0,-3.46944695195361e-18,0,0,0
X600036.CH.EQUITY,0,0.118323813632692,0,0,0,0.0800151557436725,0,0.0897136577497802,0,0,0,1.73472347597681e-18,0.105173698762855,0,0.0022206506715191,0,0,0,0,0,0,0,0.0142302695705669,0,0.0930565226087375,0,0,0,0,0,0.0801383105290114,0,0,0,0,0,0,0.0398581157067614,0,0,0,0,0,0,0,0,0,0,0,0.34463368757713,-0.219110781928593,0.00259050504348019
X1299.HK.EQUITY,0,0,-0.15280159492345,0,0,0,0,0,0,0.212496446519357,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0210985975272444,0,0,0,0,0,0,0,0,0,0.224115532458071,0,0,0,0,0.135382888516957,0,0.193771061347796,0,0,0,0.277530655671324,0,0,0,0.133918732587714,0,0,0,0
X601628.CH.EQUITY,0.172991597774451,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0222649705953125,0,-0.296141122824909,0,0,0,0,0,-0.0318308060455866,0.131899053079677,0,0,0,0,-0.0656656023291299,0,0,0,0,0,0,0.147952099557278,0.58100594392192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205811891563632,0,0.0302806254282901,0.143893389911356
X601988.CH.EQUITY,0.0914395497043159,0,0.0941327688850346,0.336954714273847,0,0,0,0,0,0.0265104485364134,0,0,0.208347566650471,0,0,0,0.13460974745114,0,0,0,0,0,0.0133702531171328,0,0.0416428169029222,0,0,0,0,0.119882641815941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.249494323448602,0.103333025816592,0,0,0,0,0,0,-0.0346849293185317,0,0,0,0,0,0,0,0,0,0,0,-0.29234604618131,0.127041655412865,0,0,0.150476590151662,0.0373836688568289,0,0,0,0,0,0.0208494187342259,0,0,0,0,0,0,-0.0792239919196031,0.1996329847535,0.0418295397225313,0,0,0,0,0,0,0,-0.0643327122026534,0.129604154633038,-0.119623666890714
X388.HK.EQUITY,0,0,0,0,-0.122297860259267,0.215680932386609,0,0,0,0,0,0,0,0,0,-0.0763618877849764,0,0,0,-0.118537257989075,0,0.463696230993469,0.0272245970850855,0,0,0,0,0.0837872872493074,0,0,0,0,-0.0587431599385467,0,0,0,0,0,0.144095308571904,0.0762332615718296,0,0,0,0,0.149817111821631,-0.1824786689686,0,0,-0.0471981379174187,0,0.158138461710831,0
