,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0.255623938529868,0,0,0,0,0.181056734635858,0,0,0,-0.0735121801780901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359449155291439,0,0,0,0.079181999935362,0,0,0,0,0.0520272935578465,0,-0.050453835012014,0,0,-0.0815140065797202,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.175003070404427,0,0.0712717474288852,0,0.296651828198429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741356881773983,0,0,0,0,0,0,-0.265294939674613,0.261608628598384,0,0,0.204515656813808,0,0,0,0,0,-0.0132332694586652,0,0
X601939.CH.EQUITY,0.249711237692994,0,0,0,0.102778640193689,0,0,0,0,0,0,0,0,0.137269565531556,0,0,0,0,0,0.0168877760985873,0.140603816387583,0,0,0,0,0,0.128234466474278,0,0,0,0,0,0,0,0,0,0,0,0.167648546925845,0,0,0,0,0.117504304706983,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.306077098694733,0.0295001719221729,0.0546327057258581,0,0.0539503789064998,0,0,0,0.0629947888168214,0,0,0,0,0,0,0,0,0,0,0,0.0618203203945304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937908139774936,0,0,0.171043819956681,0.131433787065648,0,0,0.16358564319571,0,0,0,0,0.162814258692543,0,0,0
X5.HK.EQUITY,-0.000593403394136897,-0.240302258654138,0,0.388703105701567,0,0,0,-0.147365854421701,0,0,0.205726713878764,0,0,0,0,0,0.0780673652804054,0.104314430976272,0,0,0,-0.0880221534300218,0.479385306020755,0,0,-0.0380675094316474,0,0,0,0,0,0,0,0,0,-0.173324641749334,0,0,0,0,0,0.0976938594531699,0,0,0,0,0,-0.166712668559384,0,0.0408666270444372,0
X601988.CH.EQUITY,0,0,0.147270537676614,0.169817406075069,0,0,0,0,0.0833442705234513,0.140269635476834,0.295109736141818,0,0,0,0,0,0,0,0,0,0,0,0,0.0107764206975261,0,0,0,0,0,0,0,0,0,0.0643567858564217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.133802526044712,0.151291494352783
X600036.CH.EQUITY,-0.0622093925055489,0.173549972798684,0,0,0,0,0,0,-0.00283038708330248,0,0,0.138799642362945,0,0.254416822586235,0,0,0,0,0.170393435120644,0,0,0,0.00859933858922975,0,0,-0.0424184031051563,0,0,0,-0.02484895896481,0,0.161956419088982,0,-0.0318277558334857,0,0,0.0980195067493762,0,0,0.0747825994563407,0.210933112277057,0,0,0,0,0,0.0725244362354783,0,0,0.1012049220581,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0641947752885633,0,0,0,0,0,0,-0.0643680727850527,0,0,0,0.0737473203544172,0.144085190956908,0,0.156779992678724,0.114115499253848,0.0785639686919138,0,0,0,0,0,0.180793089196293,0,0,0,0.035883464688343,0,0,0,0,0,0,0,0,0,0,0,0,0.077231168812318,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0457081327287436,0,0,0,0,0.0486036990108502,0,0,0,0,0,0.140397331962545,0,0,0,0,0,0,0,0,0,0,0,0.0363520013715108,0,0,0,-0.117950797778106,0,0,0,-0.0176988736156477,0,0,0,0.417175709702759,0,0,0,0,0,0,0,0,0.0434393836750955,0.0880926302343281,0.00450577375918727
X601166.CH.EQUITY,0,0,0.0214922524131737,0.102805608400761,0,0.151485552622829,0,0,0.0164405090763467,0,0,0,0,0,0,0.196155780830994,0,0,0,0,0,0,0,0,0,0.105259397449792,0,0,0,0,0,0.333447577414746,0,0.13234531740972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169335112957067
