,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.20937142077621,0,0.413211807421308,0,0,0,-0.011609883395248,0.158793204107426,0,0,0.0734466431359779,0,0,0,0,0,0,0,0,0,0,-0.07994855042888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616442213575846,0.00614563241734157,0,0.12121533118905,0
X601939.CH.EQUITY,0.354078488577915,0,0,0.286122674116578,0,0,-0.0952295035140214,0,0,0,0.00278695719451486,0,0.14032031706983,-0.0648185556925387,0,0,0,0,0,0,0,0,0,0,0,0.0316856940753657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201857457688257,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.450013123901848,0,0,0,0.209320783396428,0,0,0,0,0,0,0,0.0159988979016706,0,0,0,0,0,0,0,6.93889390390723e-18,0.170208389867185,0,0,0,0,0,0,0.0199237707642216,0,0,0,0.0264261462372711,0,0,0,0,0,0,0,0,0,0.0643155216385714,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.117135057844738,0,0.361986303019565,0,0,0,0,0,0.264529057975319,0,0,0,0,0,0,0.113856475994697,0,0,0,0,0,0,0,0,0,0,0,0,0.042305778325965,0,0,0,0,0,0,0,0,0,0,0.140023345975904,0,0,0,0,0,0,0,0,0,0,0.0328839905278909
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882457697309483,0,0,0,0,0,0,0,0,0,0.14208234714492,0,0,0,0,0,0,0,0,0,0,0,0.0135820562633075,0.176943987787431,0,0,0.031343706507671,0,0,0,0.18842385627438,0,0,0,0,0,0,0,0.0234710163426411,0,0.225271990800173,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.133702149994365,0,-0.167887503659053,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0140356665807211,0,0,0,0,0,0,0,0,1.17607872177848,0,-0.784665991246999,0,0.492352688096333,0,0,0,0,0,0,0,0,0,0,0,0,0.461326839621757,0,0,0,0,0,0,0,0,0,0,0.101778499805181,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0
X601658.CH.Equity,0,0,0,0.165438218458209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138372857451354,0,0,0,0.141130961796101,0,0,0,0.294861674763855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845803589766697,0,0,0.323603947353493,0,0,0,0,0,0,0,0,0.193530298142417,0,0,0,0,0,0,0,0.0201162825519169,0,0,0,0,0,0,0,0,0.0495320433017471,2.77555756156289e-17,0,0,0,0.0411153514947594,0.0630429144903253,0.0514085980643126,0,0.140577146897634,0,0,0,0.0972743679878317,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.332111475512677,0,0,0,0,0,0,0,0,0,0.165440953493419,0,0.00896665975372917,0,0,0.213567511050093,0,0,0,0,0,0,0.0221766455327852,0,0,0,0,0,0,0,0,0,0.123054476520805,0,0,0,0.11366960531665,0,0,0,0,0
