,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.506021929666371,0,0.100045251970707,0.0695986330439774,0,0,0,0,0,0,0,0,0,0,0,0.0343544284480554,0,0,0,-0.0496155737422921,0,0,0.0569438886197087,0,0,0,0,0,0,0,0,0.0975781828489109,0.0947738413980356,0,0,0,0,0,0.00229866824276757,0,0.0117435245400057,0,0,0.086828243351154,0.0871676158594702,0.108877624411968,0,-0.145853898531037,0
X601318.CH.EQUITY,0,0,0,0,0.0481373016162188,0,0,0,0.130480491934466,0,0.112413219262366,0,0,0.0966672240839735,0,0,0,0,0.0862197585270219,0,0.279517881697506,0,0,0,0,0,0,0.0802511355645663,0,0,0,0,0,0,0,0.0535905682765686,0,0,0,0,0,0,0,0,0,0.0385709318926128,0,0,0,0,0,0.0881292631534729
X601939.CH.EQUITY,0,0,0,0.474912751698058,0,0,0,0.0191734683007656,0,0,0.16747352604919,0,0,0,0.0211806131050165,0,0,0,0,0.0687163801466512,-0.130794737048649,0,0,0.215119905982059,0.30714265197254,0,-0.0868243025455992,0.00375812765455291,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114357942133707,0,0,0,0,0,0,0,0,0,0.0300277800752025
X601288.CH.EQUITY,0.166735560390966,0,0.129122917662532,0,0,0.0517494441002571,0,0.293133149655617,0,0,0,0,0,0,-0.0453405197011883,0.0882823598269736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080363649517331,0,0,0,0.231287762511108,0,0,0,0,0.0424896444599108,0
X600036.CH.EQUITY,0,0.117037017101576,0,0,0,0.0802990723813648,0.0735876956693219,0.128335738671791,0,0,0,0,0,0.167029903078579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342879213568876,0.0754593444830002,0,0,0,0,0,0,0,0,0,0,0.126272370626569,0,0,0,0,0,0,0,0,0,0,0.0420532502504287
X601628.CH.EQUITY,0.0025397254924496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143184566446089,0,0,0,0.107564316239449,0,0,0,0,0,0,-0.0797970736067221,0.0287330305661226,0,0,0.212927370408665,0,0.0770297979305985,0,0.506142471078026,0,0,0,-0.0203925611539405,0.0721700921585283,0,0,0,0,0,0,0,0,0,0.0737816794445218
X1299.HK.EQUITY,0,0,-0.222766967519058,0,0,0,0,0,0,0.1379566581557,0,0,0,0,0,0,0,0,0,0,0,0.0782801252407451,0,0,0,0,0.0602547392205506,0,0.0548114357243596,0,0,0,0,0,0,0,0,0,0.153130433927215,0,0.22544240166278,0.200793475151119,0.0864379611804819,0.093297927990586,0.0588152847404771,0.0104389202900448,0,0,0,0,0,0
X601988.CH.EQUITY,0.1653050176396,0.117965346122131,0.0241589416473286,0.068839344821437,0.335998443365893,0,0,0,0,0,0,0,0,0,0,0.160005432951838,0,0,0,0,0,0,0,0,0,0,0,0.0782619554861681,0,0,0,0.0339598388799623,-0.131180194584551,0,0,0.179920965730007,0,0,-0.0500935352914658,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.000672153315455632,0.00358278604490856,0,0,0,0,0,0,0,0,0,0,0.0921514655844654,0.027444416116584,0,0,0,0,0,0,0.00714396379898214,0.0978041718027252,0,0,0,0.0415342088813083,0,0,0,0,0,0,0,0,0,0,0,0.442805954607935,0,0,0.237726610298982,0,0.16346090973357,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.208849376110983,0,0,0,0.047990963439179,0,0,0,0,0,0.345688472623059,0,0,0,0,0,0,-0.139945782462209,0,0.14350643898976,0,0,0,0,0.340424405801471,0,0,0.0280401980647981,-0.0360506174700869,0,0.220732928308504,0,0,0,0,0,0,0.103606457766979,0,0,0,0,0.0223079370747724,0,-0.288187416599572,-0.0349780562892275,0,0,0.206684366495774,0
X601658.CH.Equity,0.188511553652444,0,0,0,0.192984158507101,0,0,0,0,-0.0478099334430522,0,0.336357529094865,0,0,0,0,-0.0169719014530174,0,0,0,0,0,0,0,0,0,0,0,0,0.149024453072529,0.109787371078023,0,0,0,0,0,0,1.73472347597681e-18,-0.0972857153691332,0,0,0,0,0,0,-0.0628087659402531,0,0.0784413694196548,0,0,0,0
X601166.CH.EQUITY,0,0,0.0653625076347682,0,0.0434629703261654,0,0,0,0,0,0.0271149115509078,0,0,0.168741190916185,0.0951139761890618,0,0,0.0606439683942255,0,0,0,0,0,0,0,0,0,0,0.205563620480776,0,0.430009369989974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296625206734287,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0787528067286995,0,0,0,0,-0.011630891218676,0,0.458788289383707,0,0,0,0.217812196978885,0.0149738504793008,0,0,0,0,0,0,0,0,0,0,0.0795511285025143,0,0.013167459741155,0,0,0.153498062323549,0,0,0,0,0.145742437487168,0,0,0,0,0,0,0,0,-0.136145346371651
X000001.CH.EQUITY,0,0,0,0,0.638955626431845,0.0539076901046979,0,0.0730929049963182,0,0.0996857942259238,0,0,0.0442396966490946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24271522926746,0.12763645069242,0,0,-0.141064212981366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324510774458537,0,0,0
X000002.CH.EQUITY,0,0,0.166702101018143,0,0,-0.234131787966468,-0.0739916731513782,0,0.125169743855815,0.0731878434454435,0.065413667011399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422894802936238,0,0,0.063080183133381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996199996187946,0
X601328.CH.EQUITY,0.0422162648869873,0,0,0.153021715937454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308124368970099,0.530814002290777,0,0,0,0,0,0.0140931895069662,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.169172353983289,0,0,0,0,0,0,0,0.0841115559362835,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0112603695224294,0,0,0,0.0422509823001275,0,0,0,0,0,0.75668374794395,0,0.116461638342426,-0.0484920188176269,0,0,0,0,-0.124389103034482,0,0,0,0,0.0771612842485571,0,0,0,0,0,0,0.000785262024235973,0,0,0,0,-0.00264703558900425,0,0.151891470646641,0,0,0,0,0,0,0.00208020046697065,-0.0334366588173202,0,0,0,0
X601601.CH.EQUITY,0,0.28458430441199,0,0.151453390366279,0,0.18580945556527,0,0,0,-0.113007620567689,0,0.132847874885683,0,0.0940762265921405,0.014797306874575,0,0,0,0,0,0.248365054198363,0,0,0,0,0,0,-0.103685796993585,0.0214414973072632,0.0197934807164927,0,0,0,0,0,0,0.0380986707048661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847505813188417
X600000.CH.EQUITY,0,0.220643086624503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395670053512964,0,0,0,0,0,0,0.0461492937863103,0.0133065952208152,0,0,0,0,0,0.00919469787055197,0.0211266274707373,0,0,0,0,0,0,0,0,0,0.0558806558458612,0,0,0,0.0600510316577664,0,0.0262460081467969,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,-0.00368350137917636,0,0,0,0,0,0,0,-0.15044278830517,0.131549045163549,0,0,0,0,0,0,0,0,0.0334233784720848,0.176954579154508,0,0,0,-0.0385626068909003,0,0.0904504152245531,0,0,0.0886697684088083,0,0,0,0,0,0.218729448516739,0,0,0.245463363747478,-0.675610802093678,0,0,0,0,0,0.0315677601575293,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0120028978704056,0.314830714399959,0,0.0295243059464603,0,0.0345587736850229,0,0,0,0,0,0,0,-0.0193585638997983,0,0,0,0.22608820815462,0.134644170396654,0,0,0,0,0,0.19187258925623,0,0,0,-0.0617574186863134,0,0,0,0,0,0,-0.0641152454564842,0,0,0,-0.0581873011505447
X300059.CH.EQUITY,0,0.00422881370953583,0,0,0,0.082601110168107,0,0,0,0.0692986636004205,0,0,0.0476492299915335,0,0,-0.0588074647326312,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128256920405252,0,0,0,0,0,0,-0.0862959058939987,0.0895658026129803,0,0.209135357870889,0,0,0,0,0.382100970030478,0,0
X2388.HK.EQUITY,0.066212779733558,0,0,0,-0.0733800247588086,0,0,0,0.0977992261907636,0,0,0.0131999677337088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839063495995005,0,0,0,0.4036804292287,0.0731123326391951,0,0,0,0.0884752226759612,-0.221749239272489,0,0,0,0.0482344928989842,0.196871200190228,0,0,0,0.101294806027823,0,0,0,0,0,-0.0527482910950605
X601998.CH.EQUITY,-8.67361737988404e-19,0,0.1145469776756,0.241988983064187,0,0,0,0,0,0,0,0,0,0,0,0.0593459098238279,0.237011113193323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362858301500994,0,0,0,0.359532125679089,0,0,0,0,0.0672906182103424
X600016.CH.EQUITY,0,0,0.20537978957377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0746181063631343,0.104961708034255,0,0.102067096395212,0,0,0,0.730143578676423,0,0,0,0,0,0,0,0,-0.349693909956333,0,0,0.405646351846623,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,2.16840434497101e-19,0.0787030183165003,0,0,0,0,0,0,-0.0807792480623178,0,0,0.119834437441001,0,0.178119507653491,0,0,0,0,0,0,0,0,0,0,0,0.284036496310237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337608043868971,0
X11.HK.EQUITY,0,0,0,0.0785497973845529,0,0,0.0390362610241579,0.0107090828741885,0.269816765064707,0.0245078041322974,-0.204875068620875,0,0,0.00599277572346778,0,0,0,0,0,0,0,0,0.42409038732991,0,0,0.0183797304746595,0,0,0,0,0,0,0,0,0,0.248212916876965,0,0,0,0,0,0.0560783357387294,0,0,0,0,0,0,0,-0.0515902293529917,-0.0458334369899851,0
