,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.276798430062714,0,0.396945542634806,0,0,0,0,0.0195003360647293,0,0.115665317317716,0,0,0,0,0,0,0,0,0,0,0.0524355111350704,-0.0762955896114669,0,0,0,0,0,0,0,0.0221511502536362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787821098637748,0,0.0929465151864124,0
X601939.CH.EQUITY,0.395751462104419,0,0,0.200689602732317,0,0,-0.115701709654441,0,0,0.00720301446881464,0,0,0.208026835369906,-0.0522941859697687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.21932530221693,0,0,-0.0263816471277922,0
X601318.CH.EQUITY,0.0239099001249385,0,0,0,0,0,0,0,0,0,0.256875082890452,0,0,0,0,0,0,0,0,0,0,0.178573242913943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192624115099439,0,0,0,0,0,0,0.0600121912904836,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.286796051422995,0.165522026130116,0,0,0.117811949096051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163977819839634,0,0,0,0,0,0,0.00520219662878972,0,0,0,0.0359957969546065,0,0,0.0272156999199935,0,0,0,0.108539563622023,0,0,0.0790106986178071,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0739989322418359,0,0.438063010147217,0,0,0,0,0,0.270426325258208,0,0,0,0,0,0.100086418302504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147098391605103,0,0,0,0,0,0,0,0,0,0,0.0177163005988649
X600036.CH.EQUITY,0,0,0.0351430871785414,0,0,0,0,0,0,0,0,0.371481624957815,0,0,0,0,0,0,0,0,0,0,0.03544999812625,0.0244643090093834,0.124077614794073,0,0,0,0,0,0,0,0.0131113616504476,0.0876362123104178,0,0,0,0,0,0,0.054647650100939,0,0,0,0,0,0,0,0.280636370209183,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118234449387854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399482427286081,0.203437735196834,0,0,0.0731227907486294,0,0,0.188291378794608,0,0,0,0,0,0,0,0,0,0,0,0.195052489863154,0,0,0,0,0
X5.HK.EQUITY,0,-0.132038586356244,0,-0.16425466845415,0,0,0,0,0,0,0,0,0,-0.0137401638814431,0,0,0,0,0,0,0,0,1.15007770139951,-0.76733487403499,0,0,0.491599468823807,0,0,0,0,0,0,0,0,0,0,0,0,0.462795438149208,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.100122546327485,0
X601628.CH.EQUITY,0.113562184602329,0,0,0,0,0,0,0,0,0,0,0.123265706203088,0,0,0,0,0.148853473307572,0,0,0,0,0.104420158092205,0,0,0,0.0549949137111919,0,0,0.124958638327673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133330633729778,0,0,0,0,0,0,0,0.0586985872222554,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127833804559942,0,0.264202853798669,0,0,0.400661101445089,4.33680868994202e-19,0,0,0,0,0,0.129974065552136,0,0,0,0,0.0891774383589463,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.206320584342987,0,0,0.167628474382896,0,0,0,0,0,0,0,0,0.126976810187909,0,0,0,0,0,0,0,0.138857264472242,0,0,0,0,0.0288208667414467,0,0,0,0,0,0,0,0,0,0,0.0726011039403883,0,0.161769878021896,0,0,0,0.131335572014338,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0283562655190091,0.0613112689554046,0,0,0,0.284797356272569,0,0,0,0,0.0764710716146001,0,0,0,0,0.0182434538188262,0.0899284395508737,0,0,0,0.0563611549096502,0,0,0,0,0,0,0,0,0,0.163592118520325,0,0,0,0,0.0283507938877429,0,0.00187111181621556,0,0,-8.67361737988404e-19,0,0,0,0,0.0552078319772045,8.67361737988404e-19,0.11843200021317,0.0336983980456152,0,0,0
X600000.CH.EQUITY,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0628076673628795,0,0,0,0,0,0,0,0,0,0.400049366045334,0,0,0,0,0.184810498186177,0,0,0,0,0,0,0.0868994965071238,0,0,0,0,0,0,0,0,0,0.0319754336328882,0,0.0513420649070316,0.0793693624099776,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932411440906615,1.38777878078145e-17,0.42380348858398,0,0.0251300416032415,0,0.0363670077097272,0.241754331229763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
