,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.610733197038382,0,0.036752057761409,0,-1.73472347597681e-18,0,0,0.00717363726879128,0,0.0762120055295527,0,0,0,0,0,0,0.0906025376402818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200436565865892,0,0,0,0.0847085114704424,0,0.0294928471147464,0,0,0,0,0,0.0431089348346985,-0.0151574122648469,0,0.0292624995677716
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0
X601939.CH.EQUITY,0.110569294917511,0,0,0.336334142064725,0,0.242880312482615,0,0,0,0,0,0,0,0,0,0,0,0.0227012750781303,0,0.0158809777893639,0,0,0,0,0,0,0,0,0.0534623757224811,0,0,0,0.116829445264613,0,0,0,0,0.0165346697616763,0,0,0,0,0,0,0,0,0,0,0,0,0.0453110272799545
X601288.CH.EQUITY,0.0134422495151009,0,0.290147341461137,0,0,0,0,0,0,0.213826529302294,0,0,0,0,0,0,0,0,0.050657209632696,0,0,0,0,0,0.0126927865395949,0.223363963873922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730771137304056,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0222012462497097,0,0,0,0,0,0.456689823924317,0,0,0,0,0,0,0.0896214048633454,0,0.170925513878834,0.122768529381692,0,0,0,0,0,0,0.255330857361858,0,0,0,0,0.0613895914260264,0,0,0,0.0406608785520635,0,0,0,0,0,0,0,0,0,0,0,-0.755211073186066,0,0,-0.17571548383403,0.157834418597839,0
X601988.CH.EQUITY,0,0,0.10395428539221,0,0.0358858938601755,0,0,0,0,0,0,0.0602233488633304,0,0.0493897063750812,0,0,0,0,0,0,0,0,0.621047084609791,0.0185362320091296,0,0,0,0,0,0.108201709599079,0,0,0,0,0,0,0,0,0,0.0519528392712127,0,0,0,0,0,0,0,0,0,0.0903827302132924,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246896203552043,0,0,0,-0.023026920432246,0,0,0,0,0,0.0753475223225,0,0,0,0,0,-0.0077909301602462,0.70055893913629,0,0,0.0287380803816776,0.097549830159422,0,0,0,0,0,0,0,0,0,0,0,0.0667842044663806,0,0,0.049755463326068,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264123214611897,0,0,0.186336564685642,0,0,0,0,0.0846069630166292,0,0,0.0714180683380982,0,0,0,0,0,0,0,0.0161263015229541,0,0,0,0,0,0,-0.0347471127941414,0,0,0,0,0,0.0259849107040614,0,0.0280947952555082
X601628.CH.EQUITY,0,0.162573905683963,0,0,0.0108859113984418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457941963417997,0,0,0,0,0,0,0,0.152230624371125,0,0,0,0,0,0,0,0,0,0,0.369345304813606,0,0,0,0.215498902015958,0.064680575629408,0,0,0.0187902699470134,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676031505368099,0,0,0,0.140841158801601,0,0,0,0,0,0,0.20691498677415,0,0,0,0,0,0,0,0.240684032154627,0,0,0,0,0,0,0.0772791076848111,0,0,0.00353260231823544,0.035557768419124,-0.00737025797893545,0,0,0.0116178491375345,0,0,0.237370779180868,0,0,0,0,0.0335502162177178,0,0,0.0140379224102321,0,0,0
