,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.035837970873841,0,0.0946516581331132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953744199499832,0.453029958431606,0,0.684593142149293,-0.0684360979412261,0,0.152000204739201,0,0,0,0,0,0,0.0173400658455122,-0.250846657892573,0,0,0,0,0,0,0,0,0,0,-0.282928688280894,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.140484765535333,0,0.0064175814851301,0,0,0.0352633547777091,0,0,0,0,0,0,0,0,0,0.444754093261772,0,0,0,0,0,0,0,0,0.145961952771498,0.00515844073390677,0,0,0,0,0,0,0,0,0,0.143696887951994,0,0,0,0,0,0,0,0,0,0,0,0.139731571786907
X601939.CH.EQUITY,0,0,0,0.854522169178458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767450773402751,0,0,0,0,0.100687730191263,0,-0.0530289944292683,0,0,0,0,0,-0.0193251695317912,0.0437135533210816,0,0,0,0,0,-0.0415863407707549,0,0,0,0,0.0589561742418472,0.000153624661944406,0,0.039183276514804
X601288.CH.EQUITY,0,0,0.881525112686439,0,-0.0746198990532283,0,0,0,0,0,0,0,0,0,0.0206284348067522,0,0.0636676524865988,0.118228487274682,0,0,0,0,0,0,0,0,-0.031277523455445,0.052723416127539,0,0,0,0,0,-0.017608690574071,0,0,0,0,0,0,-0.109329581218016,0,0,0,0,0,0,0,0,0,-0.0356532671019225,0
X601628.CH.EQUITY,0,0.0492032776640025,0.0222268549977881,0,0,0,0.294432403818903,0,0,-0.0471104049116852,0,0,0,0,0,0,0,0,0,0,0,0,0.0440908740572023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126932525799499,0,0.133964211542966,0,0,0,-0.0285432962248088,0,0.0579902485338434,0,0.0911706281575959,0,0.105483101675354,0.0872798227089282,0.0584510116153821
X601988.CH.EQUITY,0.0809530873227031,0,0,0,-0.284626975874904,0,0,0,0,0,0,0,0,1.10200204430402,0,0,0,0,0,-0.108430539886081,-0.00177021719593979,0,0,0,0,0,0,0,0,-0.00710490024328337,0,0,0,-0.190070582489147,0,0,-0.0725948723600497,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.172175018322752,0,0.239405051510998
X600036.CH.EQUITY,0,0,0.306105924930245,0.159614629627965,0,0,0,0.101141847751859,0.0840547901740415,-0.068079177972151,0,0,0,0,2.16840434497101e-19,0.0470048094167425,0,0,0,0.0122010790566409,0,0,0,0,-0.0188572948872525,0,0,0.0184044058806516,0,0,0,0,0,0.254201015351211,0,0,0,-0.0620468216067121,0,0,0,0,0,0,0,0,0,0.0813554454083977,0,0,0.0191141167904025,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0968203260287413,0,0,0,0,0,0,0,0,0.200683432927514,0.0405404510313076,0,-0.052507682025474,0,0,0,0,0,1.0842021724855e-19,0.207366972360414,0,0,0,0,0,0.15335551296491,0,0.0382385822559568,0,0,0,0,0,0,0,0,0.344416352148591,0,0,0.179827012760604,0.101147377962996
X5.HK.EQUITY,0,0,0,0,-0.178344497156041,0,0,0,0,0.0979242069861705,0,0,0,0,0,0,0.382645363561238,0,0,0,0,0.157473615766619,0,0,0,0.305423661884197,0,0.107495200602144,0,0.0927957067276577,0.0212150676261918,0.000517019567310853,0,0,0,0,0,0,-0.153273978849676,0,0,0,0,0.128609989184409,0,0,0,0,0,0,0.0260937610626842,-0.120771925154344
X388.HK.EQUITY,0,0.245079858043036,0,0,0,0,0,0,0,0,-0.0132682621784788,0,0,0,0.037036248460695,0,0,0,0,0,0.490612375992916,0.253392137317075,0,0,0,0,0,0.141133032663644,0,-0.217437342509589,0,0,0,0.0625956265723475,0,0,0.188159677883395,0,0,0,0.00783175476394624,0,-0.517250489738168,0,-0.133323872587491,0,0,0,0,0,0,0.0498324808712581
X601658.CH.Equity,0,0,0,0.232975938364945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224876234169656,0.0490429571521724,0,-0.110398767662142,0,0,0,0,0,-0.131663157534796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387442884444718,0,0,0.0634942239296176,0,0,0,0.00232916791470484,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.00514069004488155,0,0,0,0,0.236401543668395,0,0.065565079806946,0,0,0,0,0,0,0,0,0,0.0494096178074019,-0.00395684625929772,0,0,0,0,0,0,0.340925519400178,0,0,0.0604671519205347,0,0,0,0.0658408677908347,0,0,0,0,0,0.0036947340820547,0.0929828726412309,0,1.38777878078145e-17,0,0.0150472396114585,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0491939703954788,0,0,0.421248160278606,0,0,0,0,0,0,0,-0.0343752799697736,0,0,0,0,0.233930596879695,0,0,0,0,0,0,0,0,-0.0427151928410799,0,0.196612709025941,0.0233537901987943,0,0,0,0,0,0,0.010288373201732,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0052673328107674,4.33680868994202e-19,0,0,0.577562073684172,0.00907293536701326,0,0,0,0.0457751112576874,0,0,0,0,0.0934499364597348,0.0761036732324916,0,0,0,0,0,0.0263551624140776,0,0,0,0.0370136701862602,0,0,0,0,0,0,0.0877378948696987,0,0,0,-0.0294937017921441,0,0,0,0,0,0,0,0,0,0,0,0.0270141512505333,0,0
