,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.424551840738517,0.109255509228907,0.0815806059236684,0,0,0,0,0,0,0,0,0,0,0,0.104974705572032,0,0,0.0415106343423559,0,-0.0435220810407518,0,0,0.0909390035528056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899805378688987,0.0209668352269706,0,-3.46944695195361e-18,0,0.00296813719128768,0,0.219857272374668,0.012521699450569,-0.101392257175432,0
X601318.CH.EQUITY,0,0,0,0.0657088009394323,0,0,0,0,0.12296881709984,0,0,0.0870694597108895,0.108954840177346,0,0,0,0,0,0.113631860304103,0,0.265300695891122,0,0,0,0.0504102979866289,0,0,0,0.0969694294127847,0,0.0367960530761083,0,0,0,0,0,0.0191177077318009,0,0,0,0,0,0,0,0.0698568373612891,0,0,0,0,0,0,0.0991241744554516
X601939.CH.EQUITY,0.233144247271785,0,0,0,0.223002703464222,0,0,0,0,0,-0.0290483566976651,0.133088840676502,0,0.0547271033335052,0,0,0,0,0,0.136357662438567,0,0,0.184905226927308,0,0,0.237558960340247,0,-0.0201363030392165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342352445996917
X600036.CH.EQUITY,0,0.116307852099119,0,0,0,0.0797940382494724,0.0720371836866452,0.126764866727956,0,0,0,0,0.168083438834148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349521339083034,0,0,0,0.0770111949460923,0,0,0,0,0,0,0,0,0,0.123359016990349,0,0,0,0,0,0,0,0,0,0,0.0414675817782488
X601288.CH.EQUITY,0.102252600829378,0,0.0863149876417955,0,0,0.0700232057574553,0,0.377811787644482,0,0,0,0,0,-0.01779799693199,0,0.0648381569507796,0.0415643312641443,0,0,0,0,0,6.93889390390723e-18,0,0.00496622134706432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188240627264931,0,0,0,0,0,0.11402611348302,0
X601628.CH.EQUITY,0.0622359907877064,0,0,0,0,0,0,0,0,0,0.01510773501753,0,0,0,0,0,0.192581530543883,0,0,0,0,0,0,0,0.0545853863607364,0,-0.109150519918546,-0.086010973560768,0,0,0.0512476680027539,0,0.212794339540916,0,0,0.578425350149873,0,0,0,0,-0.0347006848271155,0.147749958340829,0,0,0,0,0,0,0,-0.0485447839628346,0,0.0424710279704442
X1299.HK.EQUITY,0,0,0,0,-0.0136281398704505,0,0,4.33680868994202e-19,0,0,0.0831727513939671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156036966655193,0,0.0686509313360522,0,0.320203929775319,0.248117949735292,0,0.166799960520673,0,0,0,0,0,0.309540610255889,0,0
X601988.CH.EQUITY,0,0.121227847535524,0.00712008523018371,0.312658001020808,0.244584140795354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269655644893529,0,0,0,0,0,0,0,0,0.0979375506271608,0.118481803305591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333931708206824,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.128304598728537,0,0,0,0,0,0.0385902416365478,0,-0.00822335932149813,0,0,0,0,0,0,-0.076236492196149,0,0,0,0,0,0,0.0784498201606204,0,0.0187639339123206,0,0.31245627377641,0,0,0,0,0,0,0,0,0.107220338697756,0,0.220448541682283,0,0,0.234438170487172,0.117003444584069,0,0,0,0,0.0168792431051154,0,0,0,0
X601166.CH.EQUITY,0,0,0.0972606498241895,0.169664725658402,0,0,0,-0.0326486937634863,0,0,0,0.089709814792747,0.0304228406970262,0.0141751446049616,0,0,0.0614718763049876,0,0,0,0,0,0,0,0,0,0.158759815979173,0,0,0.361637855207971,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0462286846898323,0,0,0,0,-0.0340158298328107,0,0,0,0
