,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.586936312346396,0,0.180516497264264,0.0258563156187675,0,0,0,1.73472347597681e-18,0,0,0,0.0627522116273328,0,0,0,0,0.027515970599565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015704607659001,0,0,0,0,0.0255051570187466,0,-0.0438428962738195,0.110208313923108,0,-0.0100362699544082,-0.0216866880500764,0,0,0,0,0.0431898515035264
X601939.CH.EQUITY,0.129481950290128,0,0,0.576703065639839,0,0.0560879179097131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134956174522816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733047872089449,0.0116693694205701
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0
X601288.CH.EQUITY,0.116494611567164,0,0.00658259899835232,0,0,0.0640729800960262,0,0,0,0.0824787743264504,0,0.0365994670416658,0,0,0,0,0,0,0,0,0,0,0,0,0.15037757522542,0,0.29688254290164,0,0,0.153352940364162,0,0.0582105353723254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.314575188941076,0,0.468438866105081,0,0,0,0,0,0,-0.0957296214408345,0.0986788374981368,0.191171972295303,-0.0333515026709104,0,-0.286317302264429,0,0,0,0,0,0.421035916526522,0,0,-0.0277485892801528,0.120475369197388,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206618822558528,0,-0.472488226918913,0,0,-0.158789807391487,0.107259956688552,0
X601988.CH.EQUITY,0.116258757973705,0.0103302740698702,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.584141988900253,0.036504122780413,0,0,0,0,0.0119252198808752,0.149324882910897,0,0,0,0,0,-5.55111512312578e-17,0,0,0,0.0616092592753661,0,0,0,0,0,0,0,0,0,0.0870824122769097,0
X600036.CH.EQUITY,0,0,0,0,-0.0282031403477805,0,0,0,0.0323500533434416,0,0,0,0,0,0,0,-0.0222122285852666,0.0377889775322325,0,0,0,0,0,0,0.757626800147192,-0.00619471912776918,0.0323273324135223,0,0,0.103270713534935,0,0,0,0,0,0,0,0,0,0,0,0,0.065383677985217,0.0704323210164341,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234477243567777,0,0,0,0,0,0,0,0.171684189179518,0,0,0,0,0,0,0.124764459125343,0.00711288619229956,0,0,0,0,0,0,0.184742764190498,0.126573935714167,0,0,0,0,0.135957853047072,0,0,0,0,0,0,0,0,0,-0.112189296108161,0,1.73472347597681e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171814158759762,0,0,0,0,0.115084050737371,0,0,0,0,0,0,0.256716974443924,0,0,0,0,0,0,0,0.224864248243829,0,0,0,0,0.065624866047525,0,0,0,0,0.00607962816685591,0,-0.00585912080948411,0,0,0,0,0,0.198597226342326,0,0,0,0.00221987691350495,0,0,0,0.0278530869713074,0,0,0
