,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.36323307163949,0,0,0.32175122769798,0,0,0,0,0,0,0,0,-0.0687524192068048,0,0,0,-0.168731542649795,6.93889390390723e-18,0,0,0,0,-0.0900177112339698,0,0,0,0,0,0,0,0,0,-0.0693837046830965,0.140364215239807,0,0,0,0,0.164447278542666,-1.0842021724855e-19,0,0.233879001419856,0,-0.0975904302640016,0,0,0,0,-0.0673448454714711
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0703448074307078,0,0.166850615373496,0,0.0602926551836915,0,0,0.323103959388481,0,-0.0622116661924157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135122385747139,0,0,-0.0966076152040564,0.316017866932732,0,0.148719323498495,0.0196857949834631,0,0,0,-0.00226391981133197,-0.0443465031663203,0,0,0
X601939.CH.EQUITY,0.18595849692917,0,0,0,0,0,0,0,0,0,0.0331439137002053,0,0,0.16454556749649,0,0,0,0,0,0.205428011277383,0.0669080999421757,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0483554464316819,0,0,0,0.067873094287638,0,0,0.126972207192684,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.346553338099797,0,0,0,0,0,0,0,0.232255654923031,0,0,0,0.00110372831895324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0065837055506891,0.0789636675207683,0,0,0,0.161821645452322,0,0,0.237408600184009,0,0,0,0,0,0.0665202045645515,0,0,-0.0035067738780137
X5.HK.EQUITY,0,-0.178719427303096,0,0.444203678251589,0,0,0,-0.151626426252972,0,0,0,0,0,0,0,0.0255492672316731,0,0,0,0.133886648699524,0,0,0.48948545229115,-0.144969335314848,0,0,-0.0247500495984109,0,0,0,0,0,0,-0.122660601227241,0,0,0,0,0,0,0,0,0.0945845312172155,0,0,0,0,-0.164778944379116,0,0.0204274087743574,0
X601988.CH.EQUITY,0,0,0.064086300085997,0.243246715521913,0,0,0,0,0.0385742106737737,0.174107554979154,0.401681780221445,0,0,0,0,-0.0390861195068629,0,0,0,0,0,0.0635977649514922,0,0,0,-0.103042841792686,0,0,0,0,0,-0.105107621012397,-0.0086381335113725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467265917534779,0,0.0353604908452866,0.00474827905532473,0.162645728668643
X600036.CH.EQUITY,-0.0208760626808147,0.221548295478738,0,0,0,0,0,0,-0.0322875005719461,0,0,0.0872409169308744,0,0.280952591870593,0,0,0,0,0.158212532473456,0,0,0,0.0615089074238289,0,0,0,-0.0500258327058438,0,0,-0.016500489133932,0,0,0.107968023038881,0,0,0,0.0614926500235123,0,0,0.0933299195492927,0.1925800955335,0,0,0,0,0,0.0586351121571994,0,0,0.104812229806926,0
X1299.HK.EQUITY,0,0.141606523885586,0,0,0,0,0,0,0,0,0,0,0,-0.0774255228655938,0.212236881406411,0,0,0.167902663412723,0.238616626591962,0,0.173318150340263,-0.00800547831664685,3.46944695195361e-18,0.0825566698607994,0,0,0,0.0395131491209928,0,0,0,0,0,0,0,0,0,0,-0.201335311980906,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0425425128852811,0,0,0,0,0,0,0,0,0,0,0,0.136620100330789,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0542415048612983,0,0,0,0,0.3159432322228,0,0,0,0,0,0,0,0,0,0.156249174121022,0
X601166.CH.EQUITY,0,0,0.0668342466090482,0,0,0.142309186580598,0.0128620222898807,0,0,0,0,0,0,0,0,0,0.221891488730698,0,0,0,0,0,0,0,0,0,0.0973192595964046,0,0,0,0,0,0.374839489357721,0,0.188138993402453,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395899207566692,0,-0.118221186615992
