,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.129858260876575,0,0.0559259000306669,0,0,0,0,0,0,0,0.364283153917586,0,0,0,-0.0343257429001877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465631144200419,0,0,0,0,0,0,0.249664934960032,0,0,0,0,0,0.0725965040585046,0,0,0,0.0128334557827112,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0,0
X601939.CH.EQUITY,0.221142594141949,0,0,0.255968574236491,0,0.148199462966116,0,-0.0489858939334043,-0.0289534829092979,0,0,0,0,0,0.0320305571429072,0,0,0,0,0,-0.00975760844582045,0.0635234159755946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487388433137232,-0.0956219341589598,0,0,0.0178343239803872,0,-0.0385467216043902,0,0,0.0344953712045769,0,0,0
X601288.CH.EQUITY,0.413241305193717,0,0.194875976617282,0,0,0.154091453758663,0,0,0.0263566788150368,0,0,0,0,0.0413871387193398,0,-0.118188648733688,0.0482404293534818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203171020541872,0,0,0.0386844426876959,0,0,0,0.156265905288084,0,0,0,0,0,0,0,0,0,0.178653769969646,0,0
X5.HK.EQUITY,0,-0.0538776257424328,0,0.222482180110248,0,0.0452472025550982,0,-0.214147994510378,0,0,0,0.0675981658951752,0.0412951648179511,0,0,0,0,0,0,0.679315244143293,0,0,0,0,0.169352773516866,0,0,-0.0604224994054255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217537375270253,0,0,-0.0832792214580492,0,0
X601988.CH.EQUITY,0.140630070447692,0,0.125685779962025,0.149425448382638,0,0,0,0,0.100393215026981,0,0.102030578200456,0,0,-0.24195046931397,0,0,0,0,0,0,0,0,0.0697232643784277,0.250648255851463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113197517701958,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0102419011191204,0,0,0,0,0,0.102975121416774,0,0,0,0,0.0536671870694251,0,0.295765656232832,0.23930835793203,0,0,0,0.11512893352469,0,0,0,0,0,0,0,0,0,0,0.0655075443875673,0,0,0,0,0,0,0,0,0,0,0,0.0366144033478309,0,0,0,0,0.0878533193343743,0,0,0.00245391404453741,-0.0420687580167167
X1299.HK.EQUITY,0,0,0,0,0,-0.00308301682924962,0.0103272682603139,0,0,0,0.209828096320991,0,0,0,-0.141523886511841,0,0,0,0.335586145537651,0.23900737589712,0,0,0.020196317943557,0,0,0,0,0.15307571204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607821849062858,0,0.121173626814739,0,0,0,0,0
X601628.CH.EQUITY,0.285258695925449,0.281034973566411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823424350373413,0,0,0,0,0,0,0,0,0,0.0477032966930778,3.73072197921483e-05,0,0,0,0,0,0,0.0999975785694635,-0.0408080523755885,0,0,0,0,0,0,0,0,0,0.0514771094531481,0,-0.187626249057278,0,0,0.222198226269687
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
