,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.444401366080801,0.092484372497741,0.0833220423168696,0,0,0,0,0,0,0,0,0,0,0,0.0407850577538721,0,0,-0.0855359992175679,0,0,0,0,0.0782737759529396,0.0687753308549154,0,0,0,0,0,0,0,0.0542847387044626,0,0,0,0,0,0.0698750627701733,0,0,0,0,0,0.0539093967721901,0.268746745467991,0,-0.119548363115572,0
X601318.CH.EQUITY,0,0,0,0.0669070281770964,0,0,0,0,0.128060295804219,0,0,0.0835974776209024,0.109737439950843,0,0,0,0,0,0.110383858645378,0,0.233036229402613,0,0.0521917730914225,0,0,0,0,0,0.0370829278496359,0,0.102723833572264,0,0,0,0,0.0197671098988746,0,0,0,0,0,0,0,0,0.0722709534544473,0,0,0,0,0,0,0.107804001418364
X601939.CH.EQUITY,0.0151399193278522,0,0,0,0.361062058050191,0,0,0,0,1.73472347597681e-18,0,0.22663638467933,0,0.00609965333972709,0,0,0,0.148016283613893,0,0.0756788588052369,0,0,-0.104085831669786,0.223019229920134,0.240141287650423,-0.0592490669445601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405113890825579
X600036.CH.EQUITY,0,0.159501334494404,0,0,0,0.0480746286924705,0.0986331730866288,0.101067070685565,0,0,0,0,0.161205856133311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35581799281614,0.0450814143634801,0.0618090131847423,0,0,0,0,0,0,0,0,0,0.0416809306422354,0,0.0684723830681549,0,0,0,0,0,0,0,0,0,0,0.0511978845555217
X601288.CH.EQUITY,0.130952770293648,0,0.0689795372453489,0,0,0.136363004721366,0,0.41348218734348,0,0,0,0.101286333055907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675289040786035,0,0,0,0,0,0,-0.0219704380569183,0,0,0,0,0.0174665058396637,0,0,0.125808059523627,0,0,0,0,0,0.0933930116779123,-0.11031672572874
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.113273867394839,0,0,0,0,0,0,0.127700005492891,0,0,0,0,0,0.0896247376565989,0,0,-0.0435591895686038,-0.116580115143758,0,0,0,-0.0256189883034828,0.293559942740374,0,0,0.537842084833008,0,0,0,0,-0.0714907791512626,-0.0334896701718407,0.175242008823658,0,0,0,0,0,0,0,0,0,0.0960261906350414
X1299.HK.EQUITY,0,0,-0.111529160012843,0,-0.0425396967001907,0,0,0,0,0.214647784674271,0,0,0,0,0,0.0888838087654367,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0142681570907487,4.33680868994202e-19,0,0.085031175340773,0,0.28609559587837,0.221350527588613,0.158588207729738,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.020123582258753,0.0945782037223687,0.21656805480871,0.107248904598765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305237162940967,0,0,0,0,0.0215009944169805,0,0.229919929517089,0.0933661760906993,0,0,0,0.16204629547698,-0.129625506195593,0,0,0,0,0,0,0,0.0748512886626078,2.16840434497101e-19,0,0,0,0.0147140044023674,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.114514407736877,0,0.0808668440933445,0,0,-0.0402503326041668,0,0,0,0,0,0,0,0,0,0.0909252063360636,0.127467053775153,0,0,0,0.197015873694056,0,0,0.0151538711469319,0,0,0,0,0,0,0.0277457482106987,0,0,0.322827849301596,-0.0501089957450085,0,0,0,0.134270347106387,0,0,0,0.0885889198552914,0,0,0,0
X388.HK.EQUITY,0,0,-0.162982373117332,0,0,0,0.119664135220715,-0.120748838662304,0,0,0,0,0,0,0.242793522507598,0,0,0,0,-0.0908524669809946,0,0,0.223110708488284,0,0,0.205505513301623,0,0,0,0,0,0.151144735834488,0,0,0,0,0,0,0,0.115244826270695,0,0,0,0,0,0.0450306627197872,-0.100990749762366,0,0,0,0.147915565318152,0
