,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.300114180138539,0,0.397752572323833,0,0,0,0,-1.73472347597681e-18,0,0.0897931999543896,0,0,0,0,0,0,0,0,0,0.0459696390172287,0,-0.053818115685549,0,0,0,0,0,0,0,0.0258358502597916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209393707451034,0.0550973583455683,0,0.10577253450194,0
X601939.CH.EQUITY,0.373538549673381,0,0,0.24320789498829,0,0,-0.087806633359642,0,0,0,0.0244851638473971,0,0.17382643254323,-0.0644272586772195,0,0,0,0,0,0,0,0,0,0,0,0.0030322068809384,0,0,0,0,0,0,0,0,0,0,0,-0.0127283023076422,0,0,0,0,0,0,0,0,0.213086204615724,0,0,0,-0.0239098191095805,0
X601318.CH.EQUITY,0.0238766222102825,0,0,0,0,0,0,0,0,0,0.257268719686473,0,0,0,0,0,0,0,0,0,0.178937085270962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192879330794717,0,0,0,0,0,0,0,0.0601294247612293,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.313391131667917,0.138144428381883,0,0,0.1318684870026,0,0,0,0,0,0,0,0.0122595943095881,0,0,0,0,0,0,0,0.16070797666615,0,0,0,0,0,0,0,0,0,0,0,0.036783751855583,0,0.017237222982131,0,0,0,0,0,0.100086156945012,0,0.0734723723909837,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0738722655259588,0,0.438360641894022,0,0,0,0,0,0.271059252085045,0,0,0,0,0.100099186732947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147028146229192,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0177128471777067
X600036.CH.EQUITY,0,0,0.0350771605655424,0,0,0,0,0,0,0,0,0.371415305698398,0,0,0,0,0,0,0,0,0,0,0.0355281764039263,0.124142617726221,0.0245496253593315,0,0,0,0,0,0,0,0.0130979410662018,0.0876378042043958,0,0,0,0,0,0.0546181736472303,0,0,0,0,0,0,0,0,0.279390810034743,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0849346732307169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554127791957809,0.245365968960878,0,0,0.130143168143706,0,0,0,0.134494753242972,0,0,0,0,0,0,0,0,0,0,0,0.146786708135111,0.0446222158805573,0,0,0
X5.HK.EQUITY,0,-0.151898187854072,0,-0.144945405621891,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,1.2052013296248,0,-0.759018769250474,0,0.478248182821231,-0.039730140676307,0,0,0,0,0,0,0,0,0,0,0,0,0.447620056578811,0,0,0,0,0,0,0,0,0,0.106171713837373,0
X601628.CH.EQUITY,0,0.0315182337845361,0,0,0,0,0,0,0,0,0,0.182490733773818,0,0,0,0,0,0.128957463382434,0,0,0,0,0,0,0,0,0,0,0.172863440258386,0,0,0,0.0680766799188749,0,0,0,0,0,0,0,0,0,0.192569564619112,0,0,0,0.038526258490441,0,0,0,0.0660094994921408,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089404974367931,0.274939340978509,0.0710456524731432,0,0,0.332375143823573,0,0,0,0,0,0,0,0.0803812730947749,0,0,0,0,0.132876375218572,0,0,0,0,0,0,0,0,0,0,0
