,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.436671341326042,0,0,0,0,0,0,0,0,0,0,0.334698870541425,0,0,0,0,0,-0.0398888456754352,0,0,0,0,0,0,0,0,0.0648640536167239,0,0,0,0,0,0,0.00484410515029459,0,0,0,0,0,0,0,0,0.00985881714425422,0,0.127469500492498,0,0,0,0
X601939.CH.EQUITY,0.280450144703291,0,0,0,0,0,0,0,0,0,0,0.136534459501423,0,0.383888927254189,0,0,0,0,0.0691600859345637,0,0,0,0,0,0,0,0,0,0,0.017319764929412,0,0,0,0,0.0749420972005874,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.203574170514441,0,0.0843632843223256,0,0,0,0,0,0,0,0,0,0,0.29894509879545,0.0695380037543837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146902575110504,0,0,0,0,0,8.67361737988404e-19,0,0.121915453030217,0,0,0,0,0,0,0,0,0.0214649752902521,0,0
X601288.CH.EQUITY,0.320703232179623,0.125025756852302,0,0,0.381523663847587,0,0,0,0,0,0,0,0,0,0.0963257992033858,0.0372879277483513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X601988.CH.EQUITY,0,0,0,0.177207029704205,0,0,0,0,0,0,0.238524366699767,0,0,0.0933894660892347,0,0,0,0,0,0,0,0.0235261386305366,0,0,0,0.0979580366011903,0,0,0.0741664253114623,0,0,0,0,0.101488155466648,0,0,0,0,0,0,0,0.0650783291457499,0,0,0,0.0492191312640952,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.330627478138473,0,0,0.185519941086022,0,0,0,0,0.609077541931279,0,0,0,0,0.517712148911431,0,-0.683996244220699,0,0.111228431052637,0,0.199333044881923,0,0,0,0,-0.150598455947678,0,0,0,0,0,0.0510845038876869,0,0,0,0,0,0,0,0.176153151303798,-0.00459007455595413
X600036.CH.EQUITY,0.0978083196798581,0,0,0.0547784864342118,0,0,0,0.0180697871811621,0,0,0,0.0218151423754553,0,3.46944695195361e-18,0,0,0,0,0.0137070078003058,0.0800181850823569,0,0,0,0,0,0,0,0,0,0,0.0978520796501804,0.114020699316095,0,0,0,0.203229894598388,0.0268266170187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0799828213478842,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0356969067552907,0,0,0,0,0,0,0,0,0,0.0258131360756836,0,0,0,0,0.168474921283402,0,0,0.0551999200209873,0,0.0967093254545949,0,0.107512108152032,0,0,0,0,-2.77555756156289e-17,0,0,0.0541779257176074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369881342013957,0,0
X601628.CH.EQUITY,0,0.284699711756669,0,0.136422510660191,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0154893206103736,0,0,0.0582693593724198,0.0294378002334119,0,0,0,0,0,0,0,0,0,0.193246466159093,0,0,0,0.016396078814115,0,0,0,0,0,0,0,0,0.112270789094897,0,0,0,0,0,0,0.012658259921054,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0978851814897198,0,0,0,0,0,0.193119225513225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741102527457638,0,0,0,0.0881807720071542,0.261467254737397,-0.266566731027087,0,0,0,0,0.378101155737703,-0.0213091040733368,0,0,0,0,1.10212341229814,0,0,-0.492669914039328,0,0
