,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.279568438674121,0.11504155770034,0,0.245578033014542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199716321489134,0,0,0,0,0,0,0.0147247329344768,0,0,0.018591789309571,0.0962313313049795,0,0,0,0.0891574291820652,0,0,0,0,0,0,0,0,-0.000881512626313197,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.113363633701322,0,0,0,0,0.184321283957295,0,0,0,0.0342286198048801,0,0.0532004515028771,0.208606707738657,0,0.138027385021242,0,0,0,0.134013049186365,0,0.0203128279964363,0,0,0,0,0,0,0,0.0873679735764195,0,0,0,0,0.0496788051400433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749,0,0
X601939.CH.EQUITY,0.544803400207602,0.0152431527693246,0,0,0,0,0,0,0.132614115768135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130368709021476,0,0,0,0,0,0,0.0121735735727936,0,0,0.0856035638876343,0,0,0.137642336329388,0,0,0,0,0,0,0,0,0,0.138042678920945,0.193556688152313,0.0449636380500471,0
X601288.CH.EQUITY,0,0,0,0.15745605900594,0,0,0.482986572199068,0,0,0,0.00742669365938323,0,0.0296546947515248,0,0,0,0.0716035019362818,0,0,0.0642063926669631,0,0,0.0663139481343376,0,0,0.0587049963087034,0,0,0,0,0,0,0.123243645741704,0,0,-0.0340884965081406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021473989207549,0,0
X1299.HK.EQUITY,0,0,0.0201750596460699,0,0,0,0,0,0.0724883914724666,0.264729636240361,0,0,0,0.143697273912806,0,0,0,0,0,0,0.188656020604458,-0.250180570034863,0,0,0,0,0,0,0,0.113345354840301,3.46944695195361e-18,0,0,-1.0842021724855e-19,0,0,0,0.0356063282285069,0,0.144649977382022,0,0,0,0,0,0,0.233867313949875,0,0,0.0235549077012081,0,0
X601988.CH.EQUITY,0.191595901627568,0,0,0,0.34949154834907,0,0,0.078101419431448,0,0,0,0.0603594992690851,0,0,0,0,0,0,0.12040360236536,0,0,0,0.0943924218862805,0,0,0,0,0,0,0,0,0,-0.203909627935039,0,0,0,0,0,0,0.0534768016475879,0,0,0,0,0,0.0724570735289817,0,0,0,0,0,-0.0710911334682811
X601628.CH.EQUITY,0,0,-0.013279366743831,0,0,0,0,0,0,0,0,0,0,0,0,0.142733739596796,0,0,0.198117883649316,0,0,0,0,0,0.071265193837479,0,0.0497944241980889,0,0,-0.052526780274649,0,0.0417176814161451,0,0.0694475216034846,0.330558169457504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.150917008986688,0,0.0849101101210179,0,0,0,0,0,-0.143471862419507,0.0862386683214812,0.0543320370877965,0,0,0,0,0,0,0,0,0,0,0,0,0.25254905926768,0,0,0.136426950071889,0,0,0,0,0.0457175638044161,0,0,0,0,0,0.217030910319004,0,0,0,0.0950564526833416,0,0.110499771598731,0,0,0,0,0,0,-0.0307172328553543
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0382602093294884,-0.142158472985217,0,0,0,0,0,0,0,0,-0.247056243460915,0,-0.176400935951526,0,0.193580062494142,0,0.231569808205422,0,-0.176676592216248,0,0,0.164849034592811,0,0,0.493802681811356,0,0,0,0
