,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.365855791491414,0,0.294243330009434,0.00377304483989625,0,0.181058128972943,0,0.126407465512749,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.114495339702251,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.104965437498691,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-1.38777878078145e-17,0,0.0211965846677136,0,0,0
X601939.CH.EQUITY,0.317515933051455,0,0,1.38777878078145e-17,0,0,0,0,0.058385188610886,0,0,0.0937068280047904,0.330573814153934,0,0,0,0,0.0931535572976417,0.0852827501218428,0,0,0,0,0,0,0,-0.116877989601775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129862458766233,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.155981879398989,0,0.114023862521182,0,0.0668758960094502,0.21618385165475,0,0,0,0,0,0,0,0,0,0,0,0.0243967993777455,0,0,0,0,0,0,0,0,0,0,0.0747682147036347,0,0,0,0.0820755752751366,0.230360831893101,0,0,0,0,0,0.00224282969347154,-3.46944695195361e-18,0,0,0,0,0
X601288.CH.EQUITY,0.402965688145825,0,0,0,0.414315547222958,0,0,0,0,0,0.0606970717607693,0,0,0,0,0,0.0746749551419046,0,0,0,0,0,0,0,0,0,0,0,0.03619649312721,0,0,0,-8.67361737988404e-19,0,0,-0.0132033705113908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.255124284255656,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.194826328014888,0,0.192392948911608,0,0,0,0,0,0,0,0,0.00498699435411946,0.100004693961729,0,0,0,0.0183411245375037,0,0,0,0,0,0,0,0,0.133373439995242,0,0,0.0851559245143935,0,0,0,0,0
X5.HK.EQUITY,0,-0.17265419422018,0,0,0,0,0,0,0,0,0,0,0,0.185557259062855,0,-0.00519431367460675,0.186202686289436,0,0,0.509755920162266,0,0.0186028155927857,0,0,-3.46944695195361e-18,0.450226156375116,0,-0.567553618964437,0,0,0,0.323018844136566,0,0,0,0,0,0,0,-0.0509303009980875,0,0.0779854326642453,0,0,0,0,0,0,0,3.46944695195361e-18,0.134894858671622,-0.0996494132966121
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.237830797870264,0,0,0,0.281271885067925,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0188944807554171,0,0,0,2.77555756156289e-17,0.194688157387701,0,0,8.67361737988404e-19,0,0,0,0.0270818219288317,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.290887666066806,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0419785611774601,0.017333620392623,0,0,0,0,0,0,0,0,0,0.140215297681286,0,0,0.166626148381835,0,0.057359360947946,0,0,0,0,0,0.100875772440937,0,0,0,0,0,0,0.18448704208381,0,0,0,0,0,0.0105701413928766,0,0,0,0,0,0,0,0,0.177955275264703,0,0
X601628.CH.EQUITY,0.0440704939145209,0.0432863464416863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139178911174751,0,0,0,0.218689319555449,0,0.157633581298815,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0772171011070312,0,-0.0216388757824315,0.158016542271439,0,0,0,0,0,0,0,0,0,0,0.0483121515566656,0
X601658.CH.Equity,0,0,0,-0.0037624741727839,0,0,0,0,0,0,0,0,0,0.0719409542267711,0,-0.23568502499764,-0.351228833094588,0,0,0,0,0,0,0,0,0,0,0,0,0.17723700839449,0,0,0.207763806595132,0,0,0,0,0,0,0.425583445766515,0.0742009942070603,1.73472347597681e-18,0,0,-0.120091480526754,0,0.456475674508833,0,0,0,0,-0.144203799523333
