,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.219126904486708,0,0.406413543400473,0,0,0,-0.0117958222194224,0.162464588343232,0,0,0.0731461363403112,0,0,0,0,0,0,0,0,0,0,-0.0780880919271028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056771077190239,0,0.00658533963632956,0,0.122292219260166,0
X601939.CH.EQUITY,0.352673112967255,0,0,0.285825524808597,0,0,-0.0959234354663046,0,0,0,0.00277036991970497,0,0.139758993358288,-0.0642842012990163,0,0,0,0,0,0,0,0,0,0,0,0.0315931046277432,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.2012163837913,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0,0
X601288.CH.EQUITY,0.46345706313778,0,0,0,0.251220862842494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994102305503112,0,0,0,0,0,0,0,0,0,0,0.0244440293559572,0,0.0318188224252258,0,0,0,0,0,0.0136116829402331,0,0.0720878420063644,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0739119973219621,0,0.441058125011137,0,0,0,0,0,0.272471528777965,0,0,0,0,0,0.100020762355372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147154843356127,0,0,0,0,0,0,0,0,0,0,0,0.0173871891713403
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.11802680757308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471586694117622,0.203737224356371,0,0,0.0586832788600493,0,0,0,0.195131682528044,0,0,0,0,0,0,0,0,0,0,0,0.197601217403139,0,0,0,0
X5.HK.EQUITY,0,-0.178159774837157,0,-0.105993568519646,0,0,0,0,0,0,0,0,0,-0.036647858838937,0,0,0,0,0,0,0,0,1.23226224926375,-0.794692086155544,0,0,0.427560069667156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435827770503671,0,0,0,0,0,0,0,0,0,0.101906642785099,-0.0821560650974981
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.221211631485417,0,0,0,0,0,0.0714615906287882,0,0,0,0.266294682450934,0,0,0,0.0865897236338608,0,0,0.0405148948480143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871597164688397,0,0,0,0,0,0,0,0.0344557175944147,0
X601658.CH.Equity,0,0,0,0.0984763356290978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324946729562182,0,0,0,0,0,0,0.36428394585903,0,0,0,0.132485762856496,0.0594000396351823,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0
