,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0660919671662012,0.0622501500903978,0,0,0,0,0,-0.0965386921136227,0,0,0,0,0,0,0,0,0,0,-0.138329643572065,0.0742255789982209,0,0.507713288409479,-0.148153458147415,0.501418781619398,0,0,0,-0.0604870124137909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278784209312908
X601318.CH.EQUITY,0,0,0,0,0,0.331850082383959,0,0,0,-0.0485378805265791,0,-1.38777878078145e-17,0.000725390637503054,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0860584260227343,0.0687268381019569,0,0,0,0,0.206544554123548,0,0,0,0,0,0,0,0,0,0,0,0,0.0779470942696008,0,0,0.0587880000842195
X601939.CH.EQUITY,0,0.0818942644704075,0,0.802212441063778,0,0,0.00154196097143715,0,0,0.0438363919248321,0,0,-0.0103283381113735,0.0144849675389176,0,0,0,0.0800813185351617,0,0,0,0,0,0,0,0,0.0256946798496799,0,0,0,0,0,0,0,0,0,0,0.0686879064148645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.916608748423795,0,-0.0575659824610478,0,0,0,0,0,0,0,0,0,0,0.0101250067778213,0,0,0.146875374533519,0,0,0,0,0,0,0,0.0287861799503654,0,0,0,0,0,0,0,0,0.0088847227714802,0,0,0,-0.0800291983234255,-0.0929186316235924,0,0,0,0,0.0289240412980122,0,0,0,0,-0.0405666063113501,0
X601628.CH.EQUITY,0.0122369065468674,0,0,0,0,0,0,0,0,0.260189780659269,0,0.154845109147911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365257489422404,0,0,0,0,0,0,0,0,0,0,0.568566857359133,0,0,0,0,0,0,0,7.22408276745515e-05,0,0.301499356696163,0,0,0,0.0829625453431907
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0
X601988.CH.EQUITY,0,0,0,0.07917324514597,-0.0287147438142002,0,0,0,-0.0381980719438581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462686586148573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.000849721531540781,-0.120305720269729,0,0.99142133744184,0,0,0.0170322785592823
X1299.HK.EQUITY,0,0,0,0,0.066952131730447,0,0,0,0,0.186149774508818,0,0,0,0,0,0,0,0,0,0,0,0.307425938075163,0,-0.0384646596392044,0,0,0,0,0.0718135487896194,0,0,0,0,0.152467508783047,0,0,0.108370463006823,0,0.0433458491059407,0,0,0,0.10651530708366,0.0400690799992658,0,0,0,0.125541333473511,0,0,0,0.0297330803101576
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414683402713954,0,0,0,0,0,0,0,0.113915533012271,0,0.418080237822291,-0.0221743322244792,0.0456286137771507,0,0,0,0,0,0,-0.189896725996077,0.191360151227597,0,0,0,0,0.0307310178382919,0.020172532272701,0,0,-0.194284852673275,0,0,0.253105859886138,-0.0771212477955667
X388.HK.EQUITY,0,0,0,0,0.229143187727945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132174750825597,0.260393245814539,0,0,0.113305025919009,0,0,0,0,0,0,0,0,0.113364150797202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207426448246332,0,0.251397552426934
