,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.210082415890904,0,0.20198222764866,0,0,-0.0691789310214204,0,0,0,0,0,0,0,0,0.113855575063602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063659530408409,0,0,0,0.0402939741658883,0,0,0,0,0,0,0,0,0.277574324664,0,0,-0.0682906956770139,0
X601318.CH.EQUITY,0,0,0,0,0,0.0640083265636681,0,0.149675263595528,0.0369485140964235,0,0.0251605794955309,0,0,0.206204584405769,0,0,0,0,0,0.302890548453507,0,0,0,-0.0336877614893093,0,0,0,0,0,0,0.0377679679522936,0,0,0,0.17434241531419,0,0.052736908582182,0,0,0,0,0,0.0257022630301626,0,0,0,0,0,0,0,0,0.142608837923333
X601939.CH.EQUITY,0,0,0,0,0.142969669326856,0,0.322218998049654,0,0,0,0.0723544165577865,0,-0.149549475091594,0,0.0123583552170971,0,0,0,0,0,0.0836879991337209,0,0.540274749762343,0,0,0,0,-0.0338977920804403,0,0,0,0,0,0,0,0,-0.0378578841212629,0,0,0,-0.0195583089788418,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.120855826262516,0,0,0,0,0,0,0.267686200821589,0,0,0,0,0,0,0,0.050963611086935,0,0,-0.200556633410956,0.00830659599762009,0,0.0597188808388466,0,0,0.390745447338746,0.270297489629172,0,0,0,0,0,0,0,0,0,0,0.11665005499275,0,0,0,0,-0.0298143111644925,0.0329757849022889
X601288.CH.EQUITY,0.083620564811884,0,0,0,0,0,0,-0.0116156171658821,0,0.0110746719378898,0,0,0,0.0416509130051882,0,0.453516150423504,0,0,0,0,0,0,0.321415787525109,0,0,0,0,0,0,0.000662643293675421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261103275462649,0,0,-0.015708048009292,0,0,-0.060461074902393
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.200250185962722,0,0,0.208547503324511,0.311925720600941,0,0,0,0,0,0,0,0,0,0.163448174468218,0,0,0,0,0.17506451315982,0,0,-0.0295948699722008,0,0,0,0,0,0,0.0851888478051891,0,0,0,0,0,0,0,0,0,0,0,0,-0.153358975803056,0,0,0,0,0,0,-0.0351847734482364,0
X1299.HK.EQUITY,0,0,0,0,-0.135188791169362,0,0,0,0,0.384868284146595,0,0,0,0,0,0,0,0.122299526427589,0,0,-0.0577456152269643,0,0,0.149305020158821,0,0.0429212279554579,0.341814254633379,0,0.056306254913092,0,0,0,0,0,0,0,0,0,0,0.0258401223280789,0,0.0602787269005643,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.0186998198037929
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623496447723328,0,0,0,0,0,0,-0.153061055383073,0,0,0.027411363271197,0,0.0161648459545624,0,0,0,0,0.124450016811116,0.448636695386193,0,0,0,0.134098222612507,0,0,0,0,0,0,0,-0.175575725789517,0,0.257703337008315,0,0.232538830436241,0,0,0,0,0.174224179027176,0,0,0
X388.HK.EQUITY,0,0.0622410501056071,0,0,0,0,0,0,0,0,0,0,0,0.0476753653499767,0,0.148609075896611,0,0,0,0,0,0,0,0.00909074424319322,0,0,0,-6.93889390390723e-18,0,0,0,0.380549184766992,0,0.099101999201294,0,0,0.0941604069238193,0,0.156665129701048,0,0,0.0140026841962847,-0.21356491355605,0,0,0.341075028680158,0,0,0,0,0.0549589586805476,0
