,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0367341222085249,0,0,0.0789148923724022,0,0.274597803136731,0,6.93889390390723e-18,-3.46944695195361e-18,0,0,0.136806878125766,-3.46944695195361e-18,0,0,0.126881843579091,0,0,-0.00919932559241871,0,0,0,0,0,0,0,0.0303680728753315,0.257191829601881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0421831122427453,0,0,0,0
X601939.CH.EQUITY,0.00627125911067173,0,0,0.184070023697042,0,0,0,0,0,0,0,0.372955845424558,0,0.252137579994388,0,0,0,0,0,0,0.0693123687356814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661307292611968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.188557772722466,0,0,0,0,0,0,0,0.201454810722364,0,6.93889390390723e-18,0,0,0,0,0.29818048997078,0,0,0,0.123781339384667,0,0,0,0,0.0233062637493955,0,0,0,0,-0.0362000530463454,0,0,0,0,0,0.0923722660436164,0,0,0,0,0,0,0.0270387045570191,0,0,0,0,0,0,0.10380489538127,0,0
X601288.CH.EQUITY,0.345322500604416,0.0242380557893991,0,0,0.492558322254039,0,0,0,0,0,0,0,0,0,0.0318829912149349,0.00782545593926,0,-0.0303171795641292,0,0,0,0,0.0141663065176417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100779241877236,0,0,0
X601988.CH.EQUITY,0,0,0.189863224437242,0,0,0,0,0,0,0,0.130997172205897,0,0,0,0,0.0256429204241041,0,0.0903253190020364,0,0,0,0,0,0,0.0398516866514058,0,0,0,-6.93889390390723e-18,0,0,0.152821025227769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212454613083561,0,0,0,0.124690902522824,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.298261245620431,0,0,0,0,0.350448628957693,0,0.0858533040301841,0,-2.77555756156289e-17,0,0,0,0,0.579467299967385,0,0,0,-0.712287392644717,0,0.178525753595595,0,0,0,0,0,0,0,0,0,0,0.234402895853024,0,0,0,0,0,0,0,0,0,0,-0.0135193759375253,0.175270856788917,-0.0507775803578746
X600036.CH.EQUITY,0,0,0,0.060787478973243,0,0,0,0.0924002136329321,0,0,0,0,0,0,0,0.135498838506136,0,0,0.123238459504314,0,0,0,0,0,0,0,0,0.0542621940528318,0,0,0.190750947961103,0,0.230587666419876,0,0,0.0415644601389825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00855377276512646,0,0,0,0,-6.93889390390723e-18,0,0,0,0.131459863799548,0,0,0,0,0.106605366030656,0,0.16785225130154,0,0,0,0,-1.73472347597681e-18,0,0.168755403257649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358994763871804,0,0,0
X601628.CH.EQUITY,0.26197464606182,0,0,0,0,0,0,0.0724019493647222,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0512090471426791,0,0,0,0,0.116939450001723,0,0,0,0,0.25981149224105,0,0,0.0626647916513796,0.109841756728949,0,0,-0.142466253420088,0,0,0,0,0,0,0,0,0,0,0.124474019066556,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.115684577811295,0,0,0,0,0,0.186449430915208,0,-0.105849021626469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770457666662942,0,0,-0.225378348160623,0,0,0,0,0,0,0.693024089912324,0,0,0,0,0,0,0.468291145598564,0,-0.161692356559555,0,0,0
