,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172572232644804,0.200390666853225,0,0,0,0,0,0,0,0,0,0,0,0.044488420344616,0,0,-0.191125087256556,0,0,0,0,0,-0.291050917431147,0,0.0487637862442474,0,0.865870248347544,-0.151665678722186,0,-0.0998559653752573,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.270299573459983,0,0,0,0,0,0,0.102553202506794,0,0.116377550969643,0,0,0.0903743458617414,0,0,0.0262404017584818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153241549892999,0,0.014244352431336,0,0.298104234199822,0,0,0,0,0.0344090267297322,0,0,0,0,0,-0.115623619672558
X601939.CH.EQUITY,0.197151436401355,0,0,0,0,0,0,0,0,0.161737277160593,0,0,0,0,0,0,0,0.0807206698304088,0,0,0,0,0,0,0,0,0,0,0,0.103110901049794,0,0,0,-0.0879993555259193,0,0,0,0,0,0.449661393023294,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0459792370101815
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.550595110126335,0.293633042880829,0.0858082952210917,0.565133774281458,0,0,0,0.272119255385802,0.118609229342927,0,0,0,0,0,0,0,0,-0.362612113837597,0,0,0,0,0,0,0,-0.755354427557548,0,0,0,0,0,0.0226240601992317,-0.367328124243132,0,0.289637225363275,0,0,0,0,0.393297089478666,1.73472347597681e-18,0,0,0
X5.HK.EQUITY,-0.0177381415560754,-0.105109993018613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519422453719005,0,0.0332023425347955,0.538861959473899,0,0,0,0,0.0905660231341473,0,0,0,0,-0.18707873573805,-0.0524136445298664,-0.0754112021647907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248701725927819,0,0,-0.164999010631826,0,0,0
X601988.CH.EQUITY,-0.354420668534258,0,0,-0.0305178148510688,0.481216701075954,0,0,0,0,0,0,-0.000161999226414924,0,0,0,0,0,0,0,0.755356816533519,0,0,0,0,-0.0671211135013906,0,0,0,0,-0.524340593153611,0,0,0,0,0,0,0,-0.062434204642167,0.0797723967767093,0,0,0,0.134961965384884,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0714971028203554,0.388447626638415,-0.0700914184363866,0,0,0,0,0,-0.0424408785908126,0.484964228577048,0,0.220871651330186,0,0,0,0,0,0,0,0,0,-0.123632587138501,0,0,0.241728658879475,0,0,0.0858615549853259,0,0,0.0556059345949355,0,0,-0.31525399396885,0,0,0,0,0,0,0,0.2330098798945,0,0,0.127361686289956,0,0,0,0,0,0.0686531032975729
X1299.HK.EQUITY,0,0,0,0,0.13057058974212,0.0115587733715728,0,0,0.132779903979434,0,0,-0.0823911990402559,0,0,0.142469034460942,0.0301322524024998,0,0,0.0508295575550791,0,0,0,0,0,0,0.151392228960924,0,0,0,0,0,0.146672726127964,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.00567987950204569,0,0
X601628.CH.EQUITY,0,0.0295316106757572,0.0539378188981071,0.0359899551258629,0,0,0,0,0,0,0.0426561876626513,0,0,0.362167586286007,0,0,0,0,0,0.0797007160403892,0,0,0,0,0,0,0,0,0,0,-0.0301170896881448,0,0,0,0,0.190105866999393,0.131874472237203,-0.0338870937194883,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.12532657798132
X601328.CH.EQUITY,0,0,0,0,0,0,0.41363278406532,0,0,0,0,0.0617907452617615,0,0,0,0,0,0,0,0,0,0,0.0375327530255193,0,0.230629272118484,0.174192640872264,0,0,0,0,0,0,0,0,-0.122452114026613,0,0,0,0,0,-0.109049353792756,0,0,0.123695828081165,0,0,0,0,0,0,-0.207769887424472
X601166.CH.EQUITY,0,0,0,0.25893374906731,0,0,0,0.054318960699516,0,0,0,0.263730942782262,0,0,0,0.00851036360137245,0,0,0.00740826233101527,0,0,0.140984450829133,0,0,0,0,0,0,0.130431322171878,0,0.0444384238641728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.413674156327024,0,0,0.209756048784351,0.0399560497482028,0,0,0,0,0,0,-0.308955535094982,0,0,0,0.135343288923639,0,0,0,0.235021469695075,0,0,0.0509865578770493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236358882442739,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.020048100596261,0,-0.0544908733568894,0,0,0,0,0,-0.0861642710331697,0,0,0,0.360134169294048,0,0,0,0,-0.0791013730895308,0,0,0,0,0.16198956122826,0,-0.0639641116718817,0,0.00756705292142842,0,0,0,0,0,0,0,0.351046463435552,0,0,0,0,0,0.103223366175503,0,0,0,0,0,0,-0.112269346676692,1.73472347597681e-18,0
X601601.CH.EQUITY,0,0,0,-0.172882307227408,0,-0.0507320665598236,0.0266767006547389,0,0.719774957343966,0,0,0,0.0121127407571333,0,0,0,0,0,0,0,0,0,0,0.0487412262113734,-0.0726948764878605,0,0.16010541846284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134382179853805,0,0.0804352112599323
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0660039078431453,0,0,0,0,0,0,0,0,0,0,0,-0.0838062812207133,0,0,0,0,0,0.239732218853896,0,0,0.0261895797700301,0.0547444502482414,0.225860827029542,0.260192561046189,0,0,0,-0.0599235505179651,0,0,0.400992617240669,-0.00933400832001394,0,0,0,0,0.0457718549327756,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,-0.0806570399013672,0,0.285673471326949,0,0,0,0,0,0,0,0,0.182825110144369,0,0,-0.262511297380734,0,0,0.333293540678489,0,0,0,0,-0.108256671101003,0,0.308841465593144,0,0,-0.104550430160158,0.374530959765589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262503165140785,0,0.013287792707131,0,0,0,0
X11.HK.EQUITY,0.103807465048721,0,0,0,0.288402356654031,0.0874011564070199,0.0789659219218241,0,0,0,0.0219477694906272,0,0,0.0678413317261306,0,0,0,0,0.190836449831895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204196189128928,0,0.0133693323039299,-0.0175523095236384,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.240465881447989,0,0,0,0,0,-0.0364709197053882,0,0,0,0,0,0,0,0.163907382213015,0.118022415387134,0,0.0864682366024833,0,0.0591426503352349,0.226991015965952,0,0,0,0.159031132385827,0,0,0.0995297611350165,-0.0902253527379351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256356881404618
X2388.HK.EQUITY,-0.0910326835261731,0.0391190276111116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142858136615596,0.466835762021714,0.0817641905493807,0,0,0,0,0,0,0.291893549231794,0,0.135730570703156,0,0.0549050455118094,0.126093153657112,0.0681550110518843,0,-0.0138657697323315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.248918160149654,0,0,0,0.110960338433149,0,0.0773129480894238,0,0,0,0,0,0,0,0,0,0,0,0,0.0581151470142282,0.0519807754519976,0,0,0,0,0,0,0.0106227679196411,0,0,0,0,0,0,0.00272967254094468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0319547467959886,0,0,0,0,0,0,0,0,0,0,0,0.0287789218898229,0,0,0,0,0,0,0.0586159399983784,0,0,0,0,0.0309345120473693,0,0,0,0,0,0,0,0,0,0.0838250610945799,0,0.450407681302558,0,0,0,0,0.00299110840446767,0,0,0,0,0.454443947064759,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13725595766286,0,0,0,0.0332801294450841,0,0,0,0.192136786537663,0,0.0568981414967243,0,0,0.22964233230384,0,0,0,0,0,0,0.140171216269331,0,0,0,0,0,0,0,0,-0.127353270584307,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.104515879928273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50283027894528,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0601325794755425,0.185868358247982,0,0.0908108861926513,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326172750731604,0,0.263433777240899,0,0,-0.0208028637556225
X267.HK.EQUITY,0.0561203610555111,0,0,0,0,0,0.0601580966125177,0,-0.0645726806655048,0.0581157436801508,0,0,0,0,0,0,0,0,0.310851158224584,-0.165656570229221,0,0,0,0,0,0,0.142780688637787,0,0.0245731096866639,0,0,0,0,0,0,0,0,0,0,-0.0871306383543229,0.226417954300975,0,0,-0.0147831240559375,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.000890610687394985,0,0,0,0,0,0,0,0,0,0,0,0.360210862604898,0,0,0,0,0,0,0,0,0,0,0,0.28637543183867,0,0,0,0,0.0103118002943672,0,0.100691979555757,0.0514129680932283,0.163475953577432,0,-0.0108485572673146,0,0,0,0,-0.163301893921732,0
X2007.HK.EQUITY,0,0,0,-0.177686705940781,0,0,0,0,0,0.0514414831834282,0,0,0.0684272818350994,0,0,0.0759283722059541,0,0,0.0955031708417904,0,0,0,0,0,0,0.384904903646378,0,0,0,0,0,0,0,0.152225781144302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.22058597499514,0,0.353550604226008,0.422774493876769,0,0,0,0,0,0,0,0.155544221317605,0,0,0,0,0,0,0,0,0,0,0.333511242582473,0,0,0,-0.179460020171262,0,0,0,0,0,-0.104963875650723,0,0,0,0,0.51727005904248,0,0,0,0,0,-0.498253314627773,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0772798060390113,0,0,0,0,-1.38777878078145e-17,0.152872951969372,0,0,0,0,0.233369628166047,0,0,0.324343914459498,0.0531545382140143,0,-0.0522735905534703,0,0,0.107539892965741,0.0161501813754118,0,0.136137978282051,0,0,0,0.102774679278904,0,0,0,0,0,0,0,0,0,0,0,0,0
