,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.313763549278943,0,0,0.0835437649801845,0,0,0,0,0,0,0,0,0.0291065774325118,0,0,0,0,-0.081506351454479,0,0,0,0,0,0,0,0,0,-0.0238360273438681,0,0,0,0.161116345611181,0,0,0,0.00344807232364412,0,0,0,0,0,0,0,0,0.260678978887448,0,0,-0.0566438856048241,0
X601318.CH.EQUITY,0,0,0,0,0.0150637282987555,0,0,0,0.14759954220463,0,0.0523365619490762,0,0.104721863961134,0,0,0,0,0,0.220277013599556,0.231335721398329,0,0,0,0,0.00603677285639379,0,0,-0.0183221909780454,0,0,0,0.0795293544264636,0,0,0,0,0,0.0496370025632341,0,0,0,0,0,0,0.0138832705330739,0,0,0,0,0,0,0.0807121383591862
X601939.CH.EQUITY,0,0,0,0.351666130192157,0,-0.0771744044905142,0,0,0,0,0.0854824206863072,0,0,0,0.0763005357412471,0,0,0,0,0,0.0360693035288126,0,0.608425145973235,0,-0.205775312690413,-0.136341964809845,0,0,0,0,0.00679852125053517,0.0908891348815246,0,0,0,0,0,0,0,-0.122231729258041,0,-0.0269800126514089,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.178502501757394,0,0.1003789105098,0,0.0671814253548659,0,0.286224394541916,-0.0340897453198083,0,0,0,0,0,0,-0.0142026593610887,0.168025753281199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773523888026195,0,0,0,0,0,0,0,0.193967512086952,0,0,0,0,0,0.055020245171796,0
X601628.CH.EQUITY,0,0,0,0.0739449102913984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221696366836311,0,0,0,0.0786441489633675,0,0,0.154098648863375,-0.183562942570089,0,0,0,0.0505678183068019,0,0,0,0.49140844017463,0.0562529038177386,0,0,0,-0.0156665409016053,0,0,0,0,0,0,0,0.0590970309714039,0,0,0,0,0.0462919927255562
X600036.CH.EQUITY,0,0.201653583116574,0,0,0.0915726120714481,0,0.0799462077880179,0,0,0,0,0,0.213267273456239,0,0,0,0,0,0,0,0,0,0,0.316974255433089,0,0,0,0,0,0,0.138876720366827,0,0,0,0,0,0,0,0.0473650436993469,0,0,0,0,0,0,0,0.0308654805119735,0,-0.062277140550314,0,0,0.0111085472617125
X601988.CH.EQUITY,0,0,0,0,0,0.330420568734228,0,0,0,0,0,0,0,0,0,0.505085689227717,0,0,0,0,0.0388705657567161,0,0,0,0,0,0,0,0,0,0.010129037230191,0.14284704475182,0,-0.0681892206858793,0,0,0,0,0,0,0,0,-0.0140454780988915,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.330153284145893,0,0,0,0,0,0,0.0530271265939489,0,0,0,0,0,0,0,0,0,0.0568216150265087,0.0466767401533656,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0537159782755967,0,0.154158068277199,0,0.119837203961995,0,-0.0373453547948917,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456930648956423,0,0,0,0,0,0.094562236979534,0,0,0,0,0.595426377186479,0.0500627992635959,0,0,0.0604032694548648,0.0527052552052883,0,0,0,0,0,0,0,0,0.18098259389522,0,-0.106720980626363,0.0978907962090998,0.0519620289780447,0,0,0.120293180573572,0,0.171310847809683,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.153708558436033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008335412545644,0.468457304519622,0.0743111724048924,0,0,0,0,0.124452422652945,0,0,0.218225057850891,0,0,0,0.0886089454085714,0,0.0462341098771367,0,0,0,-0.207523085860279,0,0.0790643525498873,0.121109981136604,0,0,0,0.0734801401079686,0
X601658.CH.Equity,0.253706132450426,0.125009670718919,0,0,0,0,0,0,0,0,0,0,0.142520945080585,0,0,0.239472640622868,0,0,0,0,0,0,0.00287359434805162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058044674241466,0,0,0,-0.0373011304863889,0.110085665521398,0,0.0387267055131149,0,0,0.0533329486970245,0,0,0
X601166.CH.EQUITY,0,0,0.0248791810890042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641074007832232,0,0,0,0,0,0,0.0783387445041971,0,0,0.00955735336984048,0.339493610222294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251977382929984,0,0.185917478331768,0,0,0,0,0.00789841363731109,0
X000001.CH.EQUITY,0,0,0.0348646639720026,0,0,0.551602791574978,0.0147339047806576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259088372134362,0,0.0596373571016979,0.0766034795042468,0.0112350368047559,0,0,0,-0.269854426453266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125367801029552
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556301507393185,0,0,0.215491034744196,-0.104401078693806,0,0,0,0.189531265533204,0,0,0,0,0,0,-0.0351354640460737,0,0,0,3.46944695195361e-18,0.0520097120964534,-0.000788271674895136,0.0916974377214356,0.0490623314102987,0,-0.00100640719201709,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,3.46944695195361e-18,-0.274094322605453,0,0,0,0.372990919987295,0,0,0.0449335753568311,0,0,0,0,0,0,0,0,0.0238060100746162,0.127482846404829,0,-0.0153970344747319,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290062694876375,0,4.33680868994202e-19,0.329773473137908,0,0,-0.0865644504633124,0,0,0,0,0,0,0,0,0.185662359432631
X601328.CH.EQUITY,0,0.103766773585016,0,0.105753126977006,0,0,0.0837045269452177,0,0,0,0.0350458413618152,0,0,0,0,0,0,0,0.23636211211989,0,0,0.0905408712390428,0,0,0,0,0,0,0,0.167279540699803,0,0,0,0,0,0,0.106011264652923,0,0,0,0,0,0,0,0,0,0,0.0918542263835161,0,0,0.0130726230006742,0
X601066.CH.EQUITY,0,0,0.00409762710952639,0,0,0.0544753273037252,0,0,0,0,0,0.0135659677999131,0,0.695361762795318,0.109114610665225,0,0,-8.67361737988404e-19,0,-0.173473436464792,0,0,0,0,0,0,0,0.0662610757486607,0,0,0,0,0,0,0,0,0,0,0.12880485933307,0,0,0,0,0.0117704504141689,0,0,0,0,-0.0335432990539618,0,-0.02560594888487,0.0269888246947031
X601601.CH.EQUITY,0,0.311821595053798,0,0.133789922689534,0.190442368791944,0,0,-0.00902491129011634,0,-0.0754257233824762,0,0.146185250748244,0.0724459160559298,0,0.0739361843992705,0,0,0,0,0.272978381697055,0,0,0,0.0163766935199375,0,0,0,0,0,0,0,-0.124898417823048,0,0,0,0,0,0,0,0,0,0,0,0,0.0200656723916848,0,0,0,0,0,-0.00783095603754553,0.08585080866402
X600000.CH.EQUITY,0,0.165096906507433,0,-1.73472347597681e-18,0,0.00216620115015567,0,0,0,0,0,0.0110160912908538,0,0,0,0.389054386690076,0,0,0,0,0,0,0,0,0,0,0,0,0.0705424479619402,0.0167628190594685,0,0,0,0,0,0,0,0.0189610720017122,0,0,0,0.0244711803574102,0,0.0102172254529604,0,0.0450823137931236,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.010923903097177,0,0,0,0,0,0,0,0,0,0,0.299190013385488,0,0,0.0303332952437057,0,0,0,0,0,0,0,0,0,0,0,-0.0215041574515009,0.156189230345407,0.208678118852271,-0.0441628557437566,-0.00562367410326386,0,0,0.229071134299298,0,0,0,0,0,0,-0.0528480670264969,0,0,0,0,0,0,-0.0523595085000891,0,0,-0.0461277439361913
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.260095532653653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239586825434899,0.301631706120673,0,0,0,0,0,0,0,0,0,0,0,0.180730369404801,-0.00918775911130022,0,0,0.170891264234074,0,0,0,0.325444084625234,0
