,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137609201641878,0,0,0,0,0,0,0,0,0,0,-0.0977199074074462,0.434742059195496,0,0.688277519968578,0,0.0393178143354516,0,-0.127705597647989,0,0,-0.0822667689503645,0,0.103750117273231,0,0,0,0,-0.135511289100716,0,-0.339565205382488,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0.141539742881255
X601939.CH.EQUITY,0,0,0,0.803161772529642,0.00227487859867972,0.0015118934831625,0.0154941082476783,0,0,0,0,0,0.0107510085938805,0,0,0,0,0,0.0520829024936276,0,0,0,0,0,0,0,0,0,0,0,0,0.0897116095176304,0.04185420135183,0,0,0,0,0,0,0,0,0,0,0,0.0320699397806344,0,0,0.037914116706389,0,0,0,0.0144997985131062
X601288.CH.EQUITY,0,0,0.920376171911077,0,0,0,-0.0678044486395606,0,0,0,0,0,0,0,0,0,0,0.116118920887534,0,0,0,0,0,0,0,-0.0148048796780336,0.0589160450772107,0,0,0,0,0,0,0,0,0,0,-0.103994687372679,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483949134302721,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.116712074853417,0,0,0,0,0,1.16072932923242,0,0,0,0,0,0,-0.125296703317591,-0.0110695344408319,0,0,0.0821475012896677,0,0,0.061357139806289,0,0,0,0,0,-0.218652520711024,0,0,-0.252654338745822,0,0,0,0,0,0.0416642996280718,0,0.0878685057154507,0,0,0,0,0,0,0,0.19001799191311
X600036.CH.EQUITY,0,0,0.386078427224037,0,0,0,0,0,0.0082261201089847,-4.33680868994202e-19,0,0,0,0,0,0.132671563745757,0,0,0,0,0,0,0,0,0,0,0.189960623629776,0,0.016567351020479,0,0,0,0.175114154547875,0,0,0,0,0,0,0,0,0,0,0.0212515950572428,0,0,0,0,0,0.0102660442370822,0.00744002066591801,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0.158529973366047
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0228745569733167,0,0,0,0,0,0,0,0,0.207739592751273,0,0,-0.191743280887987,0,0,0.139753184334962,0,0.0154263557988009,0,0.290955407731181,0,0,0.11507053561875,0,0,0,0,0,0,0,0,0,0,0,0.383790167752213,0,0.0152136878749867,0,0.153433372803082,0.116971505089871,0.111230039285321
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0247432367486236,0,0,0,0,0.402811508924141,0,0,0,0,0,0,0,0,0,0.461948503301123,0,0.0890312822318933,0,0.0172126687621972,0.311225240763141,0,0.0172408588929502,0,0,0,0,0,0,-0.378451444469309,0,0,0.139954800649277,0,0,-0.0592426886560586,-0.103756608819825,0,0,0,0,0.174954541083453,-0.0983456432103655
X388.HK.EQUITY,0,0,0,0,0,0,0.249945274463807,0,0,0,0,0,0,0,0,0,0,0,-0.235433266762387,0,0,0,0,0,0,0.39071183492862,0,0,0,0.063392406839594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221945879236432,0.036699920564259,0,0.0837262141516521,0,-0.220983767946071,-0.0713943879094633,0.0280413026637993
X601658.CH.Equity,0,0,0,0.224225749462976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287481506163583,0,0,-0.100423082018935,0,0,0,0,-0.0683318429541386,0,0,0,0,0.063030454339318,0,0,0,0,0,0,0,0,0,0,0,0.334332690243022,0,0,-0.00186311410010151,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.159298397037908,0,0,0.0140693227265037,0,0,0,0.0296388339682867,0,0,0.0764799692538998,0,0,0,0,0,0,0,0,0,0,0,0.107897296790188,0,0,0,0,0.661627353191223,0,0,0,0,0,-0.0298934608196745,0,0,0,0.0128859209338985,0.0118466185998912,-0.0210914143198526,0.00472045272645279,0,0,0,0,0
