,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.237809439239486,0,0,0.0875599866796308,0,0.239725160467506,0,0,0,0,0,0.128697754714426,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0383072115063547,0,0,0,0,0,0.0939629293837492,0,0,0.0234609026389958,0,0,0,0,0,0,0,0,0,0.107462493619532,0,0,0,0,0
X601318.CH.EQUITY,0.19208661568676,0,0,0,0,0,0,0,0.269846703229829,0,0,0,0,0,0,0,0.367489428799847,0,0.132182426520972,0,0,0,0,0,0,0,0,0.0311260507976664,0,0,-0.0613300792481567,0,0,0,0,0.0448153734276951,0,0,0,0,0,0.00207738061863832,0,0.0335087884426522,0,0,0,0,0,0.0339849119215692,0,0
X601939.CH.EQUITY,0.0609681944253993,0,0,0.271788691367237,0,0.0510912342553811,0,0,0,0,0,0,0,0.429007317601976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044571826473709,0,0,0.066770262966171,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352266645879929,0,0.0262658285678762,0,0,0.488113174331426,0,0,0,0,0,0,0,0,0.030139855746418,0,0,0,0,0,0,-0.0290064085953037,0.0174163619855108,0,0,0,0,-0.00033113524615206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101467601942704,0,0.00344282196549158,0,0
X5.HK.EQUITY,0,0,-0.0936132785267523,0,0,0,0,0.0344286692180625,0,0,0,0,0.0026836911391865,0,0,0,0,0,0,0,0,0,0.426409212518836,0,0,0,0,0.0767857868590805,0.415038366678476,0,0.00606529379270602,0.253592507040069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441400863379217,0.18861784951476,0
X601988.CH.EQUITY,0.372419529783594,0,0.000218779471581502,0,0,0,0,0,0,0,0.0954357500910542,0,0,0,0,-6.93889390390723e-18,0,0,0.0245978190683806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158498592613377,0,0,0,0,0,0,0,0,0,0,0,0.30264132626241,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601634447568552,0,0,0,0.470461964631916,0,0,0,0.122785474866463,0,0.106551167677042,0,0,0,0,0,0,0,0.269412112008655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.304572057021929,0,0,0,0,0,0.205442134949905,0,0,-0.241390559699926,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0.0602058173312039,-0.0975556831816938,0,0,0,0,0,-0.0271255024788641,0,0,0.753572955181711,0,0,0,0,0,0.623836637777958,-0.0864257261679377,0,0,0,0
