,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.365987569004007,0,0.0364187354391031,0,0,-0.00884559709789893,0,0,0.0611271682646828,0,0,0,0.109190615336201,0,0.159253325809084,0,0,0,0,0,0,0,0.116379190588019,0,0,0,0,0,0,0.0592579940956748,0,0,0,0,0,0,0,0,0,0,0,0,0.000413362810051953,0,0,0,-0.145988456697114,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.00408499991380197,-0.0140831508321415,0,0,0,0,0,0.168783967953149,0,3.46944695195361e-18,0,0.315880670226841,0,0,0,0,0,0,0,0,0.0123500826369933,0,0,0,0,0,0,0.215233975608635,0,0.0637846488040659,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.156223242010857
X601939.CH.EQUITY,0,0,0,0,0.711991919783917,0,0,0,0,0.0503532562448237,0,0.202365953220378,0,-0.0267835805867946,0.0669021612781516,0,0,0,0.0597532107638523,0,0,0,0,0.0140488456206986,0,0,0,0,0.00135069655167213,0,0,0,0,0,0,0,0,0,0,0,0,0.0553977931550222,0,0,0,0,0.00509300790200075,0,0.00337767192806411,0,0,-0.0540303070949342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0
X601288.CH.EQUITY,0.170845978506761,0,0.834346559386803,0,0,0,0,-0.0795480975715305,0,0,0,0,0,0,0,0,0.0206552943214107,0,0,0,0.0238878573869935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706654982480811,0,0,0,-0.0119141891439758,0.00952236437121185,-0.172984799151347,0,0,0,0,0,0,0,0,0,-0.00526930735245297,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,1.38777878078145e-17,0,1.38777878078145e-17,0.142479932206391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105203547908938,0.0019178493551113,0,0,0,0,0,0,-0.0083300029773938,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311420036283569,-0.0594016895894212,0,0,0,-0.0932425484448666,0.908894559655447,0,-0.0903200745958134,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0752137895582756,0,0,0,0,0,0,0,0,0,0,-0.0324951820082032,0.288789107523955,0,0,0,0.137334531482628,0.019655511574727,0,0,-0.130598378547891,0.0693759308012818,0,0,0,0,0,0.113197652668737,0.0395068630704856,0,0,0,-1.73472347597681e-18,0.117484068412962,0.170667555735742,-0.06685705544096,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251887952507648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637596800862144,0.365412560839685,0.0234377940576349,0.112885591593266,0,0,0,0,-0.0650967450670884,0,0,0.0846759528421742,0,0,0,0,0.147029853411559,0.323221209108307,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.176713763762026,0,0,0,0.0991458959627781,0,0,0,0,0,0,0,0.0798017779948109,0.0302486923722224,0,0,0,0.100148241446459,0.353162671362116,0.106096422552134,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.104488200687143,0.204511284764966,0,-0.31506364581116,0,0,0,0,0,0.0401723118151327,0,0,0,0.00175537594050858,0.0513921054662654
