,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.04070020483763,0,0,0,-0.279750688300904,0.0444553884684403,0.0672372582047704,0,0,0,0,0,0,0,0,0,0.138913683851338,0,0,-0.110071351312185,0,0,-0.206086833011954,0,0,0,-0.335693273056279,0,0.138673979615544,0.808265927299145,0,0,-0.0236119566037787,-0.101909666849869,0.212846423437503,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246188454198702,0,0,0,0,0,0,0.125844776137945,0.105252158620636,0,0,0,0,0,0,0.108185896947148,0.0393383626361083,0,0,0,0,0,0,0,0,0,0,0,0,0.115062116709967,0.0742507916253519,0,0.264562288768191,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.113756496738952
X601939.CH.EQUITY,0.243286675784373,0,0,0,0.185795767896335,0,0,0,0,0,0.0762589412991361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186838347807459,0,0,0,-0.214187484675951,-0.172072609300937,0,0.176624541988185,0,0.464519846171381,0.024248118923669,0,0,0,0,0,0.109521824190166,0,0,0,0,0.0407026936356745
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.397420052285802,0.0456751263892125,0.596371362112333,0,0,0,0,0.461222894886829,-0.399631897133222,0.186859595539096,0,0,0,0,0,0,-0.168976019296,2.77555756156289e-17,0,0,-0.0908094438915471,0,0,0,-0.542183972812863,0,0,0,0,0,0,0,0,0,0,0,0,0.389325944562785,0,0,0.137212232066172,0,0,0
X5.HK.EQUITY,-0.0485279102771968,-0.134439003372065,0,0,0,0.0490930968994165,0,0.211438179935222,0,0,0,0,0,0,0.0107401699459232,0.21442686813529,0,0.0319444022624132,0,0,0.0681238568495859,0.648821584579431,0,-0.227434790338803,0,0.0977520492665255,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108797814477069,0,0.100475023850291,0,0,0,0,0.0976648373556647,0,0,0,0
X601988.CH.EQUITY,-0.35555138365488,0,0,0,0.456536397387084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868363676607124,0,0,0,-0.209883450342159,-0.03602103635491,0,0,-0.185607271810949,0,0,-0.621166513248134,0,0,0,0,0,0,0,0,0,0.243154407268103,0,0,0,0,0,0.0842852709125141,0,0,0,0,0
X600036.CH.EQUITY,0,0.319406526150911,-0.0672338287587909,0,0,0,0,0,0,0,0.533835925034317,0.180120330713913,0,0,0,0.0827049012802744,0,0,0,0,0,-0.0562367884519821,-0.0601009165295872,0.295980067488657,0,0,0.114903581930379,0,0,0,0,0,0,-0.240322032731909,0,0,0,0,0,0,0,0.0633452304207207,0,-0.133737002339928,0,0,0,0,0,0,0.0763852847333588
X1299.HK.EQUITY,0,0,0,0,0.276371083623962,0,0,0,0,0,0,-0.0844444446772404,0,0,0,0,0.0234432411213467,0,0,0,0,0,0,0,0,0.15183638041523,0,0,0.107320457006894,0,0,0,0.105988421151457,0,0,0,0,0,0,0,0,-0.101356962839053,0,0,0,0,0,0,0,0,-0.00970661065704728
X601628.CH.EQUITY,0,0.0784986015298053,0,0,0,0,0,0,0,0.170856915789506,0,0,0,0.352105385446353,0,0,0,0,0.00140269431597591,0,0,-0.00847095430113636,0,0,0,0,0,0,0,0,-0.0606636938498044,0,0,0,0,0.105184986769808,0,0.161268257922277,0.0612024757770151,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0865853868905179
X601166.CH.EQUITY,0.0321903009638389,0,0,0.261196069276197,0.0315299642990037,0,0,0,0,0,0,0.228755355086132,-0.0176507173637823,0,0,0,0,0,0,0,0,0,0.269581540625285,0,0,-6.93889390390723e-18,0,0,0,0.00764830757842301,0.0971133942367772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
