,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.203192557286243,0,0.235769685240952,0,0,0,0,0.0561588685889421,0.0653578891457584,0,0,0,0,0.0376584102320119,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0802706375278212,0,0,0,0,0.0817853898283167,0,0,0,0,0,0.117457706499057,0,0,-6.93889390390723e-18,0,0.0263964417466852,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.110547552552649,0,0,0.161046638338762,0,0,0,0.202467927654715,0,0,0,0.155164340190058,0,0,0,0,-0.122598554659438,0,0,0,0,-0.0694136994580194,0,0,0,-0.0383353105125706,6.93889390390723e-18,0,0,0,0.127056926025271,0,0,0,0,-0.213777390561275,0.27501880103901,0.196906769492849,0.0775087391328977,0,0,0,0,0.0159059758784824,0.140233249169014,0,0
X601939.CH.EQUITY,0.294823003296193,0,0,0,0,0,0,0,0,0,0.0823861811026046,0,0.187070867887692,0,0,0,0,0,0,0,0,0,0,0,0.0724272633186274,0.0425182167337864,0,0,0,0,0,0,0.171052688696051,0,0,0,0,0,0,0,0.0943792460382336,0,0,0,0,0.0774721897817308,0,0,0,0,0,0
X601288.CH.EQUITY,0.386793207381966,0,0,0,0,0.259687984915796,0,0,0,0,0,0,0,0,0.0488575095580293,0,0,0,0,0,0.01928787819634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184384027615238,0,0,0,0,0,0,0,0.0198554637515798,0.0984364430543464,0,-0.0134497180734388
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.042145138792356,0,0,0,0,0,0,0,0,0,0.384169191539512,0,0,0.132795425324734,0,0,0,0,-0.0862496411300462,0,0,0,0,0.584686855995771,0,0,0,0,0,0,0,0,0.0500914756028682,0,0,0,0,0,0,0,-0.166043317702518,0,0,0.0354866424437551,0
X601988.CH.EQUITY,0.153262702167471,0.148448665810571,0.258280784738349,0,0.0237005677281723,0,0,0,0.0261381430142851,0,0,0,0,-0.112913996657432,0,0,0,0.0611861922180173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158414828319566,0.0269744035948658,0,0.0231970083632005,0,0,0,0,0,0.175658718255054,0,0,0,0,0,2.77555756156289e-17,0.0445246033614708,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.18896569928881,0,0,0,0.0205942034974229,0,0.0809486262653111,0,0,0,0,0.546213159076576,0,0,0,0,0,0,0,0,0.0524431665469634,0,0,0,0,0,0,0,0.0642778508958072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414568158333694,0,0,0.12809557494123,0,0,0.0213661527395133,0,0,0,0,0.0468458625524185,0,-0.0238939309912473,0.410040227773674,0,0,0,-3.46944695195361e-18,0,0,0.0252832896662345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587984346331459
X601628.CH.EQUITY,0.13735925920186,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0368394571696914,0,0,0,0,0,0,0,0,0,0,0,0.0185663533744699,0,0,0,0,0.212567565386315,0.113649356525783,0,0,0,0,0,0.0182926552630813,0,0,0.186571370801672,0,0,0,0,0,0,0,0,0,0,0.082813446905312,0,0.111054351213777
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269768720310298,3.46944695195361e-18,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.142004972366775,0,0,0,0,0,-0.861049952401885,0,0,1.24565263016061,-0.35071649041854,0,0,-0.024156893509706,0,0,0.181497172903656
