,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0771631666060268,0.48257347603163,0,0,0,0,0,0,0.0946479130534321,0.0588587549364723,0,0.157590262181116,0,-0.00770673306106006,0,0.0957170521420949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209533696854566,0,0,0,0,0,0.0581211392269823,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0249227171290149
X601318.CH.EQUITY,0,0,0,0,0,0,0.0682202888316213,0,0.0401392046893057,0,0,0,0,0,0,0,0.301825814252081,0.0782772491126874,0,0,0.0202430851530106,0,0,0,0,0,0,0,0,-0.0499485830458282,0,8.67361737988404e-19,0,0.160938100121932,0,0,0,0,0.285668706934395,0,0,0,0,0,0.0308603298597857,0,0,0,0.0493065041252719,0,0
X601939.CH.EQUITY,0.15411379495054,0,0,0.616211038665431,0,0.0160727129409345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132187001128461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063500125849616,0.0121170232768964
X601288.CH.EQUITY,0,0.0138383649973786,0.352041780483331,0,0,0,0,0,0,0.164192360433017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221424155040079,0,0,0.113167612774983,0,0,0,0.0199535018890803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0499739206953588,0,0,0,0,0,0.390271267438063,0,0,0,0,0,8.67361737988404e-19,0,0,-0.125629158796021,0.0120964583819192,0.114812046084991,0.344928724147842,-0.393343238256717,0,0,0,0,0.336047725226043,0,0,-0.245254516801421,0,0.0275164560739139,0,0,0,0.0532223417412399,0,0,0,0,0,0,0,0,0,0.0989498164440827,0,0,0.10922899201981,-0.0131099893195901,0,0
X601988.CH.EQUITY,0,0,0.0575359525122833,0,0.0765982682047729,0,0,0,0.120957043824072,6.93889390390723e-18,0,0,0,0.0101324250156334,0,0,0,0,0,0,0,0.542917481098228,0,-6.93889390390723e-18,0,0,0,0,0.0301185358213067,0,0,0,0,0,0,0,0,0.057263872948474,0.0184454699673149,0,0,0,0,0,-0.00403657151938179,0,0,0,0,0.0649974524899064,0
X600036.CH.EQUITY,0,0.0339533423636232,0,0,0,0,0,0,0.0176846619709066,0,0,0,0,0,-0.0264199223936624,0,0,-0.012283471501982,0,0,0,0,0,0,0.73424307854413,-0.0279930992308196,0,0.03373615399964,0,0,0.154787783607586,0,0,0,0,0,0,0,0,0,0,0,0.108817481938374,0,0.0754944156505052,0,-0.0296501808277901,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.263807835547712,0,0,0,0,0,0,0,0.0876170843508859,0,0,0,0,0,0.0679340026097204,0,0,0,0,0,0,0,0,0,0.152950736396416,0,0,0.311468260693245,0,0,0.109927056606635,0,0,0,0,0,0,0,0,0,-0.063384301445038,0.0789328967197218,0,0,0,0,0
X601628.CH.EQUITY,0,0.153140893816332,0,0,0,0.000496542932282334,0.00552791530846987,0,0,0,0,0,0,0,0,0,0.0795967026785233,0,0,0,0,0,0,0,0.17157398220516,0,0,0,0,0,0,0,0,0,0,0.37503971960005,0,0,0,0.21114030082614,0,0,0.011305337632181,0,0.0313910787029424,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.185037175516277,0,0,0,0.0967926064545563,0,0,0,0,0,0,0.200446296777656,0,0,0,0,0,0,0,0,0.228504765897065,0,0,0,0,0.0568137515927351,0,0,0,0.0330297902906384,-0.0183082485115539,0.0293008297940718,0,0,0,0,0.236570610376811,-1.73472347597681e-18,0,0,0,0,0,-0.0221416110231617,0,0.0612695932760639,0,0,0
X601166.CH.EQUITY,0.153643552523121,0,0.18257505182455,0,0,0,0.121830641792811,0,0,0,0,0,0,0.232405734689441,0,0.0003928694714886,-0.0360808804672681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131232524400973,0,0.0951626973911913,0,0,0,0,0,0,0,0.0696150744344203,0,0,0,0,0,0,0,0.0185810105830926,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.394562136629876,0,0,0,0,0,0.284629516681293,0,0,0,0,0,0,0,0,0,0.303559808779072,0,0,0.311788163832098,0,-0.0151526192349441,0,0,0,0.430876549138321,0,0.0420616605741292,0,0,0.103891076787756,0,0,0,0,-0.0827560677724384,0,-0.0582601562660542,0,0,0,0,0,0.108743893438002
X11.HK.EQUITY,0,0,0,0,0.0259817287386256,0,0,0,0,0,0,0,0,0,0,0,0.123388171389937,0,0,0.395576632472579,0,0,0,0,0,0,0,0,0.252439367934818,0.379267194576813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231421095511687,0.031026563040805,0.0702597993905583,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0441986367035559,0,0.282706101204578,0,0,0,0.289838835369447,0,0.0890033961757425,0,0,0,0,0.0784192377813169,0,0.0313857837346201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841167383626141,0,0,0,0,0,0,0,0,0,0,0,0
