,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.31380358990307,0,0.000443111338275071,0,0,0.354266976937544,0,0,0,0,0,0,0,0.0209592405687098,0,0,0,0,0,0,0,0,0.173992994486353,0,0.0226143372372904,0,0,0,0,0,0,0,0,0,0,0.105798874129522,0,0,0,0,0,0,0,0,0,0,0,-0.0308028220173095,0,0
X601318.CH.EQUITY,0,0,0.175994156175167,0,0,0,0.0190153464640665,0,0.166962263234852,0,0,0.0173232619148624,0.0931884934478183,0,0.0460137227059187,0,0,0.0334032093955504,0,0,0.198030487733994,0,0,0,0,0,0,0,0,0,0.012790447873133,0,0.0240460101124034,0,0,0,0,0.0472206743390387,0,0,0,0.0487332567388579,-0.0977774591460415,0,0,0,0,0.0711266011944189,0,0,0,0.086720374489492
X601939.CH.EQUITY,0.414120411453412,0.2942978116621,0,0,0,0,0,0.422390101764542,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0958555205459777,0,0,0,0,0,0,0.107028850034186,0,0,0,0,0,0,0,0,0,0,-0.0292097438558529,0,0,0,0,0,0,0,0,0,0,0.148847328151711,0
X601288.CH.EQUITY,0,0,0,0,0,4.33680868994202e-19,0,0.532964217819473,0,0,-0.0771555867652369,0.05088738374315,0,0,0,0,0,0.00420455648068347,0,0,0,0,0.0652225563461674,0,0.158596768418433,0,0,0,0.10088737681844,0,0,0,0.0511082943369367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406984628867218,0,0.0136544308298159,0.01376417953406,0
X600036.CH.EQUITY,0,0.0574878749780432,0,0,0,0,0.120134683100504,0,0,0,0,-0.0658022074373426,0.0653294703775721,0,0,0.171118737034932,0,0.244176137401588,0,0,0,0,0,0.212812646031482,0,0.112770070388568,0.0497283118379381,0,0.0925081432530382,0,0,0,0,0,0,0,0,0,0,0,0.0488185910911296,0,0,0,0,0,0,-0.0995101204747495,0,0,-0.181424946532555,0.0261827258749673
X601628.CH.EQUITY,0.0677921825530636,0,0,0,-0.0121798257297069,0,0,0,0,0,0,0.0737872798545012,-0.0720879670226684,0,0,-0.273807176852408,0,0,0,-1.73472347597681e-18,0,0.0168133271821465,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0931396769086925,0.632991539497543,0,0,0,0,0,0,0,0,0.0156086465735028,0,0.0399376558650242,0,0,0.0643395282125494,0,0.0186553493248106,0.199011400050198
X1299.HK.EQUITY,0,0,-0.0225185151457656,0,0,0,0,-0.0858296295189012,0,0,0.105956639974382,-0.0160490760633782,0,0,0,0,0,0,0,0,0,0,0.133887726747085,0,0,0,0,0,0,0,0,0,0.0582691514520455,0,0,0,0,0.11492534786311,0,0.101875534385987,0.142299016124425,0.0849020880940706,0.122198374523849,0,0,0,0,0,0,0.29852314802039,0,0
X601988.CH.EQUITY,0.138707439502217,0,0.0945280640335492,0.373322056280948,0,0,0,0,2.71050543121376e-20,0,0,0,0.223189710600144,0,0,0,0.111026088461001,0,0,0,0,0,0.0173359013914933,0,0,0,0,0,0,0,0.120485396591319,0,0,0,0,0,0.0108930777977672,0,0,0,0,0,0.0059347805867717,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.107823788116982,0,0,0,0,0,0,0,0,0,0,0,-0.122146493276782,0,0,0,0,0,0,0.228545048490082,0,0.183811109135746,0,0,0.13466521314201,0,0,0,0,-0.0097946666609911,0,0.0800669098162597,0,0,0,0,0,-0.0406006357123604,0.073362297839968,0.221456058965503,0,0.25197961809699,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.124449928649,0.0587681987829026,-0.0151934747619546,0,0,0,0.0121927715732101,0.0591443414525425,0.144205126294794,0,0,0.11475742544019,0,0,0,0,0,0,0,0,0,0,0.0878618300750966,0,0.42329278378648,0,0,0,0,0,0.0280397294004007,0,0,0,0,0.0345310059174174,0,0,0,0,0,0,0,0,-0.105320016959125,0,0,-0.0974037645839159
