,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0.169047906315659,0,0,0,0,0,0.389393626108962,0,0.0120388959874488,0.0259036807612678,0,0.251031637296248,0,0,0,0,0,0,0.00347274945651807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328725716245741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.215466100752225,0,0,0,0,0,0,0,0,0.00421420061852105,0.0678073979468723,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945269854399153,0,0.0692754507260581,0,0.233433504810339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824514343726713
X600000.CH.EQUITY,0,0,0,0.321000026214021,0.390980952242056,0,0,0,0,0,0.128082861019612,0,0,0,6.93889390390723e-18,0,0,0,0.0739471371971135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.228879773778322,0,3.46944695195361e-18,0,0,0.352113108399318,0,0,0,0,0.0496367025582244,0.0220080326737314,0,0.13701703377799,0,0,0,0,0,0,0,0,0,0,0.0483018732405703,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0799995712024339,0,0,0,0,0.0495446051974132,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.286593673322843,0,4.33680868994202e-19,0.165011464265527,0,0,0.141168195809046,0.178349949295427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103300639263197,0,0,0.0528779877776793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609810112400283,0,0,0,0,0
X600036.CH.EQUITY,0,0,-3.46944695195361e-18,-1.73472347597681e-18,0,0,0.0713624513221965,0,0,0.0407680047472239,0,0.120643167232439,0.08820693737326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908868475417657,0,0,0,0,0.0931302961218201,0,0.00317506656391537,0.0766688693455447,0,0,0,0,0,0.21164836014808,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.231318065273986,0,0,0.0504291419812047,0,0.163795600588437,0,0.040975353545268,0,4.33680868994202e-19,0.368468455558866,0.0668155729937257,0,0,0,0,0,0,0,0,0,0.0948828288313349,-0.0872209197748904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451465097207403,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.191940759994927,0.347134089825836,4.33680868994202e-19,0,0,0,0.0742692727984238,0,0,0,0,0,0.0670219061339774,0.149134363595013,0,0,0,0,0,0,0.0664031429354778,0,0,0.0413707260818809,0,0,0,0,0,0,0.0328335453623825,0,0,0,0,0,0,0,0,0.0157263070903148,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.175643678213801,0.184396184936057,0,0.26969500480653,0,0,0,0,0,0,0,0.0446518711184927,0.0872900006654241,0,0,0.0325897238996131,0,0,0,0,0,0,0,0,0,0.0969291969964517,0,0,0.0829551725985968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039917865803062,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.111463273529693,0.377886516930126,0,0.0839888737932641,0.313252552170369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478450998237754,0,0,0,0,0,0,0,0.01536705265862,0,0,0,0,0,0,0,0,0,0,0,0,0
