,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.224635743737147,0,0,0,0.178746292657832,0,0,0,0,0,0,0,0,0,0.0766370788362558,0.0206066692281833,-0.0882788666448045,0,0,0,0,0,0,0,0,0,0.121226571105744,0,0,0,0.183388515847043,0,0,0,0,0,0,0.0921341678153919,0,0,0,0,0.154369776806156,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.288618437012436,0,0,0,0,0,0,0,0.257229917500965,0,-0.0254798992290539,0,0,0,0,0,0.224910137069132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794066986672099,0,0,0.120415376967889,0,0,0,0,-0.126992739761284,0,0.117676922172423,0,0,0,0,0,0,0.0274815401436682,0,0,-0.0138739915065872,0
X600000.CH.EQUITY,0.0436083170354747,0,0,6.93889390390723e-18,0.0660290668707665,0,-1.73472347597681e-18,0,0.0665460627203331,0,0,0.198011514443281,0,0.115911869425478,0.0643241305644514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327492933058488,0,0,0.0638669378823357,0,0,0.10881547823823,0.039663316154242,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0562764288452512,0,0,0,0,0
X600015.CH.EQUITY,0,0.0364329942495818,0,0,0.0161193692119828,0,0.209996950692029,0.262354987344562,0,0,0,0,0,0.108407896055652,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220871147128209,0,0,0,0,0,0,0.140562161895792
X600016.CH.EQUITY,0,0,0.152079411831636,0,0,0,0.121328260338772,0.0663421505935375,0.0791097197470823,0.122023504680075,0.145394745589267,0,0.13982933478799,0,0.0142454988473947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0996080995228304,0,0,0,0,-0.0016811384027592,0.0848416143415689
X600036.CH.EQUITY,0.0789596038623143,0.0759370147223367,0,0,0,0,0.314144897767244,0,0,0,0,0,0.174834503741006,0,0,0,0,0.00868123068557518,0,0,0.0263198379546231,0,0,0,0,0,0,0,0,0,0,0,0,0.172068141137178,0,0,0,0.0988142320013821,0,0,0,0.0471673178729792,0,0,0,0,0,0,0,0,-0.00230794729667438,0
X601166.CH.EQUITY,0.0414583034857332,0,0,0.107433014860087,0,0.430186042631703,0,0.0357350463362478,0,0.00228635478471014,0.043826844036902,0,0.213796704396932,0,0,0,0,0,0,0,0.0429038699980887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394622920699234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,-5.42101086242752e-20,0.0190003001103718,0,0.540778969122012,-6.93889390390723e-18,0.162224334793255,0,0,0,0,0,0,0,0,-0.00501674742482905,0.0503233198273354,0.0846317251265368,0,0,0,0.0810218217847683,-0.0725502441259175,0,-0.0332908680961551,0,0.203987233188618,0,0,0,0.0692423516376638,0,0,0,0.0239135284549275,0,0,0,0,-0.0463750617009311,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146697457420092,0,0,0,0.097890286557291,0,0,0,0,0,0,0.311787523826143,0,0,0.121090582404955,0,0,0.00359770612983459,0,0,0,0,0.182837809913656,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.112532044752274,0,0.100659834496511,0,0,0,0,0,0.0231402788343739,0.335086241859041,0,0,0.260401085367582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120878255773762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
