,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0893413555180675,0,0,0,0.137428566550069,0.102940355956018,0,0.117768355474004,0,0,0,0.0259755391725144,0.272895904397802,0,0,0,0.0310268590866012,0,0,0,0,0,0.0427588638260221,0,0,0,0,0,0,0,0.0736935284887369,0,0,0.107385628539059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,3.46944695195361e-18,0,0,0,0,0.123406521650453,0,0,0,0,0,0.0914798095436042,0.0710220470871204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.444590768494571,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0448082990166159,0,-0.0078167519895781,0.168627973515353
X600000.CH.EQUITY,0,0,0,0.257320158440258,0.380915249078778,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0112665650365148,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.28125045772559,0,0,0.417887955335074,0.00266162393400506,0.117909850248997,0,0,0.0740882449540221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237183609361936,0,0,0,0.014600822011882,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.271696463927981,0,0,0.271874842528879,0,0,0.132631749413146,0.244338122725439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630718273262614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360634168752627,0,0,0
X600036.CH.EQUITY,0,0.121533568626268,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0491845843954216,0.224540453267655,0,0,0,0.0375606599541747,0,0,0,0.0912239158714053,0,0,0,-1.38777878078145e-17,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.00919447551058598,0,0.0387019596830867,1.38777878078145e-17,0,0.137067991693495,0,0.321060898282838,0,0.0835780597559988,0,0,0.337800606947396,0,0,0,0,0.0154124708677551,0,0,0.0606838022224303,0,0,0,0,-0.058716268478325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708422740241009,0,0
X601169.CH.EQUITY,0.0205154363507253,0,0,0.181371866652467,0.00563463007566578,0,0,0,0.270252944704522,0,0.014542329214378,0,0,0,0,0.184294770646463,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.128302416661427,0,0,0,0.0889218993596561,0.0357637021941593,0,0,0,0,0,0.076032239016629,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.091838198161324,0.459817505134625,0.184039906556773,0,0,0.084567446481748,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122459255825812,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0990841174617873,0.388535416517788,0.019561639719427,0.0308465534152788,0.354785448161234,0,0,0,0,0,0.0322619546622103,0,0,0,0,0,0,0,0,0,0,0.051563460722606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
