,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.252193129177445,0.160909875207073,0,0,0,0,0,0,0,0,0.0594882585770239,0,0,0,0,0,-0.0847921791732452,0,0,0,0.163202668542197,0,0,0,0,6.93889390390723e-18,0.145947621254805,0,0,0,0.334491443415639,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.274117942215754,0,0,0,0,0,0,0,0.370622561558129,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843145919851249,0,0,0,0,0.0379450037923937,0,0,0,0,0.00241202906352234,0.0972259640728707,0.032859113711763,0,0,0,0
X600000.CH.EQUITY,0.0496149363729817,0,0,0,0.0928665441799946,0,0,0,0.0529805646564073,0.133997641671937,0,0.198816395200936,0,0.033142598578403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531093093518451,0,0,0.0922953113785149,0,0,0.164827298127685,0.0142343915554509,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X600015.CH.EQUITY,0,0.045630032181086,0,0,0,0,0.26111916437888,0.202693408470754,0,0,0,0,0,0.170232727679082,0,0,0,0,0,-0.0354483138717671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25669617327874,0,0,0,0,0,0,0.109159725052125
X600016.CH.EQUITY,0,0,0,0,0,0,0.102707849418315,0.0696149449026486,0.129132091407619,0.149161732855335,0.308361543903071,0,0,0,0.00824267189525341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165595836185445,0,0,0,0.212659515897441,0,0,0,0,0,0.0621091330780782
X600036.CH.EQUITY,0.00727275554674706,0.282351525970958,0,0,1.0842021724855e-19,0,0.198936203323585,0,0,0,0,0,0,0.0666938783487498,0,0,0,0,0,0,0.0990000299526614,0,0,0,0,0.0466902337900008,0,0,0,0,0,0,0,0.0710217681791937,0.27292353336063,0,0,0.00578033343822556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.055746532789676,0,0,0.102176120240277,0,0.434985164027838,0,0.0106279643458272,0.0101553947909734,0,0.0524356801819305,0,0.225410673694148,0,0,0,0,0,0,0,0.0488147245886571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381454386451698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.139701224367991,0,0.478278829419339,0.0423562669282866,0,0.0963311130059061,0,0,0,0,0,0,0.0248944874150351,0,0,0.137625435949674,0,0,0,0.0543021943025654,-0.0431698585560135,0,0,0,0.190071360144236,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0135913679848003,0,0,0,0,0,-0.0287418727698276,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0712588543266438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294186812510433,0,0,0.292078175403428,0,6.93889390390723e-18,0,0,0,0,0,0.186109624817732,0,0,0,0,0.0471526045779936,0,0.0898681480010462,0,0,0,0
X601288.CH.EQUITY,0,0,0.192470433418404,-3.46944695195361e-18,0.0484273830457857,0,0,0,0,0,0,0.299425008694317,0,0.0883853831353502,0.179905064695844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123787539034855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
