,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.179100716800896,0,0,0,0.0284627093542668,0.163228307960414,0,0.142788236894126,0,0,0,0,0,0,0,0,0,0,0,0.243675247897408,0,0,0,0.33007693067154,0,0,-0.217124086317943,0,0,0,0,0,-0.0710379422400869,0,-0.121837216262658,0,0,0.12064398426475,0,0,0,0,0,0,0,0,0.0462868017837786,-0.216165489853847,0,-0.117529389465973
X002142.CH.EQUITY,0.178248702670438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208725405358465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259436074550242,0,0,0,0,-0.0431051824340011,0,-0.0828814875161438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.063285896407991,0,0,0,0.0801620043865893,0.15768619903135,0,0,0,0,0.454862322066735,0,0.0422745822110911,0,0,0,0,0,0,0,0.0471634116482982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666545827022116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094844886674488
X600015.CH.EQUITY,0,0,0,0,0.0162715976546157,0,0,0.304338677080517,0.000740225145066329,0,0,0,0.306374637668442,0.0359066476807889,0,0,0,0,0.062967307638796,0,0,0,0,0.0611024642653535,0,0,0,0,0,0,0,0.157333060391976,-1.73472347597681e-18,0,0,0.0593268264997937,0,0,0,0,0,0,0,0,0,-0.0565553604490339,0,0,0,0,0
X600016.CH.EQUITY,0,0.0751252814853966,0.191908241639888,0.125201454109392,0,0,0,0,0.0744998220245587,0,0.240264617694024,0,0,0,0,0,0,0,0,0,0,0.13119019536564,0,1.73472347597681e-18,0.143193863756793,0.0179098740821072,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171440312807226
X600036.CH.EQUITY,0.254796456719168,0.0829490038274768,0.0402195377460676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956426375107329,0,0,0,0,0,0,0.0281366298093252,-0.0275419930620297,0,0,0.0507217742602693,0.408578425439061,0,0,-3.46944695195361e-18,-0.0327933015883293,0.0104512864132245,0,0.189625729414209,0,0,0,0,0,0,0,0.118816057456627,0,0,0,0,0,-0.0235671529799216
X601166.CH.EQUITY,0.0645153770404017,0,0,0,0,0.500937244485267,0,0,0,0,0,0.131429016662061,0.0575302410633924,0,0.0499475734298925,0,0,0,0,0,0,0,0,0,0,0.0894360824026478,0,0,0,0,0,0,0.267764589749883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.235326750703801,0.619611737641906,0,0,0,0,0,0,0.032548008420935,-0.027882924136527,0,0,0.155761158711099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911539707097574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00279543546700523,0.027550108538822,0
X601229.CH.EQUITY,0,0,-0.17646828106875,0.310630848799921,0,0,0,0,0,0.318206328652042,0,0,0,0.166282696578155,0,0,0,0,0.212223729652905,0,-0.0376151759989101,0,0,0,0,0.237812574851474,0.116634839951811,0,0,0,0,0,0.13203422441698,0,0,0,0,0,0,0.0553230929482893,0,0,0,0,0.104121817947762,-0.319117750566518,0,0,0,-0.102657345768583,0
X601288.CH.EQUITY,-0.0105581303225751,0,0,0,0,0,0,0,0.166283788730868,0,0,0.491760265612491,0,0.137175545063874,0.0973377773036791,0,0,0,0.151351569786857,0,0,0,0,0.18463225804546,0,0,0,0,0,0,0,0,-0.0116098672594405,0.00270603137333482,0,0,0,0.0419040397194366,0,0,0,0,0,0,0,0.0472235789785239,-0.0523003910175538,0,0,0,0.046363777259058
X601328.CH.EQUITY,0,0,0.178315500693293,0,0.13739442632022,0,0.0180244413506183,0.209242419771617,0,0,0,0.0523013672203431,0,0,0.0235481417430137,0.185412513445017,0,0,0.0612122182401915,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0329548513071375,0,0.120492745404693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161581469051354,0.0837866095211017,0,0,0
X601398.CH.EQUITY,0,0.122713281817339,0.128946506270527,0,0,0,0,0,0,0.187411979872776,0.165225220010476,0,0.251222618088238,0,0,0,0,0,0,0,-0.0911131257367647,0,0,0,0,0,0,0,0,0,0,0,-0.210621908391179,0,0,-0.0393748361894464,0,0,0,0.0525997741227226,0,0,0,0,0.096913714558806,0,0.315328457529936,0,0,-0.0106360725517565,0
X601818.CH.EQUITY,0.229192990953668,0,0.176881320765107,0.0212469176570274,0,0,0,0,0,0,0,0,0,0,0,0.360426479406716,0,0,0,-0.00125152795705018,-0.00447211490546104,0,0,0,0,0,0,0,-0.229038985711316,0,0,0.0334977688105593,0,-0.169795586202519,0,0.0420683580901544,-0.11483950138567,0,0.0394901115646642,0.178518817847397,0,0,0,0,0,0,0,0,0,0,0.0426696566147953
