,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.243453882567934,0.0112259527736822,0,0,0,0,0,-0.0677127182815023,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047200264443106,0.0890903451539964,0,0,0,0,0,0.0197604777586553,0,0,0,0,0,-0.179718441135043,0.100932130001914,0,0,0.268454504724971,0,0.0624345844925909,0,0,0,0.00589671689391986,0.138578896951188,0
X002142.CH.EQUITY,0.136580517240072,0,0,0,0,0.210777513287756,0,0.0975991016704464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24008652595447,0,0,0,0,0,0,-0.0363092731486439,0.125317215572816,0,0,0,0,0,0,-0.034673519409402,0.0496159201046005,-0.0279628196267563,0,0,0.186315988662906,0,0,0,0,0,0,0.0208211649895488,0,0.0454827335519558
X600000.CH.EQUITY,0,0,0,0,0,0.0705460396252114,0,0.0337843902087218,0,0,0,0,0,0,0,0,0.721614140695695,0,0,0,0,0,0,0,0,0,0.0204007015320026,0,0,-0.173678105184575,0,0,-0.035422480772647,0,0,0,0,0,0,0,0,0.0879649234823022,0,0,0.0168347972167073,0.0651874556854971,0,0,0,0,0,0.123118881075198
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.180927868548208,0,0,0,0.543016874432101,0,0,0,0,0.120485266195619,0,0.153926943315109,0,0,0.0982149996129765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603460777217083,0,0,0,0,-0.240271918794734,0,0,0,0,0,0.0838473920233256,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.120328041534061,0.278256186772439,0,0,0.149722763480414,0,0.239173196170571,0,0.052105130306727,0,0.0477242680469437,0,0,0.170229987581247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689252573590368,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.472646318994579,0,0,0,0,0,3.46944695195361e-18,0.290720605774014,0.0493688432738486,0,0,0,0,0,0.104055816611198,0,0,0,0,-3.46944695195361e-18,0.0106605009698934,0,0,0.0224912117672049,0.0293329464234195,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.196223802477371,0,0,0,0,0,0,0.0323393868662914,0,0,0,0,0,0,0,0,0,0.0868342530136966,0.0395945853064726,0,0,0,0,0,0,0.259011372210197,0,0,0,0,0,0,0.0196471162969859,0.110200389531494,0,0,-0.0467147517950496,0.249243261021108,0,0,0,0,0,0.111998731533257,0,0,0,0,0,0.274821827458637,-0.0747652107670639,0
X600926.CH.EQUITY,0.0439491286650472,0.0903021437677295,0,0,0,0,0.429880637952298,0,0.187080315171028,0,0,0,0,0,0.186643536990101,0.0769214676360124,0,0.112524427549193,0,0,0,0,0,0,-0.053322848801142,0,0,0.038586688437464,0,0,0,0,0,0,0,0,0,0,0,0,-0.0850777604972591,0,0,0,0,0,-0.00395388263578652,0,-0.107610665803493,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.0413140215039649,0,0,0,0,0,0.00514542188272667,0,0,0.0350916125018137,0,0,0.186665967047927,0,0,0.260096583443474,0.0176901904215846,0.014702310774217,0,0,0,0,0,0,0,0,0.0400457645500251,0,0,0.0438893120185894,0,0.0522604910659471,0,0,0.10628846880698,0,0.171117279304503,0,0.0997124025089494,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.020184357980076,0,0,0.175896775308516,0,0,0,0,0,0.028767936888415,0,0,0,0,0,0.0249491129349291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170634549990783,0.0455234186785303,0.138907106579373,0,0,0,0,0,0.168967359620299,0,0.0224352299252661,0.0611185369657281,0,0,0,0,0,0,0
