,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.337047900543881,0.0851836120823894,0.13366128542588,0,0.114304400137613,0,0.238512443982403,0,0,0,0,0,0,0,0.0217350249959518,0,0,-0.0245678315306927,0,0,0,0,0,0,0,0,0,0,0,0.0499374143652798,0,0,0,0,0.188618702991828,0,0,0,0,0,0,0,-0.0965017560651228,0,0,0,0,0,0,0.104484924345253,0.0174969578868186
X002142.CH.EQUITY,0,0,0,0,0,0.171445274328996,0,0.370227112705531,0,0.0741532137625171,0,0,-0.237256015626021,0,0,0,0,-0.177435003101504,0.294990404830844,0,0,0,0,0,0,0.039744753627217,0,0,0,0,0,0,0,0.0771895172816335,0,0,0,0,0,0,0,0,0.035650288647379,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.163692907268589,0,0.105135453652929,0.213438587031231,0,0,0,0,-0.0134516583054203,0,0,0,0,0,0,0.322101041370667,0,0,-0.0113515332716109,-0.0578577677882363,0,0,0,0,0,0.109581759442358,0,0.178112105938068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256560758332082,0
X600015.CH.EQUITY,0.208501517322014,0,0,0,0,0,0,0,0,0,0.212119020886721,0.0568527657102489,0,0.107430220847177,0,0,0.0174950456906724,0.177691525835749,-0.0693443485583022,0,0,0.085550468508979,0,0,0,0,-0.0567408263466967,0,0,0,0,0,0,0,0,0,-0.0641199957637959,0,0,0,0,0,-0.0139620004232163,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.278730686693341,0.438426667795952,0,0,0,0,0,0,0,-0.365888518180657,0,0,-0.170675494941071,0,0,0,0,-0.00461470522602472,-0.280357704113744,0,0.290739205114458,-0.131552160641793,0,0.621181326748991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276047202103993,0,0,0,0,0.00596303189620989,-0.249082022048184,-0.0138096303356386,0,0,0,0.263083675337785,0,0.0360684561389733
X600036.CH.EQUITY,0,0.165455952253454,0.0541200408141672,0,0,0,0,0,0,0.197833817160797,0,0,0,0,0,0,0.246070570459964,0,0,0,0,0,0,0,6.93889390390723e-18,0.0685053558883541,0,0,0,0,0,0,0,0,0.060050437271258,0,0,0,0,0,0,0.0626675047274301,0,0,0.174617037235753,0,0,0,0,0,0.00105302203639275,0
X600919.CH.EQUITY,0,0,0,0,0,0.0135363567243224,0,0.242543395865394,0.0556310604744495,0,0.0605793373761236,0.133477933383061,0,0,0,0,0,0,0.079741756423618,0,0.133914538615054,0,0,0,0,0,-0.110283399928718,0,0,0,0,0,0,0,0,-0.0140340655429785,0,0,0,0,0,0,0,0.0574595763310609,0,0,0,0,0,0,-0.0165533970762353,0
X600926.CH.EQUITY,0.186595518977301,0.244225208196317,0,0,0,0,0.0820765001250623,0,0,0,-0.0959891940287815,0,0,0,0,0.375080084893744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046009350923881,0,-0.114287743408296,0,0,0,-0.0610632634289243,-0.00888379671947148
X601009.CH.EQUITY,0,0.156775167872286,0,0,0,0,0,0,0,0.00883546551155986,0,0.233493510480972,0,0.0111021127796257,0,0,0,0,0,0,0.325692643337404,0,0.142787683202389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499171899741953,0,0,0,0,0,0,0.0711978540790165,0,0,0,-0.0766730407467499,0,-0.141857672578865,0,-0.00803869993608828
X601166.CH.EQUITY,0.235675338093837,0,0,0,0,0.634413530563443,0,0,0,0,3.46944695195361e-18,0.195752718234596,0,0,0,0,0,0,0,0,0,0,0.0156299357189922,0,0,0,0,-0.0941398312396723,0,0,0,0,0,0,0,0,-0.135812394382746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501994781170569
