,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.161365900802137,0,0.0265478057190611,0,0,0,0,0,0,0,0,0.0538460037676369,0,0.0669458398574628,0,0,0,0,0,0,0,0,0,0,0.0752042684936562,0,0,0,0,0,0.0831662047667427,0.159359585648432,0,0,0,0,0.150531655038853,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0971154927994766,0,0,0,0,0,0,0,0,0.0496363302396193,0,0,0,0,0.101607333062951,0,0,0,0,0,0,0.266740500614678,0,0,0.0770910609042791,0.259808322577539,0,0,0.126542911876698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201452204242406,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.128423675917429,0.226651529034735,4.33680868994202e-19,0,0,0.0657383303410839,0,-8.67361737988404e-19,0.264131013088314,0,0,0,0,0.0968060616013071,0,0,0,0,0,-0.0600965719127718,-0.207160257183926,-0.136527067093113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715342251127248,0,0,0,0,0,0.144559527954267,0.241885050607154,0,0,0
X600015.CH.EQUITY,0,0,-0.341811800128614,0,0,0.135404654139658,0,0,0,0,0,0,0.381186392005188,0.126123914306679,0,0.538519143663389,0,0,-0.0836100674416247,0,0,0,0,0,0,0.118899750149197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118496597841441,0,0,0,0,0,0,0,0,0,0.176307722340623
X600016.CH.EQUITY,0.049751977586448,0.0214903693978565,0.215088230999706,0.274284074779084,0,0,-1.73472347597681e-18,0,0.16325756781705,0.103733801342079,0.0949897758107527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735757390378831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184665058153058
X600036.CH.EQUITY,0.448540474012528,0.00448862744429766,0,0.230793083964178,0,0,0,0,0,0,0,0,0.173856311020453,0,0,0,-0.0687637638959589,-0.148202903810441,0,0,0,0,0,0,0,0,0,0.162651474851632,0,0.0481743472015876,0.0699419960655489,0,0,0,0.117478042618856,0,0,0,0,0,0,0.0528361934025018,0,0,0,0,0,-0.0517552869608102,0,0,0.0821446825503369
X601166.CH.EQUITY,-1.73472347597681e-18,0,0.341895182267806,0,0,0,0,-1.73472347597681e-18,0,0.0461272660470794,0.14421476033421,0.0791503101842331,0,0.0734957189220811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521391712027059,0,0,0,0,0,0,0,0,0,0,0.0805318255208303,0
X601169.CH.EQUITY,0,-0.0846197176203216,0,0.148341839123818,0,0.342853593328532,0,0,0.175556036191071,0.248243472745943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394537771219734,-3.46944695195361e-18,0,0,0,0,0,0.0777859679530788,0,0,0.0554958387138698,0,0,0,0,0,0,0.0359472686915565,0,0,0,0,0,0.0213066602042059,0,0
X601229.CH.EQUITY,0,0,0.339540820294315,0.356127259847169,0,0.255054521614255,0,0,0,0,0,0.0251124705217889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130091469263863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942316079150116,0,0,0,0
X601288.CH.EQUITY,0.214623517636826,0,0,0,0,0,0,0,0,0,0,0,0.44523363587142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509084995457777,0,0,0,0,0.155599165849657,0,0,0,0,0,0,0,0,0,0,-0.0234743439791228,0,-0.0415006125016878
X601328.CH.EQUITY,0,-0.0160733058272019,0.419980153586481,0.213484493414935,0.0103836312346016,6.93889390390723e-18,0,0,0.0913432420369455,0,0,0,0,0.371297232532951,0,0.150839034803562,0,0,0,0,0,0,0,0,0,0,0.0271762255574181,0,0,0,0,0,0,0,0.0813013439000367,0,0,0,0,0,0,-0.0180495616984488,0,0,0,0,0,0,0,-6.93889390390723e-18,0
X601398.CH.EQUITY,0,0,0,0,0,0.123620593659936,0.0348738817113871,0,0.0148298261794828,0,0.0818433048453054,0,0,0.513924863820126,0,0,0.171998183410818,0,0,0,0,0,0,0,0,0,0,0,0.0249291746780009,0,0,0.00897333403214157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0.439394545067379,0.191758839086427,0,0,0,0,0.313120673936613,0,0,0,0,0,0,0,0,0,0.139988676302246,0,0,-0.0124854738785676,-0.0232616671696575,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00414597086588315,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.466159406279129,0.0294408205573659,0.188604859668674,0.199825074519603,0,0.0995152937373706,0,-0.0413710394067119,0,0.0629475488776777,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204416402541686,0,0,0.0064224262630186,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0041001399025023,0,0
X601988.CH.EQUITY,0.121643927485762,0.1055601782022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289865442099479,0,0,0,0,0,0,0,0,0.0765008342793068,0,0,0,0,0.0734155897707834,0,0,0,0,0.030753459539032,0.0398090824544557,0,0,0,0,0,0,0,0,0,-0.221935279773,0.150875203174754,0
X601998.CH.EQUITY,0.239709703872875,0,0,0.0103953354425648,0,0,0.105264818636869,0,0.000986838135897731,0.155747494655433,0.0136378354459018,0,0,0.0446241145077036,0,0,0,0,0.0307965519761488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596751387505554,0,0,0,0,0,0,0,0.0360456059116633,0,0,0,0
X11.HK.EQUITY,0.214066885851282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189285398112626,0,0,0,1.38777878078145e-17,0.151723767192916,0,0,0,0,0,0,0,0,0,0,0.0875164437993775,0,0,0,0,0,0,0,0,0,0,0,0,0.110059015523432,0,0.0262471269598401,0.0797309920495462,0,0.599530830352587,0,0
X2388.HK.EQUITY,0,0.156277821250997,0,0,0,0,0,0,0,-0.386625244345284,0,0,0,0,-0.485713192759682,0,0,0,0.0689004610403689,0,0,0,0,0,0,0,0,0.64439377048181,0.452367523926534,-0.170772889902365,0,0,0,0,-0.0499263826015074,0,0,0,0,0,-0.0195823294979304,0,0,0.0711912018099884,0,0.0339115237151407,0,0,-0.211844076248845,0.0758195864257235,0.0270415241981496
X5.HK.EQUITY,0,0,0,0,0,0,0.168714161283924,0,0.102620076619551,0,0.0792949812263232,0,0,0,0.165214448408824,0,0,0.0608390754115467,0,0,-0.128907785675158,0,0,0,0,0,0,0,0,0,0,0,0,0.192399204659744,0.0961451382693488,0,0,0,0,0,-0.140626651340513,0,0,0,0.101799884083096,0.0258271209141456,0,0,0,0,-0.141028420830125
X000166.CH.EQUITY,0,0,0,0,0,-0.054028652179378,0,0,0,0,0,0,0,0,0,0,0.102732256209199,0,0,0,0.273897356806131,0,0,0.120376172326034,0.0610246023855377,0,0.533116067260388,0,0,0.162512623299625,0,0,0,0,0,0,0,0,0,0,0,-0.0280387622087048,0,0,0,0.00255762695811131,0.0128871158414193,0,-0.0224673471349399,0,-0.0350479495585976
X002736.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0600897534882001,0,0.107725090788318,0,0.0485446911634666,0,0,0,0,0.417344922406826,0,0,0.0700479379428861,0,0,0.394653078788091,0,0.0500815809042027,0,1.73472347597681e-18,0,0,0,0,0,0.0384950571233913,0,0,0,0,-0.00157051494882781,0,0,0,0,0,0,0,0.00371773899442188,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374503037654231,0.0688407229052162,0,0,0.346405239397909,0,0,0.233589988304126,0.122640865621479,0,0.054042822395682,0.0881175828373082,0,0,0,0,0.0179150877630876,0,0.0553263394940537,0,0.105907554033623,0,0,0,0,0,0,0,0.0497486734187836,0,0,0,0.0221293256910526
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549442322650962,0,0.0360640749973011,0,0,0.0916582720820851,0,0,0,0,0,0.0282690931249851,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.017518544633982,0.0262758409403625,0
