,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0.358406162933238,0,0,0.157857259195167,0,0,0,0.146078987688461,0,0.0749103487587421,0,0,-0.0203058170183511,0.000330974095022283,0,0,-0.0188764634428708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258638444453581,0.141444294114739,0,0,-0.20012293331208,0,0,0,0,0,0,0,-0.0646871607803526,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.232053685052069,0,0.260104461318455,0.106061652634539,0,0,0,0,0,0,0,0,-0.209457563735649,0,-0.0495731268807619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121655554371712,0,0,0,0,0,0,0,0,0.0393627248203952,0,0,0,0,0.134438120299237,0,0,0.067629076670687
X600000.CH.EQUITY,0.133909255564587,0,0,0,0.234648205006637,0,0,0,0,0,0,0,0,0,0,0.283211447352169,0,0,0,0,0.0510667144706949,0,0,0,0,0,0.0333681324461339,0,0,0,0.0507512525160575,0,0,0,0.131841296487948,0,0,0,0.00275399615816617,0,0,0,0,0,0,0,0,0,0,0,-0.108298640514784,0
X600015.CH.EQUITY,0,0,0.0515029278115119,0,0,0,0.308185965099945,0,0,0,0,0,0,0,0,0,0.198883032241407,0,-0.0182807397745631,0,0,0.0461818223355113,0.0582811997850748,0,0.0385065717392057,0,0,0,0,0,0,0,0,0,0,0,0.0706959839184401,0,0,0,0,0,0,0,0,0,-0.107600923928817,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.101813403358666,0,0,0,0,0,0,0.0582789667283192,0.497924430402901,0,0,0.0657673242692321,0.0358578172460747,0,0,0,0.225818419960157,0,0,0,0,0,0,0,0,0.0831322614254326,0,0,0,0,0,0,0,0.00594369772502484,0,0,0,0,0,0,0,0,0,0,-0.0951393038615294,0,0,0.00437305587260261,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.112490496456454,0,0,0.491602978592522,0.211393418944976,0,0,0,0,0,0,0.0613814621913951,0,0,0.00676994368971553,0,0,0,0,0.068606568416188,0,0,0,0,0,0,0,0,0.0256626130475382,0,0,0,0.0390130234011903,0,0,0.0404018147124612,0.0111122353338677,0,0,0,0,0,0,0,0.0164818722315911,-0.045106280960259
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.150181628347273,0.0257520792809349,0,0,0,0,0,0,0.394837810098589,0,0.277568436222065,0,0,0,0,0,0,0,0,0.24845688497796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120885754631004,0,0,0,0,-0.0273286117617106
X600926.CH.EQUITY,0.00414830604452861,0.0921930481758965,0,0,0,0,0,0,0,0.476525702604912,0,0,0,-0.18432165838215,-0.0431032683517897,0.196567301112828,0,0.0818586680423268,0,0,0,0,0.0219671870145012,0,0,-0.0740753451670615,0,0,0,0,0,0,0,0,0,0.0985435395173351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.129866815430445,0.120732374684298,0,0,0.0564213072239944,0,0.16988352596898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128915702341049,0,0,0,0,0,0,0,0,0,0,0.131374590072356,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.416470963696689,0,0,0,0.0133194309211735,0.244832052843874,0,0.283836213963029,0,0,0,-0.063724582979507,0,0,0,0,0,0,0,0,0,0,0.026155649496468,0,0,0.0358948568380556,-0.157696479479869,0.136787822231743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160440690747025,0.00494239136834514,0,0,-0.0194623597260318
X601169.CH.EQUITY,0,0,0,0,0.94753719370095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268432264406633,0.0590373631205153,0,0,0,0,0,-0.0288051041912507,0,0,0,0,-0.011302687113853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214764861180893,0,0
X601229.CH.EQUITY,0.0634282713491444,0.0257914884366034,0,0.283653843399637,0,0.0520701881306976,0,0,0.20615230911177,0,0,0,0,0,0,0,0,0,0,0,0.210529986568297,0,0,0,0,0,0.0159748180317168,0,0,0,0,0,0,0,0,0,0,0.0263563045252687,0,0.0265519012454167,0,0,0,0,0,0,0.0272997234312764,0,0,0,0,-0.03588934908066
X601288.CH.EQUITY,0,0,0.100228792298561,0,0,0,0,0,0,0,0,0,0,0,0.0213976907447177,0,0,0,0.406562315432868,0.285844710306203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00728591523995521,0,0,0.0834659048145876,0,0,0,0,0,0,0,0,0,0,0,-0.00997982765683372,-0.021867136302891
X601328.CH.EQUITY,0,0,0,0,0.10873355019973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255816127827288,0.308185276464981,0,0,0,0,0.280246339950953,0,0,0,0,0.0159734875953109,0,0,0,0,0,0,0,0,0,0,0,0,0.0424078478412171,0,0,0,0,0,0,0.0295196123883188,0,0
X601398.CH.EQUITY,-0.0331040160200836,0,0,0,0,0,0,0,0,0,0,0,0.0767801399996611,0,0,0,0,0,0.316201560591388,0,0,0,0.111263509965666,0.0923472789787609,0,0,0,0,0,0,0,0,0,-0.0366762454448711,0,0,0,0,0,0.000485326068385675,0,0,0.206389566882124,0,0,0,0,0,0,0,-0.00913055046693773,0
X601577.CH.EQUITY,0.214499653411704,0.251096744199731,0.0157694444721525,0,0,0,0,0.13024255877016,0,0,0,0.0603689111056881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505631730637507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.064478897551627,0,0.0158448443004974,0,0,0,0,0,-0.00898046036431189,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.147177723721123,0.280923759511456,0.162223876873453,0.151892039126241,0.111623547232286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247571660251301,0,0,0,0,0,0,0,0.0485038985941229,0,0
X601838.CH.EQUITY,0,0,0,0.0492916574250934,0,0.117617942051857,0,0.362673334287304,-0.309258139350913,0.171656691620872,0,0,0,0,0,0.255265276979799,0,0,0,0,0.115909367028323,0,0,-0.0871745914940273,0.0831521647223776,0.0126660772683247,0,0.0454503935203731,0,0,0,0,0,0,0,0,-0.0983615407748829,0,0,0.121085049762186,0,0,-8.67361737988404e-19,0,0,0,0,0.000414025278401343,0,0,0,0
X601939.CH.EQUITY,-0.0761558529928936,0.152158532079702,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0796722638033242,0,0.116928764616999,0,0.374211141921057,0,0,0.0305733842862979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386457957823563,0.0169267268472285,0,0,0,0,0,0,0,0.153078807831665,0,0,0,0,0,0.157785172747985,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,-0.329321611872543,-0.0111393435039823,0,0,0.147924059757215,0.332682722606527,0.192141507838076,0,0,0,0,0,0,0.0119517550331395,0.00774434464150018,0.231663252978845,0,0,-0.0210153669669552,0,0,0,0,0,0,0,0,0,0,0,0,0.154171588009799,0,0,0,0,0,0,0,0,-0.132049670546152,0,0,0
X601997.CH.EQUITY,0,0,0,0,0,0,0.0242338033123517,0,0,0.171435802381303,0,0.376212540496839,0.128951679550101,0,0,0.100257918587485,0.0278774981306285,0.116729413808285,0,0,0,0.0235395392624184,0.0168877393643729,0,0.20699607245698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989544199427165,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0.0842157009465807,0,0,0,0.15321541781482,0,0,0.0626855221176322,0.0717026231096379,0,0.0940446690487359,0,0,0.205136111170969,0,0,0,0,0.245677283188484,0,0,0,0,0,0,0.0680869020953258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114298170991172
X601658.CH.Equity,0,0,0,0,0,0,0,0.116511383912622,0,0,0,0,0,0,0,0,0,0,0,0.0634489857549221,0.365705825569878,0.109825426248515,0,0.275022599052107,0,0,0,0.0969948775368181,0,0,0,-0.0183613330656798,0,0,0,0,0,-0.22542853951355,0,0,0,0,0,0.0380956279783448,0,0.0882463720947768,0,0,-0.0464497070943707,0,0.0336464199312035,0
X601916.CH.Equity,0,0,0,0,0,-0.0144301912263971,0,0,0.127671729689356,0,0,0,-0.0717557347292398,0,0,0.253757298972884,0,0.0409639357146153,0,0.207593032075222,0,0,0.0910358944929155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779148549148686,0,0.0293147577404953,0,0,0,0,0,0,0,0,0,0,0,0,0
