,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0176121295493122,0,0,-0.153050781666872,0,0.108524254634307,0.00472290961099091,0,0.504579987584949,0,0,-0.0517768226771888,0,0,0,0,-0.0162332866086599,0,0,0,0,0,0,0,0.0497654292738824,0,0.00881809532753877,0,0,0,0,0,0,0,0,0.224066453358284,0,0,0,0,0,0,0.181668850644784,0,0,0,0,0,0.0475288767460024,0,0
X002142.CH.EQUITY,0.119368496541143,0,0,0,0,0.244954431845732,0,0,0,0,0,0,0,0.211274151638756,0.271363644001766,0,0,-0.0812099863529582,0,0,0,0,0.0323648446318833,0,0,0,0,0.112854991008173,0,0,0,0,-0.0860272608647492,-0.17887440974307,0,0,0,0,0,0,0,0,0,0,0.043656995878181,0,0,0,0,0,0.0956330010464275,0
X600000.CH.EQUITY,0.0254186844277079,0.182739721719084,0,0,0,0.148470052730144,0,0.0794370097984394,0.106796608591828,0,0,0.143832150523264,0,0.0018763784946166,0,0,0,0,0,0,0,0.0225704746238441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278750569135094,0,0,0,0,0,0,0,0,0,0.025944623422925
X600015.CH.EQUITY,0,0,0.153575738961607,0,0,0,0.0246276084296559,0,0,0,0,0,0,0.222757444082058,0,0.171594068239959,0,0,0,0,0,0.00696239488999505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156263965762836,0,0,0,0,0,0.00347156292390795,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.197316333146004,0,0,0,0,0,0,0,0.103716295137131,0,0,0,0.279119073496265,0,0,0,0,0.340286668869834,0,-0.135858795622376,0,0,-0.160866136185829,0,0.0672079035615097,0,0,0,0,0,0,0,0,0,-0.0864883515035312,-0.3406265715163,0,0,0.340892990541017,0,-0.127650289109392,0,0,0,-0.0431822208924989,-0.0743511493748658
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.4241571552656,-0.0913976452726793,0,0,0,0,0,0,0,0.41025128130401,0,0,0,0,0,0,0,0.0862549832187872,0,0,0,0,0,0,0.231061191658405,0,0,0,0,0,0,0,0.123717083192903,0,0,0,0,0,0,0,0.0144518175702454,0.0497230647693811,0
X600919.CH.EQUITY,0.240568388232192,0.214713723325176,0,0,0,0,0,0.228667383525212,0,0,0,0,0,0.402290775671109,0,0,0.0232850382534456,0,0,0.107503051748144,0,0,0,0,0.0810491420268681,0.157898944046417,0,0,0,0,0,-0.115217083718647,0,0,0,0,0,0,0,-0.18917114899886,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0.220142802340916,0,0,0,0.00908726505983739,0.304432795931117,0,-2.16840434497101e-19,0.0281681403053134,0,0,0,0,0,0,0,0,0,0,0,0,0.248627842979742,0,0,0,0,0,0,0,0.0828378076006593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234136057490848,0,0,0,0,0.0191012985149898
X601009.CH.EQUITY,0,0.206025724852885,0,0,-0.242599193029369,-0.556159873152174,0,0.266913875898602,0,0,0,0,0,0.210450460944348,0,0.279476977959498,0,0,0,0,0,0,0,0.278050387396089,0,0,0,0,0,0.339000370420599,0,-0.114335469637498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562645052283642,0,0.250618505890962,0,0,0.0714632404313179,-0.169207198885984
X601166.CH.EQUITY,0.431244360865771,0,0,0,0,0,0,0,0.364102799642426,0,0,0,0,0,0,0,0,0.110957269630933,0,0.128199669052255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235523917205761,0,0,0,-0.183553152239802,0,0,-1.0842021724855e-19,-0.105266867346597,-0.0134800972727727
X601169.CH.EQUITY,0,0.0426562204217518,0,0,0,0,0,0,0,0.00815689397690251,0,0.15908441038858,0,0,0.0256238964690673,0.124982478953555,0,0.0868670685307245,0.0774281212464943,0,0.0663215389765915,0.283436384952007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716735841837499,0,0,0,0,0,0,0,0.106113205974607,0,0,0,0,0,0,-0.0198797841348149
X601229.CH.EQUITY,0.0196027203234831,0,0,0,0,0,0,0,-0.00692154425255917,0,0.367034865053009,0,0,0.0431117083056356,0,0.352739566629951,0,0,0,0,0.0163230352090918,-0.0657754254576835,0,0,0,0,0,0,0,0,0,-0.0418195367737411,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.427050048678736,0,0,0,0,0,0,-0.0041196414754196
X601288.CH.EQUITY,0,0,0,0,0,0,0.00125336798857292,0.158032062800209,0,0,0,0,0,0,0.448756193735497,0,0,0.0989754635636608,0.190438133620337,0,0,0,3.46944695195361e-18,0,0,0.05351815441548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314135250964001,0
X601328.CH.EQUITY,0,0,0.475291174012565,0,0,0,0,0,0,0,0.352066073679182,0,0.0422179149133362,0,0,0,0,0,0,0.0274052833833191,0,0.0759879641085246,0,0,0,0,0,0,0.102821292050627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
