,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.297247993153852,0,0,0.16625461212393,0.420751793682625,0,0,0,0,0,0,0,0,0.0135878844155243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145200899880761,0,0,0,0,0,0,0,-0.129507834627379,0,0,0,0,-0.00134407342191673,-0.0285008375398514,0,0,0,0.195035197144112
X002142.CH.EQUITY,0.180801352638403,0,0,0,0.0453514443480129,0.0144511535542874,0.0106020406951159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252412791738169,0,0,0,0,0,0,0,0.205453824437021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378536412016007,0
X600000.CH.EQUITY,0,0,0,0,0.139589584933624,0,0.0841146076761572,0,0.281894510894715,0,8.67361737988404e-19,0,0,0.0881082402742219,0.0206139661385119,0,0,0,0,0.0767381452940372,0.00445663383739777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862297852050531,0.0247442649424109,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.0156380446574723,0,0,0,0.391486173230608,0,0,0.0629420024922835,0,0,-0.189730706517598,-0.0453376262324226,0.0774436910754201,0,-0.133418844930675,0,0,0,0,0,0,0,0,0.452842976126115,0,0,0.251882504850188,0.15551500020515,0,0,0,0,-0.0731817453722487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.138026888124146,0,0.177559479914856,0.404935417480237,0,0,0,0,0,0,0.0432775811596881,0,0,0,-0.0815627120332321,0,0,0.05972912804542,0,0,0,0,0,0,0,0,0,0,0,-0.107293102898468,0.00119935412105223,0,0,0,0,0.172211575638831,0,0,0.124270838040374,0,0,0,0,-0.0635371962871211,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.449399359419172,0,0,0,0.318094369383037,0,0,0,-0.0339837095081929,0,0.152715988760604,0,0,0,0.124912905130415,-0.0236585350132228,0,0,0,0,0,-0.160792904286454,0,0,0,0,0,0,0.0459558841866073,-0.000526027212139081,0,0,0.0604978153888151,-0.0775842398051016,0,0,0.0245567747305381,0,0.0597604849865114,0,0,0,0,0,-0.0867866359868954,0,0.000222801676922852,0,0.12171870146207,0,0,0
X601229.CH.EQUITY,0,0.0994506742609847,0,0,0,0,0,0,0,0,0.772348532698975,0,0,0,0,0,0,0,0,0,0,0.091983025687854,0,0,0.150565528782579,0,-0.0296562150072043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16110111174349,0,0
X601288.CH.EQUITY,0,0,0.0441907164191474,0,0,0,0,0,0,0,0.114884208193528,0.0377883408676659,0.496373292313463,0.125425213267907,0.0212651316822916,0.0756823067282897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529518699177095,0,0,0,0,0,0,0.0160221373045863,0,0,0.0418139043550683,0,0,0,0,0,0.0245505353139273,0,0,0.0352798776335169,0,0.0319225248974983,0
X601328.CH.EQUITY,0,0,0.356117241892733,0.0900714077930782,0,0,0,0,0,0,0,0,0.0837786317803455,0.0129359775389076,0.141073381648951,0.0467488339128196,0,0,0,0,0,0,0,0,0,0,0.0992754679251519,0,0,0,0,0,0,0,0.0289243313938521,0,0,0.0243257887199124,0,0,0,0,0,0,0,0,0,0.0852809794170655,0,0,0.091197156871082,0.0114822247647338
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.217046045204563,0.394636998590639,0.265757783212817,0,0,0,0,0,0,0,0,0,0,0.0258775151853321,0,0,0,0.0268669401613886,0,0,0,0,0,0,0,0,0,0,0,0,0.0126493603063761,0,0,0,-0.0945979629096497,0,0.0539495881237261,0.0687368357836496,0,0,0
