,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.25493544880819,0,0,0.106336359853147,0,0,0,0,0,0,0,0,0.107470827516887,0,0,0,0,0.048957083500182,0.0268749910541217,0,0,0,0,0,0,0,0,0,0,0,0,0.101003978343284,0,0.0248263662614627,0.0970718643338628,0,0,0,0,0,0,0.0057475259122693,0.0772420914444799,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.216159567185124,0.606694110132773,0,0,-0.110204789972246,0,0,0,0,-1.38777878078145e-17,0,0,0,0.114830020557546,0,0,-0.104868253634144,0,0,0,0,0,0.0257393143521079,0,0,0,0,0,0.025433808947805,0,0,0.181496768243738,0,0,0,0,0.111917644927805,0,0,-8.67361737988404e-19,0,-0.149692416451296,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0670761469503131,0.384583448927784,0,0,0.0469239654052609,0.16511720143383,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375640097669591,0,0,0,0,0,0,0,0,0.104211894703703,0.0161445606302683,0,0,0,0
X600016.CH.EQUITY,0,0.0237063908014423,0,0,0,0.161920534464161,0,0,0,0.150873526823136,0,0.116449705356662,0.0211673919722719,0,0,0,0,0,-0.167610347819226,0,0.132795007508812,-0.334463323206456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160989846227912,0.0440593304755832,0,0,0.0449429918965655,0.147376088769282,0,0,0,0,-0.0319838678388819
X600036.CH.EQUITY,0,0.450626348205096,0,0,0,0,0,0.0801876504544499,0.0177385018786044,0,0,0,0.330142336530832,0,0,0,0,0.0747134963270305,0.0136887848665257,0,0,0,0,0,0,0,0,0,0,0,-0.0409715053274282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13092195298764,0,0,0.0151743675992917,0.0349993082711805,0
X601166.CH.EQUITY,0.0664926549142621,0.0221026028769239,0.179256599838877,0.0512559809942005,0,0,0.255492912759654,0,0,0,0,0,0.022436823642421,0.317030720713995,0,0.0202506046124525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537973632349509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,-0.0322831579287861,0,0,0,0,0.000860788790580445,0,0,0,0,0,0,0,0.757599550047721,0.0927807249047583,0,0,0,0,0,0,0,0,0,0,0,0,0.0978557049908748,0,0.00102944730733335,0.0246199171770187,0,0,0,0,-0.0555528475864061,-0.0141553552294612,0,0,0.133620153510422,0,0,0,0,0,0,0,0,0,0,0,-0.032474557707944
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.800090460526069,0,0,0,0,0,0,0,0.295653690200929,0,0,0,0,0,0,0.0238140704595076,0,0,0.292606824631547,-0.284838982312307,0,0,0,0,0,0,0,0,-0.0298007471234679,0,0,0,-0.0128128410857238,0,0,0,0,-0.253631153473493,0,0,0.0948310547263042,0.0822078460810369
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.91100446523455,0,0,0,0,0.0599071906363676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113455891835723,0,0,-0.0665857192022524,0,0,0,-0.092972202378005,0,-0.0143009999953268,0,0,0,0,0,0,0,-0.0491317746827385,0
X601328.CH.EQUITY,0,0,0.0859979039441668,0.329870299381239,0,0,0,0.144988379748188,0.108703036933482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487031022143488,0,0,0,0,0,0,0,0,0,0,0,0.0130407007295585,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.00698253075258249,0,0,-2.77555756156289e-17,0,0,0,0.0657986226330984,0,0,0,0,0,0.762749278001408,0,0,0,0,-0.0834526918793835,0,0,-0.107889987786376,0,0,-0.303802929134861,0,0,0,0,0,-0.143790019905887,0,0,0,0,0,0,0,0,-0.0167272002914233,-0.150220246966068,0.0410206518477302,0,0,-0.145441268278063,0,0,0.646329827289343,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0.0939965807401822,0.0316092371437797,0,0,0.229433687981803,0.060692412049858,0,0,0,0,0,0.149623345352889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0158831997535975,0.0547507419331032,0.0014066064812466,0,0.0292578453906392,0,0,0.817476912772285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332489374628101,0,0.0385270420213241,0,0,0.0462063943803581,0,0,0,0,0,0,0.00586720450407722,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.682668813483297,0.451285026516497,0.198854593618079,0,0,0,0,0,0,0,0,0,0.190709469279701,0,0,0,0,0,0,0,0,0,0,0,0.111293303187399,0,0,0,0,0,-0.113402734234181,0,0,0,0,-0.174168828265043,0,0,-0.164513490608266,0,0,-0.238753931529863,0,-0.0446119829188443,0,0,0
X601998.CH.EQUITY,0.0273829730319621,0,0,0,0,0,0.507848955001087,0,0,0,0.261058714516835,0,0,0.0148716976203311,0,0,0,0,0,0,0.239192891787917,0,0,0,0,0,-0.000660144097629871,0,0,0,0.0288312886583492,0,0,0,0,0,0,0,0,0,0.0150329681867639,0,0,0,0,0,0,0,0,0,-0.105779546508233,0
X601658.CH.Equity,0.111830375675896,0,0,0,0,0,0,0,0.226403532662911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257346887388063,0,0,0,0,0,0,0,0,-0.127481835428796,0,0.411219016727099,-0.174303174328941,0,0,0,0,0,0
X11.HK.EQUITY,0,0.0769005560927793,0,0,0,0,0,0,0,0,-0.00750763899873485,-0.192064408352299,0,0,-0.0502521597881869,0,0,0.103936409188444,0.399279365335326,0,0,0,0,0,0,0,0,0,0,0,0,-0.155269955449325,0,0,0.184957518231448,0.0430995412613396,0,0,0,0,0,0,0,0.0751801787019335,0,0.25187812676435,0,0,0,0,0.0552446850067908,0
X2388.HK.EQUITY,3.46944695195361e-18,0,0,0,0.0390418549467161,0,0,0,0.0375799046724772,0,0.0261381416520254,0,0,0,0,0,0.206701720279174,0,0,0,0,0,0,0,0,0,0,0,0,0.0095722729806457,0,0,0,0,0,0,0,0.0936014601136487,0,0,-0.00968206649562942,0,0,0.132865265981636,0,0,0,0,0,0.445168618427186,0,0.0808995953276963
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0504454970924982,0,0,0,0,0,0,0,0,0.397191559938343,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.185766799026603,0,0,0,0,0,-0.193581850831528,0,0.0155416830329902,0.18072947579066,0,0,0.0357876144005144,0.0937459281376561,0,0,0,0,0.278748946602893,0,0.113191300297222,0.187883058919476
